Gene = Pi3K21B
Position 310: 3.3840335558838366e-08
Position 805: 2.891074499292618e-09
Position 247: 1.1984836429292995e-09
Position 245: 6.684469205912735e-10
Position 253: 4.79549982512612e-10
Position 272: 1.0350408213342265e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1152: 0.9827951043345513
Position 4883: 0.3612042242022168
Position 243: 0.3333558262892119
Position 3009: 0.22966003955980704
Position 7149: 0.1921153410042866
Position 4145: 0.14835478196647464
Position 7350: 0.06037419723583875
Position 2100: 0.058991885309528876
Position 7132: 0.05213051259680222
Position 3410: 0.04616642086027887
Position 850: 0.04060806344640048
Position 4849: 0.025920641141924453
Position 7170: 0.025354544357455405
Position 2867: 0.022906980769079432
Position 4103: 0.018745024226019997
Position 3072: 0.01728340724648962
Position 4197: 0.01721983221963649
Position 2130: 0.013267512911396098
Position 4596: 0.012971081838710546
Position 796: 0.012076948847653602
Position 253: 0.011395403160338878
Position 3357: 0.011007065820969003
Position 3553: 0.01034689175010836
Position 2669: 0.010096900766486564
Position 1766: 0.009663633300684694
Position 2162: 0.009582689324875516
Position 3962: 0.008309033131188848
Position 3192: 0.008255449381323691
Position 6881: 0.007674082509337588
Position 5668: 0.005619892365856255
Position 2919: 0.005578420805488192
Position 1745: 0.0048037953522287475
Position 2735: 0.004791726521843502
Position 3182: 0.004243326755746942
Position 5073: 0.004159189960513758
Position 2798: 0.004018988276250415
Position 1193: 0.003998122685478358
Position 4170: 0.0039000833472899853
Position 470: 0.0037420162820621826
Position 147: 0.0037316434829494528
Position 2357: 0.003666675526164784
Position 5124: 0.0022784085009417386
Position 4014: 0.002230361320699714
Position 426: 0.0020189006275534408
Position 2641: 0.0020042854933735132
Position 3379: 0.0019202525748126889
Position 958: 0.0018631576422948745
Position 2509: 0.0016701859181377139
Position 2444: 0.0016057743398765515
Position 4921: 0.0015498523564011777
Position 3109: 0.001503579812118518
Position 121: 0.0014990929828563068
Position 1910: 0.0014535451650416894
Position 3115: 0.001446050695709559
Position 3387: 0.001445915276552117
Position 2575: 0.0011131013159066915
Position 1472: 0.0009352274782244173
Position 1475: 0.0008506516082770818
Position 2773: 0.0008446468980646628
Position 5348: 0.0008356089190232235
Position 3595: 0.0007884868223294544
Position 2851: 0.0007412306687323233
Position 816: 0.0005449153624212823
Position 2134: 0.0005420963987499348
Position 438: 0.00044678127013655043
Position 3094: 0.00038288792910057273
Position 302: 0.00037568023153189336
Position 2166: 0.0003523680747082544
Position 340: 0.00029612198036047975
Position 513: 0.0002752528578612716
Position 1836: 0.0002676802916846027
Position 432: 0.00023750152266046747
Position 2155: 0.00023600687787129235
Position 3994: 0.00022554926176367602
Position 3615: 0.00020754138487806925
Position 914: 0.0002069798287157804
Position 2956: 0.00020202383488615575
Position 750: 0.00019784693900248176
Position 2224: 0.00019182385135492675
Position 2186: 0.0001742657686599927
Position 3302: 0.0001629557349050005
Position 667: 0.0001606874554051653
Position 375: 0.0001227847890119968
Position 1797: 0.00012264090747647768
Position 865: 0.00010143553208787248
Position 779: 9.894578638137844e-05
Position 2601: 8.012531506846018e-05
Position 1600: 7.329751122912061e-05
Position 2407: 6.369348406915637e-05
Position 2148: 5.582832750850721e-05
Position 884: 4.948273292223584e-05
Position 1367: 3.290945771518619e-05
Position 2491: 2.3804028215487097e-05
Position 1719: 2.2344921562484454e-05
Position 2831: 2.2206924218179033e-05
Position 180: 2.1738056327023982e-05
Position 2974: 1.766169521305079e-05
Position 558: 1.0829847436540347e-05
Position 404: 1.0069605782163576e-05
Position 479: 8.718592824795686e-06
Position 344: 6.688508611138631e-06
Position 1309: 6.277566910896233e-06
Position 414: 5.245639196546792e-06
Position 2085: 2.5335158180423444e-06
Position 2472: 2.3380975458591176e-06
Position 1042: 1.8704783087680768e-06
Position 1499: 1.7870575849344075e-06
Position 1298: 1.2359999776558364e-06
Position 575: 6.939075421830341e-07
Position 589: 5.393685594305715e-07
Position 333: 2.6755322326326957e-07
Position 1054: 2.079875810453439e-07
Position 381: 1.8529538966463825e-07
Position 212: 1.6263257618524014e-07
Position 407: 6.912501876354275e-08
Position 221: 1.567248123813707e-08
Position 485: 9.587308430890469e-09
Position 308: 5.858929496320581e-10
Position 190: 5.725775348102072e-12
