Gene = hgo
Position 1373: 0.2620229516472578
Position 1981: 0.17289794768613126
Position 1563: 0.13161043786962545
Position 1536: 0.11182055285876917
Position 476: 0.0915096280588556
Position 412: 0.07588305258235521
Position 1515: 0.05706797960029401
Position 783: 0.056855772954682575
Position 1035: 0.014252917905243667
Position 312: 0.00953019506558194
Position 1010: 0.0054804819254085585
Position 2141: 0.004117050748162832
Position 1997: 0.0034731850000005253
Position 526: 0.001737143020664002
Position 1420: 0.00142659760158381
Position 1477: 0.0014187855914821153
Position 298: 0.000851359540436985
Position 134: 0.0007156618287961134
Position 619: 0.0006953895906142484
Position 484: 0.0006068433961826442
Position 811: 0.0005915999432528694
Position 130: 0.0004940040763850397
Position 1619: 0.0004884161699120378
Position 555: 0.00044002489678396053
Position 1014: 0.000311176781908149
Position 1589: 0.0003030418206406774
Position 585: 0.0002518398487094396
Position 258: 0.0002337152740151177
Position 375: 0.00021240867970078166
Position 1193: 0.00020330383026457186
Position 2051: 0.00019991292873338363
Position 1937: 0.00014395392213866737
Position 523: 0.00014382576736954913
Position 917: 0.00010492957829013366
Position 199: 8.360859120647961e-05
Position 1085: 7.38938308621878e-05
Position 281: 6.519077315801934e-05
Position 1492: 6.450038309651627e-05
Position 497: 5.774341264818334e-05
Position 1757: 3.855839833834151e-05
Position 1123: 3.752664313803542e-05
Position 1045: 3.32954292770178e-05
Position 203: 3.311908422647839e-05
Position 904: 3.176100094051849e-05
Position 973: 3.0415126665646138e-05
Position 1023: 2.2230967216211242e-05
Position 1037: 2.089257031499983e-05
Position 1751: 2.062659244722819e-05
Position 2009: 1.6896901937419125e-05
Position 628: 1.630897503893624e-05
Position 147: 1.5079067853572688e-05
Position 159: 1.4975796559892684e-05
Position 1624: 1.4931098074087947e-05
Position 1671: 1.284613356355514e-05
Position 265: 1.2817665400193217e-05
Position 138: 1.2697170370504412e-05
Position 1056: 1.2331301952999382e-05
Position 2087: 1.0626627779412824e-05
Position 2102: 9.95303379748168e-06
Position 1261: 9.855706320104999e-06
Position 454: 8.295235308616768e-06
Position 103: 5.409742965810396e-06
Position 942: 3.1694853561643372e-06
Position 1912: 2.2488908746891976e-06
Position 1656: 1.796565520424706e-06
Position 164: 1.6819050199142838e-06
Position 1017: 1.642475719086898e-06
Position 1892: 1.2521925036091334e-06
Position 950: 1.0714366537576846e-06
Position 1824: 9.454788211537177e-07
Position 1782: 6.0879363575966e-07
Position 2006: 5.980997916331885e-07
Position 838: 5.437635986705309e-07
Position 89: 3.929493639713412e-07
Position 1353: 2.5571581195833235e-07
Position 845: 2.43782167310324e-07
Position 682: 1.5274706734645902e-07
Position 152: 1.51932552273834e-07
Position 1307: 6.111025379889505e-08
Position 1271: 2.1946240588190532e-08
Position 1128: 1.856682550325638e-08
Position 1263: 1.3564634066280525e-08
Position 192: 9.569222317703477e-10
Position 54: 4.183449408692703e-13
