Gene = ntc
Position 2260: 6.779904487324713e-05
Position 301: 5.937072898193331e-05
Position 1132: 4.549359665422314e-05
Position 1792: 4.234432468532138e-05
Position 1822: 4.1059883418162e-05
Position 293: 3.551010575942066e-05
Position 2062: 3.5312136856271755e-05
Position 2001: 2.8919697445709986e-05
Position 453: 2.8082665796108007e-05
Position 2461: 2.7767265852017823e-05
Position 121: 1.4733070114301253e-05
Position 1352: 1.375152083202165e-05
Position 188: 9.151163875000434e-06
Position 1009: 8.851017362124224e-06
Position 314: 8.599670765794984e-06
Position 382: 8.48615847343832e-06
Position 586: 8.047075522346231e-06
Position 583: 5.687585149002366e-06
Position 180: 2.322638777239623e-06
Position 238: 1.0622188769730732e-06
Position 616: 7.343607138537212e-08
Position 806: 3.7034611101835197e-08
Position 660: 2.1713939213932113e-08
Position 637: 4.769171880779889e-09
Position 626: 5.977721630498653e-10
