Gene = Tsf2
Position 225: 5.60200891883853e-10
Position 215: 4.76331298916187e-10
Position 1214: 1.4626466916420657e-10
Position 1220: 1.2601429467601338e-10
Position 1888: 5.627356563987477e-11
Position 1789: 3.346774929993115e-11
Position 1163: 3.3115270733369356e-11
Position 1782: 1.80077897411287e-11
Position 1694: 6.374465467360204e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1917: 0.990188111396424
Position 752: 0.9874788016415675
Position 1686: 0.9797515677793285
Position 245: 0.972874433280607
Position 951: 0.853805529501844
Position 1171: 0.7743038153740407
Position 2805: 0.09891388126596407
Position 557: 0.05603389774568208
Position 1466: 0.03445640643264007
Position 1720: 0.01787046488591543
Position 1158: 0.01638133853164779
Position 1298: 0.01486352127629406
Position 1245: 0.011890423174058324
Position 517: 0.01108067922593328
Position 720: 0.010768035411886371
Position 2363: 0.00680059092367799
Position 3174: 0.006675815996571973
Position 119: 0.005075501868473994
Position 2849: 0.004925145834657977
Position 122: 0.004880549735300779
Position 2390: 0.0043490472820233985
Position 976: 0.004069035334364699
Position 1992: 0.0040353195460259925
Position 3281: 0.003369959504530659
Position 1180: 0.003120574691395224
Position 2844: 0.0025047149184629996
Position 2870: 0.002143939677646833
Position 2739: 0.0021116441663610675
Position 2762: 0.0021110287522076044
Position 442: 0.001634220284000769
Position 2604: 0.001434883476144007
Position 2330: 0.0012780897438521182
Position 1514: 0.0012763231901823237
Position 1173: 0.0012369643682592698
Position 3156: 0.0010603478954445914
Position 1304: 0.0010535732115598173
Position 3069: 0.0010495758733939957
Position 142: 0.0010332589841299058
Position 3133: 0.001014716898213312
Position 1694: 0.0009345832242159192
Position 1930: 0.0008917796596078325
Position 1004: 0.0007495743737813498
Position 3001: 0.0007213969497291123
Position 1428: 0.000712538781945133
Position 405: 0.0006731768261690514
Position 1740: 0.0006011723704231177
Position 1261: 0.0005874933168893676
Position 1377: 0.0004906207533672504
Position 3021: 0.0004802618283576612
Position 1948: 0.00047268082414881333
Position 1522: 0.0004634121091732855
Position 2637: 0.0004015808965959873
Position 584: 0.00034598824172167445
Position 1747: 0.0003402891286570524
Position 1443: 0.00032323767673397304
Position 568: 0.0002756022413201803
Position 3201: 0.00026307810789441
Position 2178: 0.00024119584942667685
Position 1962: 0.00023617008629141275
Position 439: 0.00018676088148234543
Position 2922: 0.00018481530532406167
Position 2756: 0.00016987541101036327
Position 1728: 0.00016578181951597214
Position 3113: 0.0001611138877181535
Position 1496: 0.00015706214020815484
Position 1511: 0.00015413664141498447
Position 1317: 0.00013760305875200421
Position 1572: 0.00013172394193491292
Position 760: 0.00011412947513206888
Position 2307: 0.00011412371907963022
Position 1473: 0.0001126264483611582
Position 1326: 0.00011232165570712527
Position 2295: 0.00010959418439552659
Position 2685: 0.00010912129681136429
Position 797: 0.00010417607139873977
Position 2172: 9.895667172795469e-05
Position 2490: 9.317885198137469e-05
Position 271: 6.648984495991654e-05
Position 571: 6.518605148913797e-05
Position 2631: 6.502378539422732e-05
Position 2284: 5.664431676316166e-05
Position 1382: 5.5030211421517005e-05
Position 1488: 4.568882869392479e-05
Position 3223: 4.2548794297500304e-05
Position 764: 3.073043129268807e-05
Position 211: 2.456823512740937e-05
Position 642: 1.3755064086558468e-05
Position 1539: 1.205176826792467e-05
Position 1845: 1.1419728191801009e-05
Position 225: 1.0001563764661608e-05
Position 1782: 9.962897184092912e-06
Position 77: 9.57805736807413e-06
Position 1789: 9.548246714666833e-06
Position 1335: 8.702806510588239e-06
Position 1197: 6.3865089792985014e-06
Position 1795: 6.2701179721146695e-06
Position 1406: 6.255358511461412e-06
Position 1569: 6.118573499101549e-06
Position 986: 5.526508960467173e-06
Position 1113: 5.16472937469885e-06
Position 1379: 5.0978440655630954e-06
Position 325: 4.80243516587635e-06
Position 1347: 4.802040437102795e-06
Position 2014: 4.698570841670117e-06
Position 1052: 4.199188817917304e-06
Position 1314: 4.1230862030716365e-06
Position 903: 4.0726003313915946e-06
Position 1323: 3.4518302611544684e-06
Position 2011: 3.0437841301377324e-06
Position 304: 2.2981097226442473e-06
Position 1025: 1.8436100157983597e-06
Position 2002: 1.5467559101564462e-06
Position 298: 1.467225780314895e-06
Position 313: 9.81573853585372e-07
Position 520: 9.304557213894814e-07
Position 177: 4.6095199775445897e-07
Position 2136: 3.9828504615720373e-07
Position 1623: 2.863125924630179e-07
Position 616: 2.6344580735546286e-07
Position 310: 2.563801203654601e-07
Position 1055: 1.6064541694106556e-07
Position 803: 1.5422147849492397e-07
Position 265: 1.1081644762169918e-07
Position 1821: 3.59835011276326e-08
Position 696: 3.522253210888482e-08
Position 197: 3.242252537161708e-08
Position 1850: 2.3236756696945558e-08
Position 2088: 2.1342872600853674e-08
Position 346: 1.5021953917004643e-09
Position 370: 1.241339567183147e-09
Position 1879: 3.7849140138103256e-11
Position 300: 2.3939273067953695e-13
