Gene = CYLD
Position 3201: 3.942688728692322e-06
Position 2712: 3.933696117779878e-06
Position 2781: 3.7847605945544887e-06
Position 2147: 3.288271555443915e-06
Position 2779: 2.6808027194798336e-06
Position 2069: 2.55855543392519e-06
Position 2766: 2.3785545569789663e-06
Position 2739: 1.7027137101482475e-06
Position 2760: 1.6509126800012606e-06
Position 819: 1.6494574618889151e-06
Position 3044: 1.272784539462797e-06
Position 3603: 1.0008755181647737e-06
Position 3124: 9.32757941380311e-07
Position 2591: 4.5858958575990445e-07
Position 3060: 3.2206541957511354e-07
Position 3384: 1.7654880270429445e-07
Position 1006: 1.7452567880290802e-07
Position 1331: 1.2298337135009164e-07
Position 1505: 7.956782865235346e-08
Position 3145: 7.157160944549483e-08
Position 3292: 5.238879456109433e-08
Position 3491: 1.1597899670722308e-08
Position 3325: 6.1025281761953106e-09
Position 3489: 1.8493493196884491e-09
Position 2577: 1.2470086317293575e-09
Position 2593: 4.4856116356356506e-10
Position 2111: 6.220992037446978e-12
Position 2021: 5.890135295499069e-12
Position 1985: 5.1510308896950924e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3281: 0.9957606083309294
Position 3478: 0.9927045425316722
Position 2987: 0.9888297547369482
Position 2240: 0.9786767877599003
Position 2690: 0.9757737676531929
Position 1910: 0.9724573106735883
Position 2476: 0.9647240677339031
Position 857: 0.9601933919372505
Position 1448: 0.918184765679875
Position 626: 0.4035677726713831
Position 1122: 0.06829906391466095
Position 1048: 0.0558247313024717
Position 1129: 0.05061719847115245
Position 3781: 0.04453154187595114
Position 3736: 0.037798115902238534
Position 1520: 0.03324587212952764
Position 1166: 0.03140421484202293
Position 878: 0.02136149519463229
Position 670: 0.019928949975027622
Position 2707: 0.0175315016239885
Position 493: 0.01591031621460438
Position 230: 0.0096024957464122
Position 1270: 0.00896801717629258
Position 1227: 0.007425269476806411
Position 633: 0.006626378479226486
Position 667: 0.006172621890493761
Position 1249: 0.0054593853381732105
Position 2288: 0.004786750500545515
Position 2342: 0.004519344873827575
Position 1365: 0.0044744649842563
Position 701: 0.0037430869348639346
Position 165: 0.0035762087868569923
Position 1782: 0.0035223871019146725
Position 2281: 0.0029052229165994832
Position 1099: 0.0028532682170169374
Position 1488: 0.0027996144502528473
Position 3292: 0.002639618125138532
Position 1874: 0.0023719750025880857
Position 292: 0.0018940719894425578
Position 2992: 0.001735727659912676
Position 1292: 0.001253144708235567
Position 1175: 0.0012413296767835938
Position 373: 0.0011972233470657293
Position 2720: 0.0010985054011125822
Position 1644: 0.0010233400966763514
Position 3035: 0.00100184761386139
Position 2504: 0.0009557616049867658
Position 1104: 0.0006290704731292527
Position 1243: 0.0006061939811607739
Position 1253: 0.000600727040750309
Position 1985: 0.0005462199174645673
Position 3500: 0.0005067935714782578
Position 1267: 0.0004848657653982358
Position 836: 0.00045378453349350647
Position 2615: 0.000434024001978422
Position 1407: 0.000389194184112978
Position 676: 0.00038892895350388026
Position 510: 0.0003627139784376097
Position 194: 0.00033932978420309783
Position 533: 0.0003333671116877817
Position 3314: 0.00030133635285793615
Position 2320: 0.00029151724893061606
Position 1133: 0.00024386840523187383
Position 2591: 0.00023318948060970708
Position 1583: 0.00021923624684911484
Position 3576: 0.00019517324005645218
Position 1027: 0.0001912383873552637
Position 3930: 0.0001846034452309033
Position 2327: 0.00016057943207602762
Position 1239: 0.0001589940008815335
Position 2111: 0.00015724365720208038
Position 1605: 0.0001461857288339124
Position 3706: 0.00014581372724039668
Position 3744: 0.00012411139345698172
Position 2193: 0.00011510910097681203
Position 3792: 0.00010918611159658142
Position 3588: 0.00010133724582026991
Position 1220: 9.679433591709081e-05
Position 3345: 9.528146862237287e-05
Position 2444: 9.12889299057509e-05
Position 1458: 8.527877588873932e-05
Position 2180: 8.099990744260664e-05
Position 1346: 7.473492129684279e-05
Position 334: 7.074158520584589e-05
Position 2364: 6.952808851462139e-05
Position 3082: 6.428119469980484e-05
Position 3191: 6.056561065682437e-05
Position 2461: 5.6760293856598775e-05
Position 3617: 5.6633621280009994e-05
Position 424: 5.6344708208322486e-05
Position 1964: 5.235689054462168e-05
Position 323: 5.2330541949737015e-05
Position 919: 4.933157408729397e-05
Position 3110: 4.50270402861316e-05
Position 3497: 4.230255506773747e-05
Position 2524: 3.807982340034365e-05
Position 3175: 3.780342024601505e-05
Position 3910: 2.9427622324135436e-05
Position 684: 2.399682803502543e-05
Position 3352: 2.2672447291796472e-05
Position 2517: 2.081667593848249e-05
Position 172: 1.6949649569446242e-05
Position 452: 1.658383701828444e-05
Position 3905: 1.6307196903071852e-05
Position 3155: 1.4030539765594196e-05
Position 3003: 1.1793983952521412e-05
Position 2805: 1.118743009693779e-05
Position 2711: 8.40507156950902e-06
Position 785: 7.770898215145627e-06
Position 2421: 7.0608774443411226e-06
Position 2449: 6.958045189207581e-06
Position 2351: 6.94981586671553e-06
Position 2533: 4.95255393575375e-06
Position 3847: 4.64993295302437e-06
Position 2735: 3.188648871733517e-06
Position 3508: 3.1475152044008164e-06
Position 3633: 2.6769854709940092e-06
Position 3032: 2.347676704102289e-06
Position 3808: 2.2387629056686225e-06
Position 3805: 2.0214149036623444e-06
Position 3226: 1.6583103929768226e-06
Position 2869: 1.0644508647529617e-06
Position 237: 1.0080655074837886e-06
Position 2657: 3.407356876206001e-07
Position 3411: 1.079622587624343e-07
Position 983: 7.163726212536358e-08
