Gene = ND-MLRQ
Position 574: 1.7534520848908086e-05
Position 9: 1.4790437817384449e-05
Position 60: 1.117678235918589e-05
Position 552: 1.0024321160149731e-05
Position 122: 9.621040244350534e-06
Position 567: 6.4671573423704034e-06
Position 19: 3.505059817572066e-06
Position 461: 2.427928539928367e-06
Position 100: 1.533670494408016e-06
Position 281: 1.3948971187850453e-06
Position 62: 8.030998685250778e-07
Position 225: 4.195571727758803e-07
Position 586: 3.584833040418007e-07
Position 546: 3.433087543648587e-07
Position 431: 3.071756975684838e-07
Position 698: 2.7293204844941944e-07
Position 702: 1.3177512531614716e-07
Position 292: 1.5727082427517883e-08
Position 426: 1.4329303700436304e-08
Position 173: 1.3018315886371029e-08
Position 207: 6.962928531761103e-09
Position 223: 4.262972975118258e-09
Position 253: 1.2510753838112408e-09
Position 180: 9.284652051960591e-10
Position 229: 1.4367338327190748e-11
Position 202: 9.398136568829813e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 207: 0.8366030986538552
Position 1431: 0.6325876107293651
Position 2130: 0.6276836860746009
Position 5290: 0.2690467599566458
Position 103: 0.15431203386210282
Position 6516: 0.11596530010318291
Position 4337: 0.06565515955322433
Position 454: 0.056090815837314054
Position 5427: 0.03877849500135374
Position 920: 0.030547028302459877
Position 1846: 0.029446603661172122
Position 2817: 0.025870269195519883
Position 618: 0.020559004325310066
Position 666: 0.015376941651931158
Position 647: 0.015121301692837246
Position 2647: 0.01284410429689534
Position 1573: 0.012141734589897025
Position 2323: 0.008865880976324684
Position 577: 0.008132065611916742
Position 2290: 0.00712769693442317
Position 115: 0.00709453137094759
Position 5362: 0.0056716458009210624
Position 2612: 0.00509996921486645
Position 1605: 0.00499353761354244
Position 552: 0.004910506858847837
Position 1478: 0.004416608008377603
Position 1676: 0.003727066284389995
Position 5125: 0.0035980117126372343
Position 3978: 0.0028995473536954242
Position 1722: 0.0025604089815753996
Position 4201: 0.0020430141597246724
Position 1540: 0.0017408830624897449
Position 3278: 0.0010082053682480253
Position 859: 0.0008490460014469355
Position 608: 0.0007636443385344232
Position 558: 0.0007214735871041291
Position 2331: 0.0006422366490604768
Position 1895: 0.0006152696782167365
Position 148: 0.0005594446710915151
Position 2966: 0.00047534767826365747
Position 3167: 0.00047494449260840853
Position 1197: 0.00042588968268599827
Position 2365: 0.00031445455946420905
Position 3125: 0.00030735996389990997
Position 3439: 0.00030417758715751416
Position 1367: 0.0002903589576910883
Position 408: 0.00024865790958523634
Position 173: 0.000237303524480379
Position 1519: 0.00015503892187796766
Position 1396: 0.00015460524475378746
Position 956: 0.00013601702648980186
Position 1004: 0.00011990281399334023
Position 1112: 0.00011015484355336484
Position 2309: 0.00010453248232562639
Position 622: 8.852443247978254e-05
Position 1978: 7.488671173480343e-05
Position 595: 6.745598244008614e-05
Position 413: 5.2376643511959934e-05
Position 235: 1.6549305776413064e-05
Position 131: 4.2883449189212455e-06
Position 726: 8.954645473596177e-07
Position 331: 3.686201741779142e-08
Position 250: 1.9608298790028105e-08
Position 333: 1.921698125439241e-08
Position 241: 1.6210192616181657e-08
Position 155: 2.8151947262197158e-09
Position 340: 2.2591187980782878e-10
Position 345: 1.9378671182791683e-10
Position 354: 1.9762802374202425e-11
Position 359: 2.4996140854779267e-12
