Gene = schuy
Position 468: 2.97460735888962e-05
Position 432: 2.313852906091368e-05
Position 1486: 2.286597382331657e-05
Position 1083: 1.8833857230780813e-05
Position 1053: 1.711919587135921e-05
Position 262: 1.6321002511434693e-05
Position 219: 1.6240930721910502e-05
Position 227: 1.1769653848823897e-05
Position 739: 1.1743884005799712e-05
Position 1651: 1.0476568865060624e-05
Position 496: 8.856143637064256e-06
Position 526: 7.757346345137549e-06
Position 1818: 5.84126201258391e-06
Position 1050: 5.19850722221709e-06
Position 1527: 4.523823734127166e-06
Position 1336: 4.350655930244793e-06
Position 1597: 3.803793145408895e-06
Position 820: 3.650345411501076e-06
Position 1558: 3.5970526001394354e-06
Position 343: 2.8344277912059553e-06
Position 1358: 2.710562391513416e-06
Position 595: 2.6716076980019284e-06
Position 506: 2.3996510187588827e-06
Position 418: 2.0935417253554807e-06
Position 66: 2.0863468832036815e-06
Position 224: 1.9946221583045465e-06
Position 715: 1.9017914541874838e-06
Position 704: 1.7980417612278298e-06
Position 856: 1.6187276256162228e-06
Position 502: 1.6045067686934022e-06
Position 208: 1.5660494424805575e-06
Position 491: 1.436320720548823e-06
Position 532: 1.407610433342042e-06
Position 271: 1.237678006094479e-06
Position 454: 6.704522295239708e-07
Position 376: 6.371292558110256e-07
Position 275: 5.181723926249081e-07
Position 535: 4.7215654123753643e-07
Position 520: 3.778792609705122e-07
Position 574: 3.608788242011473e-07
Position 340: 3.3026552886081897e-07
Position 609: 2.728435636117242e-07
Position 349: 9.552873665222331e-08
Position 615: 9.128231031579482e-08
Position 358: 5.6133499513935845e-08
Position 101: 4.7458881915046404e-08
Position 1126: 4.0280344262441834e-08
Position 234: 3.907171896231039e-08
