Gene = SMSr
Position 2947: 0.0002285533582141265
Position 1604: 0.0002282184878102914
Position 6639: 0.00021795600387660886
Position 1282: 0.00020683773690504808
Position 1658: 0.00018378764541474233
Position 638: 0.00015396283806137564
Position 1316: 0.000151727014150222
Position 6283: 0.0001419390883506061
Position 621: 0.00013581102437304327
Position 1938: 0.00012294592122135444
Position 1003: 0.00011248460734758325
Position 7173: 0.00010118484693471446
Position 837: 8.344459471012435e-05
Position 710: 8.078279241903868e-05
Position 1135: 7.697867138927022e-05
Position 6731: 7.441590955265074e-05
Position 1046: 7.217112769101977e-05
Position 1489: 6.529881087891719e-05
Position 103: 6.440971461628989e-05
Position 1916: 5.847395578237833e-05
Position 6889: 4.567668506946965e-05
Position 1151: 4.5072533982154106e-05
Position 1321: 3.5581948335146573e-05
Position 770: 3.290703148637427e-05
Position 853: 3.107607292432575e-05
Position 207: 2.8251563775039654e-05
Position 6532: 2.1687924297397112e-05
Position 7133: 1.840442497542108e-05
Position 7069: 1.737547554491734e-05
Position 2171: 1.683516067882457e-05
Position 6372: 1.568855251822868e-05
Position 1081: 1.5304405522738607e-05
Position 1185: 1.3947004035474946e-05
Position 3196: 1.2705109734355405e-05
Position 379: 1.188815313809128e-05
Position 891: 1.1212532993755895e-05
Position 7120: 1.1084110524355426e-05
Position 7319: 1.102091203259878e-05
Position 235: 1.0788820212057818e-05
Position 7338: 1.0322651125703809e-05
Position 7163: 8.760740177201444e-06
Position 6426: 7.743084478081647e-06
Position 2375: 3.838170900466271e-06
Position 7354: 3.6483325276439075e-06
Position 7306: 3.5682799364662657e-06
Position 6502: 3.5214760929416395e-06
Position 2223: 2.5590261324495656e-06
Position 5146: 8.104757046899326e-07
Position 3489: 9.913573770951345e-08
Position 100: 9.360523506485495e-08
Position 318: 8.946234791504149e-08
Position 352: 7.510358573840334e-08
Position 1763: 6.302824579414494e-08
Position 2016: 4.8969437832974785e-08
Position 1691: 3.976449680627109e-08
Position 1932: 3.726696030368923e-08
Position 1220: 2.8001789780985292e-08
Position 1057: 2.7436121512975998e-08
Position 947: 2.6749265533939995e-08
Position 1405: 2.673466323837891e-08
Position 669: 1.206334315767155e-08
Position 414: 1.0540230646537507e-08
Position 76: 9.735171136984746e-09
Position 492: 8.342255262028125e-09
Position 321: 6.3812437656114146e-09
Position 279: 6.155239424334052e-09
Position 633: 5.795937503885807e-09
Position 981: 5.4078080711217264e-09
Position 385: 1.889924082569786e-09
Position 1110: 1.3136946580827202e-09
Position 437: 1.153684010512923e-09
Position 201: 8.866141775619973e-10
Position 239: 7.966919833346672e-10
Position 211: 7.632830273647707e-10
Position 534: 7.600116883725907e-10
Position 495: 4.470829759610032e-10
Position 291: 2.5455816322443933e-10
Position 109: 1.2359537932681626e-10
Position 80: 1.056635596568044e-10
