Gene = Nlg2
Position 28780: 0.9258976833423066
Position 29619: 0.7594470463688953
Position 26341: 0.5871215897543224
Position 29220: 0.49993529151183286
Position 29346: 0.26352154874247874
Position 29690: 0.2318624824943159
Position 29232: 0.08851982548370706
Position 6642: 0.05611753577214483
Position 28299: 0.05219075485677694
Position 28824: 0.04898955592330228
Position 6668: 0.04312765921321074
Position 29866: 0.03139003864197956
Position 29257: 0.020553355096555644
Position 29032: 0.013330569259442343
Position 29281: 0.012969379641594735
Position 27188: 0.010957595863949047
Position 3717: 0.010252344959937971
Position 31478: 0.00898856151324476
Position 13676: 0.007441368499991932
Position 29366: 0.00680844187982581
Position 14109: 0.005558508731756956
Position 1437: 0.00508955221470024
Position 10248: 0.005019432623164405
Position 10898: 0.004753398971862542
Position 28786: 0.004482694642224256
Position 31386: 0.0043902133893905185
Position 14152: 0.004304161868280262
Position 31147: 0.003735149051856236
Position 29639: 0.0033885959987228595
Position 29427: 0.0032195003528588902
Position 29290: 0.0031246598545465495
Position 29308: 0.0031167202811584497
Position 29905: 0.0028792347201373482
Position 9985: 0.002869548590371335
Position 31129: 0.0021250229362007925
Position 29720: 0.00210371090109014
Position 10119: 0.0020801967548139382
Position 29458: 0.002050831678683053
Position 29595: 0.0019129470576781107
Position 29407: 0.0017107656593129176
Position 29380: 0.001692063138571664
Position 28532: 0.0016883803910455392
Position 29472: 0.0016324346897252334
Position 31747: 0.001535902095360303
Position 30797: 0.00134429010605727
Position 30825: 0.0012669365829434925
Position 29424: 0.001217859697592489
Position 1412: 0.00118231861550407
Position 29447: 0.0011019807967803965
Position 30114: 0.0010964742631116003
Position 3309: 0.0010162972745191821
Position 30327: 0.0008210879031067503
Position 3878: 0.0008118291455544983
Position 29627: 0.0007863251140949485
Position 3297: 0.0006915673458188613
Position 29261: 0.0006062643428174892
Position 30952: 0.0005698257244877927
Position 3357: 0.000564158673927602
Position 3846: 0.0005614730946379229
Position 29385: 0.0005234236261844757
Position 31347: 0.0004962195604947396
Position 29660: 0.00048111769166591897
Position 29305: 0.00042139591651285115
Position 3002: 0.0004005287313570144
Position 31504: 0.00037929285119176924
Position 29055: 0.0003720887751403164
Position 3836: 0.0003695529199975632
Position 9781: 0.00035036687186308147
Position 28801: 0.0003416219309559955
Position 31255: 0.0003373755827253724
Position 3956: 0.0003352510579727654
Position 3396: 0.0002644320974585148
Position 6733: 0.00025087057054981886
Position 3453: 0.0002209963612534359
Position 31539: 0.0002106638591283569
Position 29325: 0.00020914888979740702
Position 31609: 0.00020646854962479505
Position 3760: 0.00018557959649829263
Position 3165: 0.00016764909022051378
Position 31249: 0.00015316667981804814
Position 2397: 0.0001352950345210539
Position 2805: 0.00013352423732650216
Position 2485: 0.00012994864093593482
Position 3550: 0.00012889225374031733
Position 28902: 0.0001271892589414286
Position 29436: 0.00011763325586976838
Position 29490: 0.00011711093344367844
Position 30713: 0.00011376143774501093
Position 29311: 0.00011177725533014792
Position 30123: 0.00011030487092325899
Position 769: 0.00010215476080932473
Position 3368: 9.410538741809864e-05
Position 975: 7.787446343196336e-05
Position 31326: 7.681957551736179e-05
Position 28804: 7.466979019391784e-05
Position 1837: 7.443012447407924e-05
Position 29738: 6.328017786899266e-05
Position 29314: 4.9238846980582246e-05
Position 28989: 3.7750235836139594e-05
Position 29872: 3.56886947913808e-05
Position 30333: 3.327654846793456e-05
Position 29117: 3.312368652972502e-05
Position 31567: 3.151086607992277e-05
Position 29744: 1.647435510935646e-05
Position 31008: 1.1752423137647429e-05
Position 30066: 1.151371466012305e-05
Position 28945: 1.0257184628791946e-05
Position 30142: 9.694872946995618e-06
Position 30960: 9.131807003597764e-06
Position 30804: 8.773085965434604e-06
Position 31654: 8.167283569761517e-06
Position 29907: 5.892777181033646e-06
Position 29009: 4.492169371901255e-06
Position 29876: 3.5474986591244006e-06
Position 30250: 3.5360115676190738e-06
Position 29641: 1.5590469601404968e-06
Position 29910: 1.131584893872421e-06
Position 28969: 1.0402699098707327e-06
Position 29761: 7.389114638209016e-07
Position 29913: 5.567395084662925e-07
Position 31110: 5.544926368403467e-07
Position 31287: 4.7357517334741167e-07
Position 29134: 1.6805631338481268e-07
Position 29941: 1.675494997496058e-07
Position 29882: 1.65970032166204e-07
Position 29798: 3.53682919420639e-08
Position 30536: 1.7606552450018665e-08
Position 29966: 4.922403553370538e-09
Position 30131: 1.3314104834974471e-09
