Gene = c(2)M
Position 438: 6.9012511206385096e-06
Position 648: 5.9273991094165465e-06
Position 609: 5.643040439901862e-06
Position 1321: 4.503770105707958e-06
Position 633: 4.168651252433188e-06
Position 1361: 3.637847865749837e-06
Position 142: 8.876625840243182e-07
Position 983: 8.114602967592443e-07
Position 1010: 5.770798932544095e-07
Position 422: 8.672360157993642e-08
Position 446: 1.3008582737785061e-08
Position 472: 1.0269225212148581e-08
Position 208: 3.7943998872588196e-09
Position 110: 3.5971851596891815e-09
Position 92: 1.8133882195669383e-09
Position 466: 4.8792825084856965e-11
Position 155: 2.2015625280645156e-11
Position 189: 1.9945662756722243e-11
