Gene = DNApol-alpha50
Position 857: 7.568793991126864e-08
Position 446: 5.671102075367226e-08
Position 3126: 2.0587937554007016e-08
Position 245: 9.049410093698814e-12
Position 410: 8.003208852589196e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2651: 0.8904013828745998
Position 2876: 0.8758296351555571
Position 832: 0.534366867593787
Position 3251: 0.11626802758927826
Position 2923: 0.0863777683659865
Position 2673: 0.061599989294912
Position 3101: 0.02845842003264911
Position 3839: 0.0208904317364709
Position 769: 0.02085108102175041
Position 431: 0.018796052851304226
Position 3776: 0.01597943042370843
Position 261: 0.009447762311133851
Position 2484: 0.008389807686727736
Position 3357: 0.006838732520302986
Position 3804: 0.005941972267209871
Position 519: 0.005707499914831986
Position 2679: 0.005704278566627561
Position 3255: 0.005476195314506735
Position 2770: 0.004903136817076463
Position 1024: 0.0036817459147948533
Position 2325: 0.0034405047320239524
Position 2319: 0.003419634728524923
Position 624: 0.003362520072353735
Position 242: 0.0032434498028677183
Position 813: 0.0025858422123588047
Position 2963: 0.0020359040106123663
Position 341: 0.001646782125483697
Position 2632: 0.0016377734916342614
Position 396: 0.001470526879880371
Position 919: 0.0014505935204921893
Position 3189: 0.0012159000693447016
Position 3565: 0.0012037931316874187
Position 548: 0.001021404483189429
Position 3856: 0.0009238192361327927
Position 4085: 0.0009196009118142614
Position 3889: 0.0007640960562831917
Position 671: 0.0006954452018662187
Position 792: 0.0006422926882358634
Position 1414: 0.0004656669139042556
Position 334: 0.0004253333924520349
Position 3754: 0.000387342177909555
Position 2747: 0.00036747647098817364
Position 1056: 0.00035019837026568386
Position 845: 0.00034343570049813753
Position 2693: 0.00032840745369410964
Position 2522: 0.00031223662543948864
Position 634: 0.00028762220935103544
Position 2339: 0.0002679361119359812
Position 3648: 0.00025674556500864985
Position 2493: 0.00023046179635193063
Position 346: 0.00019945227477986607
Position 2739: 0.00015523859087200148
Position 1822: 0.0001255932124413101
Position 3381: 0.0001119009323606171
Position 596: 0.00010818315370721387
Position 3823: 0.00010358358204875365
Position 2372: 0.00010219207977865658
Position 2094: 0.00010161568173677255
Position 289: 9.367860781064194e-05
Position 1263: 9.301369038515562e-05
Position 3004: 8.340687294858025e-05
Position 1355: 7.304582108996309e-05
Position 1810: 6.943562491571713e-05
Position 317: 6.646355549040693e-05
Position 3146: 5.659714348968659e-05
Position 144: 4.47451626700954e-05
Position 172: 4.2140103878857345e-05
Position 221: 3.890079322503139e-05
Position 1732: 3.252101028444335e-05
Position 164: 3.0564338697138506e-05
Position 1926: 2.9350615951543824e-05
Position 114: 2.638085719392014e-05
Position 1205: 2.252004595329247e-05
Position 1138: 2.1568110884165813e-05
Position 675: 1.7489514562776118e-05
Position 2147: 1.5766126615707815e-05
Position 562: 1.534493708730078e-05
Position 1609: 1.103729247849769e-05
Position 644: 9.350144039265243e-06
Position 350: 7.219069898009493e-06
Position 75: 6.157405189583033e-06
Position 354: 5.3523837998823e-06
Position 3014: 5.216731295357768e-06
Position 314: 4.691278866257328e-06
Position 100: 2.300797527029127e-07
Position 774: 1.832890444278285e-07
Position 853: 3.6905162776695104e-08
Position 121: 1.8091989363925202e-08
Position 937: 1.556562176825732e-08
Position 177: 1.514953853161935e-08
Position 943: 1.2900873261768061e-08
Position 46: 9.514256553566522e-10
Position 128: 7.290622674056935e-10
Position 49: 5.123431214577521e-10
Position 360: 2.084764599699483e-13
