Gene = Bdp1
Position 767: 1.2768070597024128e-08
Position 189: 9.542218156871634e-09
Position 228: 7.350710394423717e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1253: 0.9699049620514625
Position 1636: 0.9580965281445827
Position 1468: 0.1469380682918301
Position 960: 0.08646048899927604
Position 1651: 0.026851569452855734
Position 879: 0.025358034655671012
Position 2129: 0.020545680187818667
Position 1483: 0.015282968533776616
Position 1654: 0.006329428961311545
Position 731: 0.005447953477809029
Position 2426: 0.005200572485102988
Position 1068: 0.004903044070418153
Position 2453: 0.004440738450633913
Position 1060: 0.0037410745336490876
Position 1012: 0.0032594497447892288
Position 118: 0.0032485683729126117
Position 471: 0.0031282560219678796
Position 2255: 0.001618910007831763
Position 784: 0.0013994383296794734
Position 2135: 0.0013227537349542687
Position 894: 0.0011710927868765683
Position 906: 0.00115143769405033
Position 503: 0.0011068172535611885
Position 2081: 0.001045529022668966
Position 2442: 0.0010358522600524018
Position 936: 0.0010240425317335
Position 1329: 0.0009932647101067538
Position 1920: 0.0007743371880222124
Position 2052: 0.0007121578794280742
Position 1282: 0.0005328464796687606
Position 609: 0.0005067022070433659
Position 1997: 0.0004716862346400847
Position 1438: 0.00046851275462936624
Position 1074: 0.00041016751798528175
Position 1888: 0.0003857119377799959
Position 675: 0.00035924799216210577
Position 2098: 0.00035576844253961375
Position 2102: 0.0002716618532271591
Position 1451: 0.0002698313597809406
Position 1847: 0.00022108123242092187
Position 1646: 0.00019492528693413342
Position 678: 0.00018541269826629996
Position 2374: 0.00017111338237496738
Position 2411: 0.00016320957768640876
Position 474: 0.0001516866199599369
Position 787: 0.00014905430628579564
Position 1841: 0.00014157345450668818
Position 2061: 0.00010747585811518725
Position 2083: 9.166531387227196e-05
Position 1752: 8.970586647902489e-05
Position 681: 8.768366360393526e-05
Position 507: 7.95198450202042e-05
Position 1885: 7.452188148292441e-05
Position 1671: 6.519577476205307e-05
Position 1708: 5.820708283788126e-05
Position 2257: 5.761637891043535e-05
Position 1035: 5.0873692811529865e-05
Position 1039: 4.163544321157377e-05
Position 390: 3.762194478312542e-05
Position 1834: 3.342786864769024e-05
Position 1948: 2.3068463975065277e-05
Position 1492: 2.068761238212112e-05
Position 1256: 1.8183398235159325e-05
Position 2222: 1.7689618917006888e-05
Position 1726: 1.5603649364386277e-05
Position 1206: 1.1800397982622634e-05
Position 2339: 1.1793798591430933e-05
Position 2413: 1.0875383635258814e-05
Position 1336: 9.736704087642745e-06
Position 1860: 9.623625855169428e-06
Position 552: 5.112521403702114e-06
Position 563: 1.4429016540013238e-06
Position 587: 1.2932957176012496e-06
Position 459: 7.083876471700326e-07
Position 254: 4.173305066516683e-07
Position 246: 2.9322308229697307e-07
Position 837: 2.921865624708814e-07
Position 1659: 9.294815688533169e-08
Position 522: 9.020876098233747e-08
Position 63: 4.983037624176491e-08
Position 597: 4.164935512165907e-09
Position 1663: 2.287078037936206e-09
Position 401: 1.8227607918315971e-09
Position 163: 1.6018938162551633e-09
Position 367: 3.1216324995066864e-10
Position 1597: 2.0804975714662674e-10
Position 213: 1.184737026293388e-10
Position 166: 9.957975826241543e-11
Position 204: 9.757696217211368e-11
Position 414: 8.676354214307405e-11
Position 185: 8.663732901367866e-11
