Gene = Fic
Position 1464: 5.283152170111159e-08
Position 1329: 8.80056500886656e-09
Position 1282: 1.1895370838238856e-09
Position 1439: 1.115091808068193e-09
Position 794: 2.3161791365686614e-10
Position 310: 1.273597019125862e-10
Position 442: 4.2865532506327485e-11
Position 496: 1.2312285611882813e-11
Position 1421: 8.160951269440556e-12
Position 1185: 7.876269176994431e-12
Position 494: 6.102175101371729e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1129: 0.9949235407712478
Position 1392: 0.9945103511404211
Position 320: 0.3975182988837658
Position 414: 0.03990760753892537
Position 74: 0.008604737490468164
Position 2015: 0.007869437122549786
Position 106: 0.00670497591482407
Position 723: 0.005895887003634057
Position 922: 0.0049983151797401626
Position 1148: 0.004014623402547908
Position 1280: 0.004001156260215732
Position 631: 0.003529688131428333
Position 1400: 0.0026950416571040743
Position 350: 0.0026301527165041474
Position 1660: 0.002404768486087715
Position 171: 0.0021677208602232496
Position 2001: 0.0017201944443797272
Position 1559: 0.0017143775676586625
Position 954: 0.00160122806131121
Position 737: 0.0014385558775795986
Position 1171: 0.0007180660731985354
Position 1890: 0.0006307631868774649
Position 181: 0.0005322993239490099
Position 919: 0.0004555109424765985
Position 970: 0.0004285460957540335
Position 466: 0.0003975128799289017
Position 1555: 0.00036835985551590553
Position 1678: 0.00029138265204328533
Position 1615: 0.0002679874160673253
Position 381: 0.000265126109389802
Position 1887: 0.0002616213274455628
Position 1751: 0.0002412948643849432
Position 1940: 0.0002391357946304749
Position 903: 0.0002301876165524449
Position 1644: 0.00018967297536924872
Position 988: 0.00018271831581204124
Position 771: 0.00016744874058354097
Position 261: 0.00015632333995262688
Position 480: 0.00015576330560997364
Position 1417: 0.00015366584777482312
Position 144: 0.00014705924163045203
Position 743: 0.00010608958242821848
Position 687: 9.509960077035277e-05
Position 781: 7.796863348337965e-05
Position 1528: 7.711120847919944e-05
Position 1900: 7.026597569680992e-05
Position 792: 6.494871036721828e-05
Position 1795: 5.314567889856048e-05
Position 228: 4.2730008257517824e-05
Position 1223: 2.9887987547013556e-05
Position 1496: 2.9566962217829162e-05
Position 231: 2.946843103443379e-05
Position 1737: 2.6380486565068152e-05
Position 1810: 2.3259397983527412e-05
Position 1200: 2.3223269178751084e-05
Position 760: 2.231544449009278e-05
Position 711: 1.8238220396466177e-05
Position 525: 1.6932196705715647e-05
Position 1058: 1.4218865418574216e-05
Position 494: 1.0723214184716992e-05
Position 205: 6.658852367713484e-06
Position 1095: 4.651932439363965e-06
Position 1160: 3.380509567135886e-06
Position 276: 2.6612325861356005e-06
Position 588: 2.6302031080657946e-06
Position 506: 2.5968553500261696e-06
Position 447: 1.8913653889065178e-06
Position 649: 1.6148187783195234e-06
Position 567: 1.3247541030125173e-06
Position 202: 1.211028324509309e-06
Position 1315: 1.174476581012054e-06
Position 522: 1.1521060525259178e-06
Position 1312: 9.532378972630591e-07
Position 1091: 9.121623461820024e-07
Position 1251: 9.117258449222432e-07
Position 1236: 2.124372534264108e-07
Position 1307: 8.187797435643795e-08
Position 235: 4.028870975623574e-09
Position 1522: 1.693382228173978e-09
Position 1612: 7.9760593179888e-10
Position 1622: 7.595250170276318e-10
Position 243: 7.201866347340897e-10
Position 1533: 7.021808653306319e-10
Position 1508: 6.813968303614007e-10
Position 241: 1.7758869356454756e-10
Position 50: 8.446588899452937e-11
Position 215: 7.600709331642715e-11
