Gene = Gug
Position 20270: 0.0007900364306864004
Position 559: 0.0007821001386577173
Position 11026: 0.0007783983662771094
Position 94: 0.0007740603109172224
Position 20947: 0.0007331823668762709
Position 6223: 0.0007076448818035165
Position 20074: 0.0006979917415966674
Position 21392: 0.0006727393830140805
Position 19734: 0.0006580060294561082
Position 20274: 0.0006577171316667954
Position 21408: 0.0006572827281462971
Position 20593: 0.0005645103475894927
Position 18756: 0.00044355638355993285
Position 20690: 0.0004226937601901232
Position 19007: 0.0003724280049000859
Position 1698: 0.00029006192944016544
Position 20631: 0.00022002594207623166
Position 19822: 0.00019303163169903922
Position 354: 0.0001927519686387528
Position 19250: 0.00017178574709830204
Position 18900: 0.00015973469876658284
Position 1585: 0.00014207014209319086
Position 19948: 0.00012393143024421032
Position 19383: 0.00010655238877079395
Position 18832: 0.00010435847466288329
Position 20866: 0.000100021048789479
Position 20508: 9.526129997093151e-05
Position 19953: 8.88170599765233e-05
Position 1371: 8.712720606899518e-05
Position 20939: 7.568397355169641e-05
Position 257: 7.437299391809316e-05
Position 259: 6.847751030764116e-05
Position 694: 6.718131733446415e-05
Position 18961: 6.140909073434841e-05
Position 1268: 5.988505205430612e-05
Position 19833: 5.908956810784205e-05
Position 261: 5.4744584655032974e-05
Position 255: 4.691788936907475e-05
Position 19904: 4.64686889617092e-05
Position 335: 4.4019022942131965e-05
Position 21519: 4.376454483304e-05
Position 263: 4.2787904756517626e-05
Position 19343: 3.58160557894257e-05
Position 22: 3.5453103570262705e-05
Position 21460: 3.53061379953734e-05
Position 337: 3.161536497774904e-05
Position 1308: 3.059702107860674e-05
Position 331: 3.0172623223916513e-05
Position 897: 2.9112043481054703e-05
Position 18750: 2.658746537446533e-05
Position 20648: 2.5758461704604043e-05
Position 45: 2.466644267005009e-05
Position 339: 2.301093738983547e-05
Position 1224: 2.2592074788139294e-05
Position 804: 2.229968292848333e-05
Position 309: 2.099027870616892e-05
Position 716: 2.0268469603620557e-05
Position 1774: 1.900685845772652e-05
Position 1713: 1.856250888847383e-05
Position 403: 1.7157758587922454e-05
Position 21545: 1.707954102801903e-05
Position 1652: 1.6876339483624377e-05
Position 965: 1.4019742246189652e-05
Position 1210: 1.334053277120585e-05
Position 188: 1.333169368733034e-05
Position 1857: 1.1108285185339795e-05
Position 1362: 1.045111672371974e-05
Position 1769: 9.692338073058036e-06
Position 1298: 8.599534816609863e-06
Position 285: 8.562735684971878e-06
Position 19029: 8.536157488839923e-06
Position 299: 7.994822586560916e-06
Position 1701: 6.854235536408247e-06
Position 18845: 5.2046464622250654e-06
Position 18787: 4.444617329805835e-06
Position 18863: 3.930437313019336e-06
Position 20436: 3.073447382394073e-06
Position 18905: 2.409866839767897e-06
Position 19460: 1.9492116892849832e-06
Position 19252: 1.7857830779509938e-06
Position 1572: 1.0939819594569308e-06
Position 18820: 1.054407733311462e-06
Position 18827: 9.318467063200542e-07
Position 18772: 8.81267067773487e-07
Position 18743: 7.974761474898562e-07
Position 20937: 5.879537505421833e-07
Position 19529: 3.984786145408895e-07
Position 313: 3.020049296721901e-07
Position 751: 1.9358652904144194e-07
Position 352: 1.7947270422540986e-07
Position 1296: 1.5547911406591243e-07
Position 343: 1.2683875418059155e-07
Position 642: 1.0346456848649074e-07
Position 319: 9.177583741186611e-08
Position 1352: 8.313495135349577e-08
Position 1226: 8.312269572841002e-08
Position 985: 8.284935588052155e-08
Position 647: 7.91902221375086e-08
Position 311: 5.821636377151075e-08
Position 770: 4.646958795770166e-08
Position 1213: 4.287207606260365e-08
Position 21033: 3.7216508380741777e-08
Position 19612: 3.38647313805286e-08
Position 279: 3.063285618934024e-08
Position 283: 2.748974676976897e-08
Position 267: 2.0908062831360566e-08
Position 341: 1.2266406227275722e-08
Position 321: 6.2239031754799105e-09
Position 303: 4.444705152848658e-09
Position 137: 2.5651103451894196e-09
Position 586: 1.5167769866830134e-09
Position 1191: 1.4638563375359751e-09
Position 273: 1.3506031937489364e-09
Position 611: 8.384494941780707e-10
Position 249: 7.622622417322359e-10
Position 584: 6.180006103500512e-10
Position 412: 4.459087356990915e-10
Position 265: 3.481102408945484e-10
Position 48: 3.442827866620572e-10
Position 139: 2.9973191462698663e-10
Position 621: 1.3425111579903308e-10
Position 9979: 1.0083793743460438e-11
Position 19708: 9.859248976866225e-12
Position 10004: 6.393691275484483e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18416: 0.9998596939853932
Position 19642: 0.9872287911155885
Position 18621: 0.9683287481291913
Position 19487: 0.9638134905222078
Position 20832: 0.9615069378778606
Position 20362: 0.9444636220049197
Position 21229: 0.6176352118987913
Position 20165: 0.5238346366364282
Position 19883: 0.24337133381352566
Position 18944: 0.20269655058943628
Position 9678: 0.1926062957037008
Position 1499: 0.15777791773489722
Position 12049: 0.13668478220057778
Position 2038: 0.12658797172744088
Position 22441: 0.114162036832016
Position 20231: 0.11283397558875793
Position 21188: 0.10837140984209566
Position 9178: 0.0923729200505181
Position 9119: 0.05115950064028389
Position 20517: 0.046708243465198605
Position 1852: 0.040995948113647
Position 12068: 0.038090783858222656
Position 21025: 0.03132897094346527
Position 20405: 0.031052082357811244
Position 18624: 0.029198276719344985
Position 20074: 0.027431507822825232
Position 2079: 0.022389569835071222
Position 21841: 0.021704114895335604
Position 21894: 0.021137834559140534
Position 11230: 0.014450136081616154
Position 19838: 0.014104474069618912
Position 9885: 0.01339834993634759
Position 8731: 0.01282038151069352
Position 21952: 0.010533669810652123
Position 19899: 0.010163017324990847
Position 19618: 0.009565660452693492
Position 18957: 0.007840830275051247
Position 21153: 0.0077543751618317424
Position 9159: 0.006342917245743226
Position 9197: 0.00607967024421469
Position 8608: 0.005982332836658781
Position 611: 0.005941142638924271
Position 21282: 0.005875027201685604
Position 21608: 0.005076496156523721
Position 19312: 0.005004757709957079
Position 1952: 0.004742111101736575
Position 10052: 0.004655496417485238
Position 22471: 0.00456578746962511
Position 11613: 0.004056626735245088
Position 18850: 0.003959922442257289
Position 7638: 0.00391150937890678
Position 739: 0.0039035465348166687
Position 20508: 0.0036997137822425852
Position 21783: 0.0035412840209484236
Position 18838: 0.003409654755777628
Position 21530: 0.00328641899807768
Position 21367: 0.0032847792926632164
Position 7277: 0.002741000312665685
Position 1949: 0.0025074910161096984
Position 21406: 0.0023148688285660043
Position 1324: 0.0022480924198131774
Position 18627: 0.0021902874051589094
Position 20645: 0.002157869462099035
Position 19923: 0.001957181615513551
Position 1613: 0.0017805579158069705
Position 19904: 0.001779063851612467
Position 20121: 0.0017066290708498582
Position 1371: 0.0017019191128655336
Position 19661: 0.0016368755702945387
Position 9854: 0.0016358815384197103
Position 21465: 0.0016185331959668028
Position 1734: 0.001539346712720722
Position 8588: 0.0012956263402147713
Position 18995: 0.0012408272162525533
Position 20307: 0.001151744526824037
Position 9841: 0.0011038719338754247
Position 8926: 0.0010629608927001165
Position 1462: 0.0007900658676314908
Position 807: 0.0007887819121634963
Position 1595: 0.0007825860807006211
Position 1404: 0.0007546795370641966
Position 19459: 0.0006894537549268318
Position 1976: 0.000618234970905019
Position 1109: 0.0006173146752814163
Position 1514: 0.0005795866272592223
Position 20457: 0.000569298688020014
Position 10823: 0.0005233281854299082
Position 20733: 0.0004490468492149909
Position 4990: 0.00041529816940679136
Position 1191: 0.000405786785313436
Position 19452: 0.00035780685300292574
Position 22735: 0.0003368617327962799
Position 1438: 0.0003269167032053268
Position 19440: 0.00030420079777731586
Position 20945: 0.00028472719202746974
Position 20376: 0.00027560664511076485
Position 19247: 0.0002675838722356243
Position 1551: 0.000257253681812441
Position 19694: 0.00021000118267213843
Position 19263: 0.0001741746794630007
Position 18630: 0.00017334651975604306
Position 6145: 0.0001223573795549839
Position 647: 0.00011475182476715464
Position 20314: 0.00011318616079909576
Position 1646: 0.00010558771824537698
Position 21582: 0.00010273786886264913
Position 851: 8.76893994180578e-05
Position 829: 7.924275527373499e-05
Position 934: 7.865757632972959e-05
Position 5839: 7.762277642716106e-05
Position 20532: 7.734976576773501e-05
Position 19424: 7.301602901050303e-05
Position 20538: 6.56571752830991e-05
Position 5034: 6.555846381518214e-05
Position 19321: 5.34272282202633e-05
Position 1667: 4.23045460280351e-05
Position 5792: 2.643361712120921e-05
Position 18648: 2.2105043339964212e-05
Position 20577: 2.096534575645043e-05
Position 335: 1.452028348537382e-05
Position 19044: 1.427699402683546e-05
Position 1291: 1.1527356341211213e-05
Position 659: 1.0984542333839655e-05
Position 19274: 9.841932935176336e-06
Position 1753: 8.362878723358225e-06
Position 443: 7.489711801449015e-06
Position 19007: 6.706547756540258e-06
Position 19543: 5.86979615766275e-06
Position 619: 3.7936787294609083e-06
Position 352: 3.301823116609583e-06
Position 367: 3.014999289395836e-06
Position 19516: 2.990623595106438e-06
Position 319: 2.309869599178771e-06
Position 370: 2.1638547245374926e-06
Position 401: 2.0872084528231863e-06
Position 783: 1.9700502479914953e-06
Position 582: 1.5380720005068986e-06
Position 694: 1.3379708448590113e-06
Position 866: 1.3279350769820748e-06
Position 872: 1.2765627497009611e-06
Position 488: 8.468105246595802e-07
Position 162: 6.604592402136821e-07
Position 1471: 6.074305337849975e-07
Position 4497: 3.7447547818816864e-07
Position 84: 3.34289190766468e-07
Position 412: 1.4827718631588237e-07
Position 447: 1.3524241039740842e-07
Position 373: 1.343877290923031e-07
Position 18782: 7.059634827666931e-08
Position 18900: 6.287316320190681e-08
Position 491: 2.6932122535342923e-08
Position 273: 2.2692952714166325e-08
Position 456: 2.1507086266961147e-08
Position 68: 2.139721486781356e-08
Position 450: 1.2617612803631106e-08
Position 10295: 3.2463923820603545e-10
