Gene = Diap1
Position 1238: 0.001058351726752369
Position 433: 0.001040189940291554
Position 7508: 0.0009649555094410576
Position 257: 0.0009464677910435955
Position 832: 0.000826130232301539
Position 1638: 0.000735434753707171
Position 6273: 0.0006916214981614918
Position 2592: 0.0006165816282158635
Position 746: 0.0006036949092896978
Position 128: 0.00055044739438393
Position 1419: 0.0005101295856417379
Position 4140: 0.000410819300403271
Position 6928: 0.0003879005124278316
Position 103: 0.0003275501169498171
Position 4175: 0.0003153259495893476
Position 3471: 0.00029082260139266325
Position 7709: 0.00026993209237328726
Position 3130: 0.0002628917187617595
Position 1207: 0.0002564285104128057
Position 1422: 0.00021348921668177536
Position 7758: 0.00020894865830557843
Position 449: 0.000189019367935278
Position 928: 0.00017757593862162638
Position 3620: 0.0001769687493130443
Position 6636: 0.00017301890370074346
Position 3572: 0.00015562308607609346
Position 6589: 0.00014053749429705062
Position 884: 0.00012806840225208942
Position 1364: 0.00010267752161469487
Position 5591: 9.85794501291685e-05
Position 1536: 8.233210032475489e-05
Position 3212: 7.792891900691079e-05
Position 130: 6.633376645198492e-05
Position 480: 6.584935742233442e-05
Position 7196: 6.035406306373933e-05
Position 4736: 5.810080304565305e-05
Position 275: 4.98854118584024e-05
Position 3172: 4.440735370511482e-05
Position 5069: 3.6079061915468525e-05
Position 3498: 3.435036390204277e-05
Position 6774: 3.107787876726163e-05
Position 6252: 2.8558263302219515e-05
Position 3383: 2.7164455730003386e-05
Position 5330: 2.3317049209309442e-05
Position 6069: 2.3273347073497623e-05
Position 5620: 2.3100263172425014e-05
Position 5862: 2.296741271835173e-05
Position 3359: 2.0416296170043767e-05
Position 3236: 1.9598924629502623e-05
Position 3061: 1.566758579635245e-05
Position 5662: 1.4701195323733169e-05
Position 5568: 1.0392468782480056e-05
Position 4507: 6.191164687390985e-06
Position 1776: 6.166929184219596e-06
Position 1650: 4.510329345706549e-06
Position 81: 4.2836080901845815e-06
Position 235: 4.245343523618007e-06
Position 4986: 3.1633902990177785e-06
Position 4596: 2.2942573262989236e-06
Position 2595: 2.2667791238312953e-06
Position 1116: 2.2171837713230675e-06
Position 1339: 2.0352898213835023e-06
Position 1372: 1.6404225567372294e-06
Position 1689: 1.2792073997155624e-06
Position 2334: 1.2476961340002218e-06
Position 1785: 1.2341275228727451e-06
Position 334: 1.1221362356592517e-06
Position 1000: 8.632666008751717e-07
Position 2200: 6.50645949148362e-07
Position 2295: 5.610087219088166e-07
Position 2361: 5.327399983941384e-07
Position 2937: 4.937476406096807e-07
Position 1176: 4.5378728006006567e-07
Position 2304: 4.1196898546571626e-07
Position 3185: 3.944621662281847e-07
Position 2265: 3.444153859831444e-07
Position 2017: 2.249305339163497e-07
Position 1577: 1.9418312901787626e-07
Position 2399: 1.5657307043211e-07
Position 2076: 1.5191689497465798e-07
Position 2358: 1.2063916590465018e-07
Position 2211: 1.0390884415439437e-07
Position 1030: 6.813647166535565e-08
Position 895: 2.7645590951093396e-08
Position 521: 1.2753658702353306e-08
Position 412: 1.1897770611215444e-08
Position 942: 4.1862714162342946e-09
Position 69: 3.0861529132668866e-09
Position 138: 2.948915780173283e-09
Position 279: 2.0798197279670595e-09
Position 1585: 1.3829581474927396e-09
Position 482: 5.599096361151008e-10
Position 310: 5.33722022852349e-10
Position 359: 4.967517382560453e-10
Position 147: 4.713244599597737e-10
Position 351: 3.5274518331316775e-10
Position 1817: 9.95344367683975e-11
Position 339: 8.296404465215784e-11
Position 57: 7.97048032506131e-11
Position 303: 3.627210748478242e-11
Position 157: 3.1550114694007104e-11
Position 370: 3.1406294627861606e-11
Position 284: 8.504495871175309e-12
