Gene = ValRS-m
Position 2286: 0.0011307952215636383
Position 937: 0.0010874429592963326
Position 3174: 0.0010416007919954342
Position 3055: 0.0009805671730479441
Position 2366: 0.0009437736719595776
Position 1027: 0.0009343979900217604
Position 1425: 0.0009175362233954902
Position 2222: 0.0009007891146370561
Position 1404: 0.000872477672968493
Position 507: 0.000832152217907059
Position 1590: 0.0008240020722227843
Position 165: 0.0007969173072297579
Position 3444: 0.0006747904056697884
Position 711: 0.000664167718137397
Position 1509: 0.00044912954440722003
Position 817: 0.00043436161563487286
Position 1449: 0.0003559993084074994
Position 2176: 0.00035461471503837156
Position 168: 0.00033194207195096423
Position 3038: 0.0003227167718179116
Position 670: 0.00031737485061957335
Position 1137: 0.00030556576501955817
Position 525: 0.0002525413377078266
Position 3129: 0.0002491168120421523
Position 1084: 0.00024351821130922443
Position 591: 0.00023891532050668667
Position 77: 0.0002371050531972157
Position 1197: 0.00022602343396359415
Position 2401: 0.00022584126123827646
Position 2986: 0.00017511856217516025
Position 1459: 0.00015239644638571516
Position 2865: 0.00014021527625538593
Position 820: 0.00013623903809636848
Position 534: 0.00012480517843796234
Position 2132: 9.803322614752562e-05
Position 1200: 7.963533484570916e-05
Position 796: 7.114230096637117e-05
Position 334: 7.064574878954614e-05
Position 2317: 6.709735186633244e-05
Position 2122: 6.570839656817667e-05
Position 3491: 6.550721184478528e-05
Position 225: 6.206937872186095e-05
Position 546: 5.115494957468159e-05
Position 774: 4.31243673818612e-05
Position 2342: 4.08792342580927e-05
Position 3319: 3.765718893274812e-05
Position 2371: 3.3755606893738705e-05
Position 2516: 3.365256376915897e-05
Position 2170: 2.949241506063924e-05
Position 3341: 2.304774518300801e-05
Position 1254: 1.426659377294754e-05
Position 3358: 9.468596738840479e-06
Position 3388: 8.403305509430278e-06
Position 102: 7.7809552626253e-06
Position 3428: 6.643013507074818e-06
Position 180: 2.8815285095589463e-06
Position 3393: 2.3786230309348998e-06
Position 3452: 1.9907303446777477e-06
Position 777: 4.906477830970047e-07
Position 199: 4.6510185725527727e-07
Position 204: 3.2339943957705763e-07
Position 831: 2.8507543653821296e-07
Position 899: 2.7875730282287143e-07
Position 187: 2.2959596671812766e-07
Position 568: 1.3741504979406976e-07
Position 352: 1.836619882741368e-08
Position 684: 1.1859931313706791e-08
Position 281: 5.380751536757436e-09
Position 269: 3.5652459989378218e-09
Position 402: 3.0473358607587733e-09
Position 409: 1.3514487367029765e-09
Position 251: 1.6494516810764325e-10
Position 416: 1.1984606456292033e-10
Position 236: 8.150949322117006e-11
Position 387: 4.099477375505122e-11
Position 372: 4.098557496059351e-11
Position 413: 2.9245756163925964e-11
Position 562: 2.6111530625235192e-11
Position 342: 2.2951430167896835e-12
Position 378: 1.0885632791988788e-14
