Gene = Eip78C
Position 3620: 0.0005294610693243658
Position 546: 0.0002788516606783318
Position 3825: 0.0002733230400465266
Position 502: 0.0001940413136142318
Position 1229: 0.00017071381888375761
Position 648: 0.00015182657905004362
Position 3496: 0.00011996276913124463
Position 1175: 0.00011173596773069223
Position 3839: 0.00010985889454428777
Position 3359: 9.649376466948691e-05
Position 2812: 9.138944232148634e-05
Position 812: 7.657803008396757e-05
Position 1325: 6.031583311334637e-05
Position 785: 5.249101033151224e-05
Position 747: 4.4678735873127293e-05
Position 1351: 4.419150312109647e-05
Position 2036: 4.1974774074293225e-05
Position 882: 3.174854786510622e-05
Position 2048: 2.538014058984177e-05
Position 3364: 2.2226905535619508e-05
Position 1380: 2.084585024367754e-05
Position 654: 2.044513194542483e-05
Position 2798: 1.8548814699963256e-05
Position 1201: 1.6791307563089264e-05
Position 605: 1.5528700988722927e-05
Position 2661: 1.5076340572970246e-05
Position 1905: 1.162614919024872e-05
Position 1689: 1.1581739521295072e-05
Position 1213: 1.0826658477648407e-05
Position 591: 1.0624995997510802e-05
Position 1400: 9.573285809075633e-06
Position 394: 8.962880830693885e-06
Position 773: 8.441681047043497e-06
Position 554: 8.130391794488051e-06
Position 1591: 7.944432224651798e-06
Position 956: 5.379040562801972e-06
Position 809: 4.770482819286078e-06
Position 625: 4.605707777051559e-06
Position 1573: 3.3442480625040436e-06
Position 1397: 3.06041246997845e-06
Position 725: 2.500403417905747e-06
Position 1403: 2.4822863331964733e-06
Position 574: 2.4734948643783236e-06
Position 103: 2.4468224100803205e-06
Position 409: 1.9597583584820386e-06
Position 22126: 1.809946241107067e-06
Position 1531: 1.5143171225483136e-06
Position 959: 1.4264874807479611e-06
Position 1406: 1.4157567491182132e-06
Position 1368: 1.3622096500153223e-06
Position 564: 1.3555151608084283e-06
Position 1615: 1.2928382933675446e-06
Position 454: 1.1163937827758838e-06
Position 1528: 1.10575587231981e-06
Position 1191: 1.0102590987758713e-06
Position 312: 9.758781509756098e-07
Position 439: 9.688453709002556e-07
Position 2130: 9.431534412661022e-07
Position 938: 9.359311542754558e-07
Position 1427: 8.369349067067944e-07
Position 1576: 7.344196530036101e-07
Position 4765: 6.712561614208522e-07
Position 1436: 6.591637356071293e-07
Position 1365: 5.770511298600832e-07
Position 733: 5.465046410735593e-07
Position 1226: 4.774680714791558e-07
Position 22323: 3.728151982129695e-07
Position 22790: 3.0909769423448676e-07
Position 1143: 2.975707473015913e-07
Position 1442: 2.743206389421096e-07
Position 4839: 7.567188741726212e-08
Position 20810: 7.209320482930895e-08
Position 5094: 4.164243200253925e-08
Position 5374: 3.115009982328394e-08
Position 5287: 1.670786372061412e-08
Position 4878: 9.101944225225822e-09
Position 19745: 7.501375314267732e-09
Position 5149: 4.081628671708843e-09
Position 5325: 3.4966054009529375e-09
Position 5176: 3.4430374496083173e-09
Position 17095: 3.372372755544921e-09
Position 4785: 1.8310421248783546e-09
Position 15411: 1.8297594954040809e-09
Position 4857: 1.6113834945541166e-09
Position 5035: 1.2676834240133782e-09
Position 5398: 1.2234495294538405e-09
Position 16302: 6.664717024175205e-10
Position 5222: 5.389278738160659e-10
Position 17293: 2.937063537377887e-10
Position 15162: 2.540554623552337e-10
Position 15141: 2.2599738893250584e-10
Position 4655: 7.416155375158674e-11
Position 13604: 6.532056710318508e-11
Position 14837: 3.8347930031838184e-11
Position 13309: 2.912102037981778e-11
Position 15115: 2.6072155541437193e-11
Position 4633: 1.8523270548925092e-11
Position 4619: 1.6402004154763893e-11
Position 11678: 1.505430316378763e-11
Position 11942: 1.462953904948272e-11
Position 4993: 1.4276000291437964e-11
Position 4899: 1.3787344599714457e-11
Position 4725: 9.786916050129242e-12
Position 4790: 7.578434869555643e-12
Position 10725: 3.922444414133731e-12
Position 13558: 3.020777870402852e-12
Position 4919: 2.1063346635819246e-12
Position 12829: 1.3872964258413478e-12
Position 4956: 1.1120874221935534e-12
Position 4670: 1.0948958598698291e-12
Position 11616: 1.0598918088042621e-12
Position 11329: 7.347086791123651e-13
Position 10077: 6.458252049382693e-13
Position 10223: 6.284273819392664e-13
Position 4931: 5.967566354533357e-13
Position 9884: 5.669862507025427e-13
Position 10344: 5.081949881775114e-13
Position 4888: 4.050977715310445e-13
Position 10698: 2.765631106290124e-13
Position 11439: 2.75759598163327e-13
Position 9962: 2.736482131489214e-13
Position 4923: 2.1680982231179656e-13
Position 10261: 2.1356134118317237e-13
Position 1384: 1.0217202154769308e-13
Position 8710: 9.760635059302687e-14
Position 9768: 8.605000842327512e-14
Position 10659: 7.905950001050497e-14
Position 5101: 7.04155573008125e-14
Position 8799: 3.8124898492852716e-14
Position 8646: 2.326245749612284e-14
Position 6123: 2.2275832372301406e-14
Position 5114: 2.2000133724591185e-14
Position 7455: 2.0778835737650304e-14
Position 1359: 1.579626793845452e-14
Position 6730: 1.4577782493937564e-14
Position 9136: 1.4506644217012613e-14
Position 6424: 1.1810919034818071e-14
Position 7499: 1.1466596918331868e-14
Position 6258: 8.823190816553164e-15
Position 7937: 8.024618285208293e-15
Position 157: 8.018775851750913e-15
Position 8530: 6.399881608770762e-15
Position 6334: 5.026984330792761e-15
Position 7868: 3.3821508781853105e-15
Position 5867: 3.307195797575495e-15
Position 6639: 3.0578221688298748e-15
Position 5688: 2.6463934626151825e-15
Position 681: 2.455882527208564e-15
Position 6966: 2.0621258051368234e-15
Position 260: 1.974278278336878e-15
Position 896: 1.7761635971022587e-15
Position 669: 1.7709969766278188e-15
Position 962: 1.0454600618115185e-15
Position 6141: 8.625360622386063e-16
Position 953: 7.047802565494625e-16
Position 5991: 3.384033605045706e-16
Position 176: 2.6850416358349085e-16
Position 1019: 1.9380628236743418e-16
Position 272: 1.6315298879829604e-16
Position 324: 9.839409778095377e-17
Position 341: 8.528142396701507e-17
Position 235: 8.155646279818036e-17
Position 264: 6.419971092098269e-17
Position 224: 5.789504675993434e-17
Position 241: 3.670342865482318e-17
Position 416: 2.6933799999679886e-17
Position 247: 1.4650944150784448e-17
Position 338: 1.1343761479164408e-17
Position 377: 5.116966171432326e-18
Position 138: 4.304874743983586e-18
Position 198: 4.081801042615965e-18
Position 279: 8.220581089576705e-20
Position 345: 2.6541775006864067e-21
