Gene = vtd
Position 2641: 0.00027531546513805176
Position 2795: 0.0002418601265662145
Position 4076: 0.00024109044811108446
Position 2491: 0.00024086881871812805
Position 4601: 0.00023739602383819025
Position 10559: 0.00023381407089208142
Position 2368: 0.00022686877639092363
Position 4294: 0.0002171334131275485
Position 475: 0.00021696820390937745
Position 4099: 0.00017892231669916446
Position 2949: 0.00017523161044349358
Position 13664: 0.00014171849869047687
Position 10932: 0.00012774250454339312
Position 1238: 0.00011934104956929621
Position 13485: 9.419791970317838e-05
Position 271: 9.072169531810633e-05
Position 1449: 8.268260166328943e-05
Position 614: 8.021571975474405e-05
Position 4084: 7.892953895218857e-05
Position 11175: 7.600756956310758e-05
Position 13670: 7.322002275333565e-05
Position 5088: 6.444996326698716e-05
Position 4431: 5.94955172700356e-05
Position 4298: 5.678259686622028e-05
Position 11428: 5.262836941159386e-05
Position 11563: 5.237841787804698e-05
Position 10778: 5.1785156372664986e-05
Position 3698: 5.104597706304501e-05
Position 10806: 4.5364128765459756e-05
Position 3083: 4.230115756405715e-05
Position 768: 4.037944061082796e-05
Position 3782: 3.983194281746148e-05
Position 11761: 3.73273881795244e-05
Position 140: 3.69046566562034e-05
Position 3691: 3.646945771825826e-05
Position 10302: 3.4205075653327185e-05
Position 830: 2.396387276903793e-05
Position 1114: 2.2771676372970838e-05
Position 4269: 2.1478090786460323e-05
Position 3788: 2.0965538697679424e-05
Position 4264: 1.9032661254845547e-05
Position 1349: 1.8810296723052922e-05
Position 2121: 1.876479019422389e-05
Position 10191: 1.7377845669529653e-05
Position 29: 1.7298484845554394e-05
Position 10763: 1.66945332347683e-05
Position 1175: 1.6570934465213518e-05
Position 5096: 1.4850579468439975e-05
Position 13707: 1.342685804054078e-05
Position 4370: 1.1427926650551003e-05
Position 4119: 1.1214405175943391e-05
Position 4061: 8.109095984465694e-06
Position 10215: 7.427853670525735e-06
Position 4081: 6.723176818806525e-06
Position 4404: 6.619409105468326e-06
Position 391: 4.045072345284689e-06
Position 4023: 3.1373689486118964e-06
Position 242: 3.0597592319755888e-06
Position 442: 3.0049586704421116e-06
Position 207: 2.775729569836774e-06
Position 573: 2.522828651731461e-06
Position 273: 2.3758004720073914e-06
Position 558: 1.8649340786382873e-06
Position 276: 1.8275780481044452e-06
Position 80: 1.230884769795375e-06
Position 333: 9.761782758494999e-07
Position 11421: 8.231902974410454e-07
Position 251: 8.219212177016209e-07
Position 89: 4.3371130770197264e-07
Position 10225: 4.007284313540038e-07
Position 11473: 2.2926444352644956e-07
Position 10127: 1.401530593872943e-07
Position 10519: 4.818950961760639e-08
Position 10446: 4.472979262962111e-08
Position 4091: 4.4063432334557574e-08
Position 938: 3.82881157788404e-08
Position 10426: 3.1359308120911765e-08
Position 403: 1.981818204500024e-08
Position 4138: 1.2669762532478526e-08
Position 3893: 1.0247681567907663e-08
Position 954: 2.827775822276635e-09
Position 841: 2.7411987983709712e-09
Position 10557: 1.429474171055095e-09
Position 10562: 9.974457745639224e-10
Position 10498: 8.503671570519881e-10
Position 885: 4.0121042211573746e-10
Position 854: 6.216721024184111e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10419: 0.9995460822915392
Position 3593: 0.9837583443069355
Position 10102: 0.9833060163708017
Position 9869: 0.9775278431691492
Position 420: 0.9537498248590327
Position 19484: 0.9282422076362515
Position 19727: 0.5017046671859007
Position 20442: 0.3423486901976635
Position 20613: 0.281946975295078
Position 21284: 0.23941142878715121
Position 7635: 0.15818182307014386
Position 20004: 0.08705709616243502
Position 4805: 0.06995343559020017
Position 4227: 0.06886683700764278
Position 20062: 0.06858225131344885
Position 4731: 0.05299319227476019
Position 20043: 0.043186882811842756
Position 11244: 0.03954168665727521
Position 4328: 0.038366174317135224
Position 15712: 0.03640533754393274
Position 12037: 0.03005050451669853
Position 12013: 0.027148662078024688
Position 12794: 0.02659338010670391
Position 436: 0.02584680796398599
Position 11841: 0.017765676668528945
Position 13014: 0.017554223363812505
Position 8335: 0.01704097131324328
Position 4513: 0.014176627234826409
Position 4632: 0.010331655033239554
Position 8269: 0.009336905674605078
Position 4496: 0.007397471893730925
Position 3910: 0.007329162749149217
Position 10876: 0.0073202058377053155
Position 19697: 0.006496401971684144
Position 9917: 0.006386040096911359
Position 11647: 0.00611582372148658
Position 10707: 0.005786511870620025
Position 4708: 0.005755667929178766
Position 9875: 0.005481201772954749
Position 11132: 0.005224870148785386
Position 10697: 0.004977826612293549
Position 12481: 0.004294445632305227
Position 9959: 0.004260884502328583
Position 782: 0.004182738451964124
Position 19980: 0.004174340227748647
Position 3825: 0.003858092515014649
Position 4378: 0.003700127135293984
Position 9843: 0.003615709746777808
Position 292: 0.003444635995543994
Position 3855: 0.003302783074737982
Position 573: 0.003250240494385962
Position 8080: 0.0031220490632742357
Position 520: 0.003118590642522445
Position 5144: 0.0030846120153256557
Position 10996: 0.0030754422864781956
Position 8284: 0.003022356907381241
Position 12657: 0.003002975025870855
Position 10204: 0.0025444127139185447
Position 11917: 0.0025291802689864583
Position 19680: 0.002294449146889687
Position 634: 0.0022617003907074123
Position 4212: 0.00221274487523317
Position 7963: 0.0021075405694866035
Position 10637: 0.0019133551033168618
Position 3791: 0.001893747523169909
Position 6847: 0.0018575593208568168
Position 9664: 0.0016625844643174718
Position 7747: 0.0016553662196976098
Position 11492: 0.00156417367027025
Position 12110: 0.001181426807505735
Position 8338: 0.001121994142823155
Position 6389: 0.0010330613888622662
Position 457: 0.0010082095199433236
Position 4750: 0.000964267709908551
Position 5493: 0.0009599760372645384
Position 1000: 0.0009577715197948159
Position 5553: 0.000814367546853196
Position 4672: 0.0007882978447803012
Position 6679: 0.0007588740154035759
Position 10127: 0.0007309681505044722
Position 3194: 0.0006772092426104876
Position 558: 0.0006622475229965214
Position 496: 0.0006597133065328191
Position 3255: 0.0005906251300755763
Position 499: 0.0005797629489882037
Position 4435: 0.0005180442498846784
Position 5054: 0.0004896092566634947
Position 11431: 0.00048040015409257374
Position 16412: 0.0004792162886073864
Position 12509: 0.0004740296172809255
Position 16346: 0.0004577531780804171
Position 975: 0.00044323143250696436
Position 655: 0.0004176140541206071
Position 1334: 0.00040510231500498473
Position 4457: 0.0004042591293593194
Position 4893: 0.00037737547912171
Position 1558: 0.00037259504734010176
Position 4668: 0.00036930063184707106
Position 18001: 0.00035441680671710715
Position 6961: 0.00034406723398469564
Position 3879: 0.00030103322738063676
Position 2027: 0.00028798333451880514
Position 1359: 0.00028098660787255833
Position 2885: 0.0002787155996948959
Position 454: 0.00022684002461816963
Position 3888: 0.0002225722435972984
Position 5726: 0.00020497515838909533
Position 11286: 0.0001843213254896895
Position 80: 0.00017758936920443284
Position 13918: 0.00017654162454355427
Position 6656: 0.0001743454189649368
Position 2731: 0.00016232393697877327
Position 3093: 0.00015761456177466475
Position 667: 0.00015616131461466953
Position 11323: 0.00014569475008744211
Position 768: 0.0001413379996310958
Position 578: 0.00013783622286210075
Position 2577: 0.00012905543109710527
Position 2150: 0.0001289533061148089
Position 11473: 0.00011557392361125143
Position 2304: 0.00010142945411300407
Position 3082: 0.00010001663764817043
Position 3893: 8.836678367553972e-05
Position 13898: 8.722360743748803e-05
Position 10751: 7.610674227385023e-05
Position 3018: 7.309500514220727e-05
Position 3164: 6.945659690612738e-05
Position 1098: 6.687869753515871e-05
Position 10949: 6.476848060382528e-05
Position 4127: 5.824076362530818e-05
Position 580: 5.482642318477659e-05
Position 270: 5.158164144608394e-05
Position 4447: 4.447651713801058e-05
Position 13380: 3.965828351532613e-05
Position 11274: 3.8064831495500796e-05
Position 2854: 3.7509834172935645e-05
Position 3541: 3.584872034805196e-05
Position 10964: 3.231531351150386e-05
Position 3475: 3.1064660060789594e-05
Position 604: 2.8880389850597955e-05
Position 3756: 2.6334828699222602e-05
Position 4036: 2.619082937829582e-05
Position 10515: 2.5694453723576022e-05
Position 11157: 2.3550499362937716e-05
Position 116: 2.3165700458090194e-05
Position 1191: 2.3041047934320066e-05
Position 614: 2.293169991985022e-05
Position 3788: 2.216581676120368e-05
Position 207: 2.1804109282997724e-05
Position 10911: 2.110713732990673e-05
Position 2916: 2.0549018648469968e-05
Position 3230: 2.0398191030205743e-05
Position 10952: 1.9897178573164542e-05
Position 231: 1.9502548413512035e-05
Position 3438: 1.7490422702199446e-05
Position 12015: 1.6749290017874684e-05
Position 464: 1.6312880967403498e-05
Position 14074: 1.574677701301889e-05
Position 10842: 1.4863284098670995e-05
Position 13446: 1.4816105326064075e-05
Position 1059: 1.4738016157063977e-05
Position 10715: 1.3717078461185053e-05
Position 2059: 1.3202040011460042e-05
Position 10557: 1.2256244968764902e-05
Position 4398: 1.187999080092576e-05
Position 2458: 9.876989621916762e-06
Position 2119: 9.775463748234604e-06
Position 240: 9.526688587561682e-06
Position 10436: 8.076814005342383e-06
Position 4521: 7.846564841842238e-06
Position 120: 7.346849613452731e-06
Position 2335: 6.794277700725614e-06
Position 4954: 6.703054450805673e-06
Position 10487: 6.515480518055769e-06
Position 1211: 6.5037781359256625e-06
Position 3800: 5.22238009119078e-06
Position 2273: 5.12475699712044e-06
Position 247: 4.309211416079148e-06
Position 664: 3.843600541359448e-06
Position 4654: 3.705071664127668e-06
Position 1145: 3.649596491817762e-06
Position 297: 3.4733973448072154e-06
Position 9370: 3.27645758904846e-06
Position 1020: 2.8592118729711694e-06
Position 147: 2.585866837660357e-06
Position 2762: 2.5087989836532545e-06
Position 129: 2.5048915846933485e-06
Position 1238: 2.3552653959701484e-06
Position 2427: 2.2038404570003423e-06
Position 2700: 2.1844121266421263e-06
Position 98: 1.81248631845689e-06
Position 4616: 1.7794348213297851e-06
Position 2794: 1.4241026941792454e-06
Position 4260: 1.3769189666442838e-06
Position 10546: 1.3738144351938905e-06
Position 2948: 1.363816902186644e-06
Position 2367: 1.0672484949416746e-06
Position 10601: 9.001253536631053e-07
Position 2181: 8.989121863503475e-07
Position 312: 8.467153341836845e-07
Position 2608: 8.297794021493374e-07
Position 2389: 6.784816976206252e-07
Position 2213: 5.477398621942371e-07
Position 10651: 4.888104236551748e-07
Position 173: 4.867153995569668e-07
Position 133: 4.722943127617246e-07
Position 3166: 4.576266792032577e-07
Position 2662: 4.3746167810527677e-07
Position 4091: 4.2499377357340893e-07
Position 2640: 2.724458253750549e-07
Position 2816: 2.6584455215998165e-07
Position 2970: 2.6512941736007254e-07
Position 2785: 2.6337771247375265e-07
Position 2081: 2.3154557071741232e-07
Position 2358: 2.2227865777255813e-07
Position 1471: 2.1268865134193009e-07
Position 327: 2.070764470498272e-07
Position 5627: 1.9957740274003896e-07
Position 302: 1.7219147985545333e-07
Position 213: 1.0327697571905688e-07
Position 10519: 1.0128927026917903e-07
Position 2490: 4.8038897229331816e-08
Position 2050: 4.6353259438109705e-08
Position 2512: 4.469567066666411e-08
Position 338: 3.570727377693266e-08
Position 2235: 3.392171297727488e-08
Position 1397: 2.865851004764862e-08
Position 2204: 2.8564203568140142e-08
Position 2631: 2.541768579751969e-08
Position 2481: 2.3600690656819944e-08
Position 2519: 2.0663528238845574e-08
Position 2396: 2.0102995622718552e-08
Position 2669: 1.8185042109092567e-08
Position 469: 1.1251992578929964e-08
Position 2088: 4.797095120780821e-09
Position 552: 3.210213916240908e-09
Position 344: 1.944166343840892e-09
Position 466: 7.677111339691476e-10
Position 1046: 4.279614341467733e-11
Position 1012: 4.028934855138547e-11
Position 1024: 2.3860830456530315e-11
Position 1038: 2.0012254637006196e-11
Position 1108: 1.6596885446201195e-11
Position 10379: 8.998343841656775e-12
