Gene = Mtp
Position 2746: 1.0149750445416547e-05
Position 2575: 9.061099377605386e-06
Position 3300: 8.811714425652595e-06
Position 3494: 7.567741005337047e-06
Position 25: 7.2729774329461095e-06
Position 3610: 5.999502325426698e-06
Position 3720: 5.807645719307976e-06
Position 3690: 4.88702062102381e-06
Position 3723: 3.840883580996477e-06
Position 3514: 3.4043253117758324e-06
Position 1425: 2.76505694613578e-06
Position 3224: 1.9010329768916795e-06
Position 3350: 1.2245725031921996e-06
Position 3278: 9.955706139765577e-07
Position 1338: 6.784574945788048e-07
Position 771: 6.725275446807932e-07
Position 971: 5.88607629851539e-07
Position 769: 5.194758670103662e-07
Position 144: 4.898969589552658e-07
Position 217: 4.857716201127613e-07
Position 230: 3.89814668459169e-07
Position 64: 3.5836475543281476e-07
Position 241: 2.3685224868738953e-07
Position 376: 2.214517886371968e-07
Position 440: 1.5738175451428016e-07
Position 615: 1.3276545165037843e-07
Position 3503: 1.2146993438857034e-07
Position 3518: 1.1014541319032731e-07
Position 2508: 5.50254071139719e-08
Position 296: 5.164217119121453e-08
Position 84: 8.73970399825362e-09
Position 1810: 6.041922574914794e-09
Position 2160: 4.611589208078652e-09
Position 2779: 2.9780894887702906e-09
Position 2671: 2.7503289554161123e-09
Position 257: 3.962764669705617e-10
Position 1989: 1.3258711949853705e-10
Position 1951: 1.0089813111131033e-10
Position 269: 3.16575622181768e-11
Position 3313: 5.665239744291931e-12
Position 1708: 3.748559267757456e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2649: 0.9931605938847583
Position 1659: 0.9810900277542588
Position 3257: 0.9706143129760293
Position 3483: 0.5066873270957704
Position 600: 0.4921604834323463
Position 3514: 0.4861545546096232
Position 263: 0.4348113644492689
Position 2316: 0.10698558540992957
Position 3035: 0.07082991776905086
Position 2357: 0.04919471220057479
Position 296: 0.033557544442727835
Position 538: 0.03074483540481287
Position 1157: 0.025861364235877576
Position 3313: 0.02280810935871483
Position 804: 0.02261875802861574
Position 1282: 0.021330494319271483
Position 838: 0.013318382170922467
Position 2187: 0.012332556195576792
Position 267: 0.010879269313299869
Position 1110: 0.010762213288428815
Position 1380: 0.010167149468067318
Position 1359: 0.008602314299971494
Position 2287: 0.00789002124887557
Position 2958: 0.006577162429348441
Position 1890: 0.006407738528698934
Position 510: 0.005948007024051053
Position 1807: 0.0055522273558418255
Position 2661: 0.005137123581432376
Position 828: 0.005092960268301547
Position 241: 0.005092026081648371
Position 1410: 0.004854438466435972
Position 660: 0.0047340393531292504
Position 460: 0.004362986075157232
Position 3053: 0.004015775453545349
Position 2440: 0.003377195641353554
Position 2168: 0.0030906162858211615
Position 1048: 0.002767288968309994
Position 3627: 0.0025642694071207096
Position 2337: 0.00250879985568465
Position 2134: 0.0022264287414288306
Position 2265: 0.0019090887096880668
Position 3471: 0.001668524066023998
Position 1178: 0.0016615184304503915
Position 2031: 0.0016498911561715049
Position 860: 0.0015841264867535567
Position 1810: 0.0015741529323379303
Position 1302: 0.001560254640343233
Position 100: 0.0013740923496872715
Position 373: 0.0013494102868907992
Position 1063: 0.00125264881525407
Position 1322: 0.0010903756325972124
Position 2457: 0.0010832463386352164
Position 1665: 0.0009721002834774041
Position 2109: 0.0009195154454420279
Position 2775: 0.0008151058427874345
Position 2078: 0.0007534687688615916
Position 456: 0.0007442796833898263
Position 3266: 0.0007367329616681068
Position 687: 0.0006281168764114638
Position 1786: 0.0005551834436569098
Position 3345: 0.0005447324840212311
Position 2002: 0.0005380915547947687
Position 2968: 0.000483950952058983
Position 2684: 0.0004754935689115992
Position 930: 0.00041055407929411624
Position 842: 0.00039183265203264115
Position 2484: 0.0003646655863726987
Position 1305: 0.0003307062385509577
Position 854: 0.0003280008014029309
Position 878: 0.0003150091247809513
Position 2343: 0.00030783486926779137
Position 3318: 0.0002876663224758826
Position 2206: 0.00027023845041804445
Position 1821: 0.0002610554766803792
Position 1299: 0.00024301161638927424
Position 3326: 0.00021978021535478683
Position 329: 0.00020337408974680166
Position 432: 0.00019695192090736136
Position 385: 0.00017921270574715897
Position 1181: 0.0001635785520431197
Position 112: 0.00014936190337179876
Position 1162: 0.00013745049527938611
Position 2675: 0.00013711735178981423
Position 2322: 0.00013124247170366495
Position 693: 0.00011120283177037744
Position 716: 0.00011012250809076627
Position 370: 0.00010447212455459418
Position 2022: 9.426730124208024e-05
Position 3701: 9.251669456880147e-05
Position 1072: 8.005608081633353e-05
Position 3637: 7.336359603899948e-05
Position 95: 5.107526721766782e-05
Position 3405: 4.505722624785578e-05
Position 3768: 4.125766771447828e-05
Position 1677: 4.078580666996876e-05
Position 2007: 3.839553665751484e-05
Position 2888: 2.5301755202343123e-05
Position 1769: 1.9388439132582702e-05
Position 3742: 1.7689264870509155e-05
Position 3377: 1.677858606831835e-05
Position 2713: 1.1915170586101612e-05
Position 2838: 1.1619163866107815e-05
Position 3350: 1.1367280961480896e-05
Position 2981: 8.663280271990112e-06
Position 3188: 8.589487571730572e-06
Position 2893: 7.4285939119873075e-06
Position 84: 7.170048909366714e-06
Position 129: 5.548304867907098e-06
Position 2720: 4.9450734893627785e-06
Position 2898: 4.816130207169118e-06
Position 3649: 4.8089390529543914e-06
Position 3140: 3.983928678831838e-06
Position 3417: 3.5487522488817526e-06
Position 3651: 2.0850981310706166e-06
Position 3661: 1.8827357782719151e-06
Position 3720: 1.6835991951399504e-06
Position 141: 9.163671338069163e-07
Position 414: 4.766771113128903e-07
Position 3709: 3.877202394952258e-07
Position 3209: 3.0402931768461513e-07
Position 217: 2.1790759330504513e-07
Position 144: 2.140986667610031e-07
Position 3703: 1.2650480084444904e-07
Position 400: 8.144737339061765e-08
Position 408: 6.563322601435388e-08
Position 337: 6.4847675602100485e-09
Position 474: 5.816378586169476e-09
Position 195: 4.296383085029483e-12
