Gene = hay
Position 301: 2.6843118401387876e-08
Position 2391: 6.487717721521369e-09
Position 692: 5.568269532057292e-09
Position 210: 7.372630453474583e-10
Position 316: 7.28374412880453e-10
Position 318: 3.1684431279335515e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2296: 0.9902464690388367
Position 182: 0.8509071619182523
Position 2123: 0.3816696045797835
Position 440: 0.3623539799476295
Position 1954: 0.09582441583567625
Position 1687: 0.07739642521688432
Position 1396: 0.037076143146382294
Position 512: 0.01401216143170857
Position 783: 0.01336921849980661
Position 2064: 0.008960970694402336
Position 2614: 0.007658876230766911
Position 2368: 0.005798470504751107
Position 2194: 0.005743493375895201
Position 1023: 0.005634215678499095
Position 1690: 0.005179899848774919
Position 2056: 0.004953467247428916
Position 1825: 0.0036560587106644845
Position 2488: 0.003101176116692556
Position 841: 0.002337674732047417
Position 1349: 0.0022873833421926835
Position 1536: 0.0017077580956116512
Position 2158: 0.0015279707969295627
Position 1469: 0.0014955201510148705
Position 913: 0.0013128356051543618
Position 157: 0.001239008561411379
Position 2321: 0.001201034639269794
Position 448: 0.0011698528374592479
Position 428: 0.0009627085202606367
Position 1555: 0.0008213429673480007
Position 869: 0.0007327877933551814
Position 236: 0.0006978134432571976
Position 1628: 0.0006763464879398946
Position 610: 0.000622062361027153
Position 1729: 0.0005750919216015179
Position 1706: 0.0003957055142599197
Position 2218: 0.00035304184624012724
Position 1045: 0.0003107094250814368
Position 1493: 0.0003009050763460174
Position 1402: 0.00021898614192765534
Position 2327: 0.00020804651317128079
Position 536: 0.0001764094330007433
Position 979: 0.0001462182236577393
Position 1586: 0.00013409755866084153
Position 2398: 0.00012948386800880975
Position 1399: 0.00011607487723678377
Position 498: 0.00010102964533226664
Position 2617: 9.18954261527421e-05
Position 1097: 6.719931550062636e-05
Position 1160: 5.698256396813474e-05
Position 1003: 5.2472197018206743e-05
Position 2542: 4.265156452317404e-05
Position 2575: 3.578906633066706e-05
Position 940: 3.4659187244035254e-05
Position 1133: 3.1718257534533734e-05
Position 1121: 2.963210870421132e-05
Position 700: 2.8760873722255992e-05
Position 919: 2.492345797935952e-05
Position 1063: 2.4659965217039086e-05
Position 2835: 2.1584425003060945e-05
Position 2620: 1.3949652836305717e-05
Position 193: 9.793002400297232e-06
Position 109: 8.290171199362763e-06
Position 2334: 7.278738353304218e-06
Position 2871: 5.2916219633491695e-06
Position 136: 3.6183308917928085e-06
Position 2623: 3.488449759011251e-06
Position 2437: 1.8473702275791094e-06
Position 124: 1.7597361181598724e-06
Position 363: 7.996477306474841e-07
Position 351: 3.728928334176661e-07
Position 355: 3.4317522196557675e-07
Position 286: 3.428889226192946e-07
Position 95: 3.277895307884943e-07
Position 121: 8.58281336782199e-08
Position 142: 4.8778520072527403e-08
Position 583: 1.5209898913714077e-08
Position 376: 1.2099916113631153e-08
Position 466: 8.254451944450232e-09
