Gene = fal
Position 895: 3.1726238964658365e-05
Position 3409: 3.147310395392949e-05
Position 3135: 2.462328254188403e-05
Position 354: 1.828663918853683e-05
Position 164: 1.2279202973680803e-05
Position 320: 1.1188372925170381e-05
Position 92: 9.468611033627789e-06
Position 3: 6.189915081434599e-06
Position 2588: 4.487441322470259e-06
Position 98: 4.386675379498534e-06
Position 119: 3.943215424005746e-06
Position 2598: 3.496352932664999e-06
Position 129: 2.1673052097001923e-06
Position 3098: 2.106638234365933e-06
Position 1222: 1.96866509653319e-06
Position 1045: 1.7072332714815635e-06
Position 2583: 1.6838323082178626e-06
Position 2754: 1.3372285641678054e-06
Position 269: 1.000652608785451e-06
Position 238: 8.506178667915345e-07
Position 212: 7.79041037383893e-07
Position 3284: 7.58557221564179e-07
Position 141: 6.587480996794463e-07
Position 312: 6.540362079542172e-07
Position 3051: 5.76624624383933e-07
Position 315: 3.28874649357965e-07
Position 3906: 3.0915987262678464e-07
Position 550: 3.0415482935727355e-07
Position 218: 2.8875441091223987e-07
Position 2682: 2.2634832770889043e-07
Position 719: 2.224124433195957e-07
Position 799: 1.6973444380973843e-07
Position 2977: 1.2793405484580048e-07
Position 2801: 1.0256850241479881e-07
Position 2923: 7.604257237011124e-08
Position 752: 4.9099524410307825e-08
Position 3829: 4.874401681549031e-08
Position 3811: 4.618756289909419e-08
Position 2832: 3.762878083016321e-08
Position 3402: 7.248494285852856e-09
Position 3145: 3.5408736273082147e-09
Position 2793: 2.555611392983493e-09
Position 2979: 2.264169801169619e-09
Position 2845: 1.233927153064176e-09
Position 3018: 1.1446790620652508e-09
Position 2788: 3.209521613942113e-10
Position 659: 3.121178666227683e-10
Position 2926: 2.1685593715461822e-10
Position 2542: 8.306502485812912e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2712: 0.9986169209057097
Position 2954: 0.9819530176670498
Position 2481: 0.9650557901516701
Position 2048: 0.8297439024595987
Position 3713: 0.7264945549204269
Position 3886: 0.5015549371455555
Position 1583: 0.15180796210697795
Position 1301: 0.14569252267704633
Position 1786: 0.13006962634247554
Position 3543: 0.08898314162592165
Position 1578: 0.08639081356500032
Position 3397: 0.0634904305245491
Position 3540: 0.058478203506213376
Position 1337: 0.05811055153586904
Position 4023: 0.04635129553387128
Position 4140: 0.03138767541980886
Position 599: 0.020183464550619618
Position 868: 0.01959276919728268
Position 1061: 0.017643558483044105
Position 3251: 0.016277602962220222
Position 1671: 0.013998401915564835
Position 3402: 0.013455970863367313
Position 1717: 0.013447512789991688
Position 1395: 0.012548631419420104
Position 1930: 0.012063219928053447
Position 456: 0.011325003232190276
Position 4079: 0.01126273706582391
Position 1538: 0.010216188413349292
Position 776: 0.01019209661310615
Position 2562: 0.008252832796393442
Position 3443: 0.007540882488483904
Position 3522: 0.0069863452330088185
Position 1967: 0.006406147289637803
Position 2499: 0.006023821021815192
Position 3420: 0.005087486847845996
Position 758: 0.004511114133162988
Position 963: 0.004376647538708564
Position 1693: 0.004275959924359704
Position 3497: 0.004185521899207785
Position 1772: 0.0038644465064625075
Position 3685: 0.003632826953521321
Position 1134: 0.003519451341965341
Position 1970: 0.003134505670348399
Position 944: 0.003049576907118061
Position 612: 0.0028255482336687152
Position 1555: 0.002756942096953183
Position 1593: 0.002704998955263793
Position 414: 0.0026241761983471844
Position 2390: 0.0022357283004759377
Position 3957: 0.0019207381887555931
Position 1349: 0.00183572947193793
Position 1665: 0.0018274033743802738
Position 4088: 0.0017349697840958983
Position 4259: 0.0015095358474865772
Position 1246: 0.0014318673629797605
Position 668: 0.0012617793696756722
Position 3550: 0.0011946759827443233
Position 1197: 0.0010296989158771596
Position 3918: 0.0009769971080707553
Position 2137: 0.0009641471085047742
Position 1814: 0.0008642642436172635
Position 2724: 0.0008628650068259301
Position 297: 0.0008276053992612531
Position 1164: 0.0006795578064338212
Position 1128: 0.0005788199393989566
Position 3717: 0.0005586438352467454
Position 2583: 0.0004579050461732379
Position 498: 0.00041736090718476
Position 301: 0.00039121237352189456
Position 4151: 0.00035294838826046524
Position 146: 0.0003273004084062033
Position 4171: 0.00032108974427656094
Position 4214: 0.00031716017568069306
Position 495: 0.0002971845591044131
Position 377: 0.0002122644323013739
Position 2776: 0.00019476346169711704
Position 2164: 0.00019286171383646006
Position 3085: 0.00015739231150848276
Position 2797: 0.0001227195453270459
Position 2000: 0.0001121675018839296
Position 111: 0.00010396073795662222
Position 4261: 9.402694597751194e-05
Position 501: 8.577287559737857e-05
Position 712: 8.565977241453823e-05
Position 127: 6.187771037744807e-05
Position 2357: 5.606951200592284e-05
Position 2731: 5.537489384049177e-05
Position 877: 5.2421995338179714e-05
Position 3011: 5.197461168501292e-05
Position 2996: 5.0843328717470454e-05
Position 1141: 4.410820151440286e-05
Position 3214: 4.2258038334567475e-05
Position 2960: 4.143131965202213e-05
Position 928: 3.716207361995848e-05
Position 365: 3.7068142990138344e-05
Position 209: 3.574088792698351e-05
Position 976: 3.4161652328997176e-05
Position 2536: 3.1416508294392164e-05
Position 3282: 2.7478187451782026e-05
Position 2360: 2.147133807433249e-05
Position 659: 1.8311136514350854e-05
Position 2394: 1.7594055479289746e-05
Position 1170: 1.3708772948785895e-05
Position 394: 1.1233852243949842e-05
Position 992: 9.322812070196227e-06
Position 171: 7.053885951048134e-06
Position 385: 6.694125963161828e-06
Position 389: 3.6737434810186954e-06
Position 2770: 3.294963518895605e-06
Position 2742: 2.846382800967124e-06
Position 3065: 1.0992701848366043e-06
Position 3350: 9.683777226022995e-07
Position 362: 2.6861017938795166e-07
Position 564: 1.9245342405649354e-07
Position 2714: 1.6231872221259956e-07
Position 2911: 5.3423273046052724e-08
Position 309: 1.783258640678473e-08
Position 53: 7.84074587629846e-09
Position 181: 6.8889238832335215e-09
