Gene = Daxx
Position 4606: 0.17797499241508855
Position 6416: 0.09593921996429491
Position 1321: 0.04055079999627013
Position 3629: 0.022054683426692586
Position 3390: 0.01799025969096284
Position 4425: 0.017112073565146216
Position 4648: 0.012061228494292406
Position 5498: 0.0073487357805227015
Position 1711: 0.005923715325177541
Position 476: 0.004687677493398036
Position 857: 0.0043321693259583205
Position 5527: 0.003072266820760209
Position 473: 0.0028779058102748954
Position 1349: 0.0028772436658599547
Position 506: 0.0024564695452425882
Position 1803: 0.0017828679564043802
Position 1034: 0.0016830384510818051
Position 1749: 0.0016730299470538688
Position 5263: 0.001610823372132691
Position 6230: 0.0015542676150390761
Position 1806: 0.0015013125365562936
Position 1112: 0.0013642809467551077
Position 1377: 0.001293787800113234
Position 1149: 0.00086167125265594
Position 1250: 0.0007930084870081582
Position 428: 0.0007811991444194654
Position 1764: 0.0007709920048040185
Position 1752: 0.0007600803537661119
Position 6626: 0.0007166208440214843
Position 6068: 0.0006082803528659821
Position 1578: 0.00045743465200228734
Position 1192: 0.00043754103640364855
Position 1374: 0.00042324476135827187
Position 983: 0.00036642110276154517
Position 736: 0.0002979062965240744
Position 1698: 0.0002879237433789267
Position 3162: 0.00026769263187432135
Position 6539: 0.00026059649998457776
Position 523: 0.00025628167566225506
Position 392: 0.00024405816160822557
Position 1398: 0.00022975946913726967
Position 3123: 0.00020968127062495333
Position 3363: 0.00020699836378334764
Position 1739: 0.00018160702967161821
Position 565: 0.0001813676394465033
Position 3129: 0.00016069463731883176
Position 1551: 0.00014673404690483875
Position 490: 0.00011442890747049554
Position 3681: 0.00011029039166402099
Position 3632: 0.00010317255830238586
Position 683: 9.746414146444552e-05
Position 1219: 8.402088597059847e-05
Position 3788: 6.962144851411778e-05
Position 1878: 6.464261657836495e-05
Position 3926: 5.909566265020279e-05
Position 1174: 5.207790303803582e-05
Position 2985: 4.932855957336921e-05
Position 600: 4.3003776749611837e-05
Position 341: 3.903687308631215e-05
Position 1812: 3.8774407646194556e-05
Position 246: 3.271243908440943e-05
Position 1848: 3.1693607885558496e-05
Position 1275: 3.063827760670223e-05
Position 3711: 2.276288398096477e-05
Position 3345: 2.256103876298965e-05
Position 373: 2.254021673640205e-05
Position 378: 1.874267394815273e-05
Position 2259: 1.689953354663605e-05
Position 3279: 1.3380345881429904e-05
Position 96: 1.1570892663960565e-05
Position 1767: 1.0299567385645758e-05
Position 165: 8.423876764591546e-06
Position 2925: 8.149562006746389e-06
Position 2601: 8.050804674128444e-06
Position 109: 7.900513239891004e-06
Position 2169: 7.4636379576857735e-06
Position 759: 6.754129891264984e-06
Position 538: 6.3147303201673675e-06
Position 532: 6.215159310284365e-06
Position 467: 6.0157855083320755e-06
Position 116: 2.6898215071345692e-06
Position 162: 2.201160682989725e-06
Position 3096: 1.8960879367755682e-06
Position 1648: 1.7433777044370583e-06
Position 1470: 1.5579865663079288e-06
Position 3087: 1.4399202261579436e-06
Position 228: 6.871751434850051e-07
Position 1278: 6.350709964418295e-07
Position 1463: 6.079373258957292e-07
Position 914: 4.3799544054603217e-07
Position 103: 4.0787749141792815e-07
Position 1773: 5.676040233829802e-08
Position 961: 4.2873988569224617e-08
Position 868: 2.1425261535456022e-09
Position 406: 7.240672457332263e-13
