Gene = serp
Position 4222: 0.00033327323252558725
Position 2326: 0.0003271312849496463
Position 2535: 0.0003235975898022298
Position 3380: 0.00032206089355538164
Position 4277: 0.00031440589215043645
Position 490: 0.000303443424556127
Position 5794: 0.00028016973053619055
Position 2838: 0.00026909712450610745
Position 6016: 0.00026126389914966105
Position 3279: 0.0002553374707078629
Position 1244: 0.00023847834995536777
Position 910: 0.00023175584201659292
Position 3004: 0.00022701762191793112
Position 5767: 0.00021571980098036045
Position 5443: 0.0002150596582885991
Position 4069: 0.00020690113614353699
Position 1655: 0.00018857903031206807
Position 4087: 0.00018200078328643903
Position 3244: 0.00018168733358324277
Position 878: 0.00018163359027995447
Position 2695: 0.00016661755372647654
Position 4566: 0.00015342108932676841
Position 254: 0.00012318501338803403
Position 507: 0.00011579395991235594
Position 3837: 0.00011203148745383631
Position 5343: 0.00010564061851550349
Position 782: 0.00010359426705395176
Position 4097: 9.28217769152311e-05
Position 982: 8.173900763378955e-05
Position 5236: 7.91673647446803e-05
Position 2850: 7.630734098181211e-05
Position 1834: 7.302945589134256e-05
Position 366: 6.904732435143813e-05
Position 1395: 6.887324412721247e-05
Position 2608: 5.73641649250778e-05
Position 6991: 5.386883189700057e-05
Position 2316: 5.1500882800846996e-05
Position 698: 5.072731160036969e-05
Position 5791: 4.9585338306989844e-05
Position 540: 4.898582247148097e-05
Position 3789: 4.883309851113147e-05
Position 3607: 4.6999224325238474e-05
Position 4545: 3.927842830898858e-05
Position 3497: 3.7822955188705324e-05
Position 478: 3.363969029611908e-05
Position 7028: 3.1408534764430276e-05
Position 830: 2.6386518188970152e-05
Position 3028: 2.2969161821419996e-05
Position 1506: 2.2174720197356706e-05
Position 733: 1.7505816433782955e-05
Position 3628: 1.7478679433445067e-05
Position 393: 1.655219046006453e-05
Position 3494: 1.4707656067181e-05
Position 1436: 1.4181831720986737e-05
Position 687: 1.4162281254653437e-05
Position 851: 1.35468616365605e-05
Position 332: 1.2770021192022136e-05
Position 3848: 1.1776453092437327e-05
Position 4228: 1.143438062623676e-05
Position 1018: 8.767327512550926e-06
Position 746: 8.65032168642053e-06
Position 749: 8.625270357023377e-06
Position 1966: 8.028779328530103e-06
Position 3691: 7.201689969115207e-06
Position 409: 7.19330563285378e-06
Position 463: 7.116408175582043e-06
Position 2025: 5.759610189882684e-06
Position 2004: 5.451786018182961e-06
Position 2710: 5.4411925909719924e-06
Position 2560: 5.389746388345064e-06
Position 426: 4.081556810961888e-06
Position 2885: 2.777966433818457e-06
Position 1463: 2.2030988196695603e-06
Position 2250: 2.1357040437806447e-06
Position 1358: 1.771840264317561e-06
Position 1369: 1.1721835009741506e-06
Position 2294: 1.0610667742704632e-06
Position 2307: 8.319985809025385e-07
Position 1160: 8.14138140764339e-07
Position 2403: 7.785169063518461e-07
Position 765: 4.881236877636433e-07
Position 776: 3.4958176476319874e-07
Position 3076: 3.4091274941990337e-07
Position 1874: 2.1155195513407622e-07
Position 1850: 1.939999759627122e-07
Position 2106: 1.8010539081864527e-07
Position 2297: 1.767320037135447e-07
Position 403: 7.238471148756447e-08
Position 2073: 6.910418908015669e-08
Position 3484: 6.768719099486249e-08
Position 2284: 6.766164262249388e-08
Position 373: 6.705479341827116e-08
Position 299: 5.4792395777881074e-08
Position 3258: 5.463060289431084e-08
Position 3293: 4.85638274014517e-08
Position 345: 4.8514917911961806e-08
Position 595: 4.514973347607653e-08
Position 2052: 3.638849164442791e-08
Position 232: 3.636495005063696e-08
Position 2614: 2.926612527193073e-08
Position 2058: 2.8895007614748198e-08
Position 600: 2.7993428833867278e-08
Position 72: 2.7021312900221062e-08
Position 103: 2.2871469738808544e-08
Position 91: 2.1935570979360432e-08
Position 2028: 1.7226333469069967e-08
Position 2037: 1.715848712985483e-08
Position 229: 1.5359759077221746e-08
Position 2578: 1.3822312155731297e-08
Position 2563: 1.37963524715023e-08
Position 2172: 3.5897346518782554e-09
Position 107: 2.0887177045821115e-09
Position 2046: 1.1110148913914412e-09
Position 139: 9.916453485034604e-10
Position 111: 7.699289929834369e-10
Position 296: 6.176666682886122e-10
Position 2061: 4.3549039570600544e-10
Position 188: 3.215472472335765e-10
Position 74: 2.910302736920389e-10
Position 414: 2.3936723410032855e-10
Position 334: 2.2828860949783667e-10
Position 160: 1.8907898147811195e-10
Position 384: 8.97546348001924e-11
Position 2169: 7.698781618331902e-11
Position 167: 1.3390649705797971e-11
Position 119: 1.1910530903521604e-11
Position 115: 1.0109304781708136e-11
Position 147: 2.2269472653393062e-17
Position 265: 1.548199528643027e-17
Position 198: 1.2611088205548575e-17
Position 127: 1.1017771034318229e-17
Position 267: 5.2451234449415926e-18
Position 124: 1.3470119721508423e-18
Position 336: 1.0895483989724066e-18
