Gene = Shab
Position 9621: 1.0856628829795877e-06
Position 8985: 9.00984263517203e-07
Position 9552: 8.803768913501053e-07
Position 2891: 1.934329723487662e-07
Position 1139: 1.5855806899482624e-07
Position 8599: 1.4964056344956476e-07
Position 3095: 7.047022354758676e-08
Position 6791: 5.042327021007015e-08
Position 2226: 4.776119625081066e-08
Position 8946: 3.49508497895772e-08
Position 3159: 2.449841703811046e-08
Position 1884: 1.6984097162763124e-08
Position 7467: 1.5334673567130526e-08
Position 5363: 1.4666504851970316e-08
Position 2451: 1.3865331674139234e-08
Position 1727: 1.0374983004419432e-08
Position 2811: 9.850876163074492e-09
Position 3098: 9.277045397862167e-09
Position 1489: 5.614278895836764e-09
Position 6290: 4.499108507655297e-09
Position 2645: 4.363476773294782e-09
Position 3386: 4.073352467169008e-09
Position 429: 3.335036891858938e-09
Position 1023: 2.4564479430902273e-09
Position 5390: 2.3976689243308685e-09
Position 3623: 2.0156071566415623e-09
Position 4157: 1.95036255433903e-09
Position 5007: 1.643142616932429e-09
Position 2656: 1.474528295292415e-09
Position 2054: 1.4484311847520015e-09
Position 552: 1.4162265021369356e-09
Position 1143: 1.288504809208926e-09
Position 4075: 7.469539023274869e-10
Position 854: 6.076403631237858e-10
Position 895: 4.857780643456688e-10
Position 3412: 4.5035023271784794e-10
Position 3928: 3.7269699149707717e-10
Position 3345: 2.2742976753332603e-10
Position 4056: 1.9723523694022174e-10
Position 691: 1.614710195703459e-10
Position 3701: 1.1166882657479033e-10
Position 3328: 1.1093740351801382e-10
Position 1003: 8.256776058319042e-11
Position 989: 5.842412332120739e-11
Position 1957: 4.668811772677887e-11
Position 1648: 4.196167701459229e-11
Position 1920: 4.001114479876366e-11
Position 1196: 3.610864533914283e-11
Position 1935: 3.1700445182059056e-11
Position 449: 2.3709878125776995e-11
Position 347: 2.369544630946744e-11
Position 3682: 2.325779367019532e-11
Position 495: 2.281301391935363e-11
Position 3313: 2.1741299581861627e-11
Position 2383: 2.076954832856146e-11
Position 3521: 2.047704322295207e-11
Position 953: 2.0170845565011065e-11
Position 186: 1.286365629510603e-11
Position 729: 8.927216732030368e-12
Position 527: 7.990609354862041e-12
Position 608: 5.890540401334463e-12
Position 444: 5.616102445525943e-12
Position 661: 5.191137816285084e-12
Position 1047: 4.7145127094002e-12
Position 378: 3.80571416864236e-12
Position 2409: 3.677355222309371e-12
Position 569: 3.3940328965186855e-12
Position 649: 3.3735268339049134e-12
Position 283: 3.17170109716226e-12
Position 2608: 1.7644842583871419e-12
Position 498: 1.7299318551543164e-12
Position 170: 1.4524161903574668e-12
Position 811: 1.30499532728542e-12
Position 779: 1.1915418267518074e-12
Position 1607: 5.527843986546672e-13
Position 574: 5.102309013540602e-14
Position 766: 4.2923702415564753e-14
Position 374: 2.836507318451621e-14
Position 668: 2.632646334477725e-14
Position 786: 2.4783265604065264e-14
Position 384: 3.809882780923386e-15
Position 388: 2.108933987579632e-15
Position 246: 1.6751264031999408e-15
Position 492: 2.0425654055887245e-16
Position 678: 7.863562881414511e-17
Position 308: 5.574209941058374e-17
Position 204: 1.3185403635011007e-18
