Gene = Idh
Position 1312: 3.7983635487143375e-05
Position 1053: 3.0482658754864836e-05
Position 1170: 2.150638800302979e-05
Position 459: 1.6055471253557374e-05
Position 1575: 1.5620523144570208e-05
Position 1410: 1.5512989560254465e-05
Position 1339: 1.0669680616862358e-05
Position 1335: 8.864777031267707e-06
Position 683: 8.393881171148756e-06
Position 1697: 8.374822409379094e-06
Position 1318: 7.0012344396464124e-06
Position 1205: 6.953786717446972e-06
Position 873: 9.726144902987543e-07
Position 317: 1.6979594690736325e-07
Position 118: 5.99241434490691e-08
Position 479: 1.8075013252853134e-08
Position 488: 6.283111847495053e-11
Position 238: 5.989501520374983e-11
Position 463: 2.2602270193487846e-11
Position 495: 1.911273769785795e-11
Position 486: 1.2720597846342132e-11
Position 503: 3.1943982049788195e-12
Position 67: 4.763345375190115e-13
