Gene = CTPsyn
Position 476: 6.947904955933662e-07
Position 2031: 6.797612110343026e-07
Position 1494: 4.5011860177760226e-07
Position 525: 4.1233948659348416e-07
Position 13958: 3.9751335030455487e-07
Position 144: 3.244082517298109e-07
Position 816: 2.6608491045907114e-07
Position 459: 1.224942636976512e-07
Position 844: 9.39580099761988e-08
Position 890: 8.799710766427155e-08
Position 13024: 8.484994251651987e-08
Position 13433: 7.518971078327676e-08
Position 502: 7.486282985845754e-08
Position 13848: 6.724421339472493e-08
Position 818: 5.993291081562317e-08
Position 1095: 5.4048945491357515e-08
Position 12963: 5.218765920224279e-08
Position 13902: 4.352099167396025e-08
Position 13809: 4.302452860218312e-08
Position 1001: 3.870895767147241e-08
Position 14011: 3.4006206026175336e-08
Position 13614: 2.941581631537634e-08
Position 471: 2.0548142178096445e-08
Position 464: 2.0133239581521592e-08
Position 13508: 1.7116950475810194e-08
Position 12934: 1.659998862587978e-08
Position 3407: 1.274997348624262e-08
Position 13428: 1.019753960208139e-08
Position 733: 1.1730515135704193e-09
Position 639: 9.480717856690303e-10
Position 13359: 7.397002028839262e-10
Position 13616: 6.255177413526735e-10
Position 641: 3.846953163592869e-10
Position 1088: 2.0101306337190206e-10
Position 677: 1.657006964953951e-10
Position 13258: 1.643397610535092e-10
Position 607: 2.8814974089894765e-11
Position 735: 6.99317934673521e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13172: 0.9888616088902702
Position 13738: 0.966753852034582
Position 12901: 0.965275441256671
Position 11629: 0.8704312508017332
Position 11423: 0.8690054254213672
Position 309: 0.5724316620249804
Position 12730: 0.2757400024489723
Position 10169: 0.22191110528267124
Position 10881: 0.19378233516860813
Position 10178: 0.13660719568966534
Position 415: 0.07360992489413856
Position 11331: 0.07223932282986881
Position 10701: 0.04950966611391969
Position 351: 0.0331817808038604
Position 13748: 0.03298585694346892
Position 9155: 0.01205350584645603
Position 13201: 0.010021269399804035
Position 13609: 0.009156071987695412
Position 10100: 0.0068495216684453806
Position 14864: 0.005813157627681706
Position 2522: 0.003953303761668597
Position 178: 0.003138673468722694
Position 314: 0.003031707441875017
Position 11175: 0.0028755275136916007
Position 13393: 0.0026865270143844938
Position 2605: 0.002463101657289623
Position 2183: 0.0023704582002568096
Position 471: 0.0023613044149800424
Position 2133: 0.002229487234351174
Position 1043: 0.002163707170871487
Position 13333: 0.0020604471921394927
Position 13313: 0.00205885160215099
Position 14833: 0.0020362771023394602
Position 9453: 0.001907602572943071
Position 13881: 0.0018190006043929154
Position 9379: 0.001636261024156317
Position 71: 0.001545954738948441
Position 2268: 0.0012667739561360392
Position 14567: 0.0010984728823190634
Position 2443: 0.0009252412746104014
Position 1113: 0.0008909140533977992
Position 14184: 0.0007847928658510965
Position 13120: 0.000772285301797535
Position 14166: 0.0007612796395632877
Position 14284: 0.0006550558913248981
Position 572: 0.0006514181523923997
Position 1539: 0.000615541333197252
Position 13645: 0.0005964682153251731
Position 13327: 0.000578575936516664
Position 14481: 0.0005731261558575896
Position 11760: 0.0005414866260909691
Position 13345: 0.0005370500538648458
Position 648: 0.000423210984284028
Position 108: 0.000395906035749399
Position 14812: 0.0003932180042126863
Position 2288: 0.00030444098792015373
Position 1564: 0.0002696547353809119
Position 14297: 0.00022903619856282865
Position 14980: 0.00022342573556848071
Position 435: 0.00019568697626535692
Position 428: 0.00017935997800296296
Position 14317: 0.00015635195366534832
Position 6540: 0.0001388590346467423
Position 12824: 0.00013831635439373892
Position 1423: 0.00012560933865805423
Position 727: 0.00011573686812305001
Position 13141: 0.00011306249685478394
Position 13428: 7.83287554274336e-05
Position 13851: 7.470733962599244e-05
Position 12669: 6.112835958263999e-05
Position 13237: 4.846751524489722e-05
Position 13606: 3.555434283558863e-05
Position 11687: 2.8825957792005503e-05
Position 1209: 2.8228027003711212e-05
Position 13255: 2.45768993129907e-05
Position 13298: 2.3339200939015272e-05
Position 11943: 2.1979837162377053e-05
Position 13439: 2.1084638029602502e-05
Position 790: 2.0396920941752714e-05
Position 11658: 1.6963067630940263e-05
Position 12399: 1.1972619528122608e-05
Position 13132: 1.0967107850986927e-05
Position 11947: 8.484921907693201e-06
Position 1088: 4.2709360335411226e-06
Position 11691: 4.237268041473449e-06
Position 11667: 3.5187739292372373e-06
Position 1283: 1.2566451709002956e-06
Position 772: 1.2089658347470658e-06
Position 550: 1.1167160679586075e-06
Position 273: 1.0385855377312453e-06
Position 1335: 5.979809718744635e-07
Position 1001: 5.731570610025741e-07
Position 85: 3.994892788890767e-07
Position 13437: 1.3420940838371572e-07
Position 485: 8.197397229779486e-08
Position 1547: 2.0922575027124938e-08
Position 733: 1.892628588587457e-08
Position 1141: 9.235581291319639e-09
Position 357: 7.483465658728337e-09
Position 3116: 5.71321469897121e-09
Position 3310: 5.010058201519343e-09
Position 2818: 2.0267005857520694e-09
Position 615: 2.011152490221445e-10
Position 488: 1.8380162006316179e-10
Position 220: 8.277303930673821e-14
Position 245: 9.64208836078445e-15
