Gene = da
Position 229: 2.0479901695330285e-07
Position 355: 1.2928285156130522e-07
Position 220: 1.1862931379453608e-07
Position 285: 1.1253877445921007e-07
Position 934: 1.0942772002717292e-07
Position 841: 8.0961241474927e-08
Position 365: 5.362571590112103e-08
Position 783: 4.178224450312738e-08
Position 643: 4.029719424345153e-08
Position 680: 3.528638615325254e-08
Position 456: 3.243103338730119e-08
Position 288: 3.610868332148219e-09
Position 478: 1.831329937226257e-09
Position 592: 3.2157457036048745e-11
Position 467: 1.3060865734705216e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1943: 0.7576707991260222
Position 4718: 0.2569776777292882
Position 1265: 0.19543705237545453
Position 1707: 0.09947838670864514
Position 4919: 0.09333457505352075
Position 475: 0.01267481753312066
Position 1079: 0.010973224502266293
Position 2566: 0.0077913933216556906
Position 2544: 0.006943450549147787
Position 1907: 0.0062844066735957315
Position 4038: 0.005777502314439716
Position 5061: 0.005695942025942591
Position 1584: 0.0044170399348974956
Position 4964: 0.0028928813480440262
Position 4862: 0.0026275209419396794
Position 2004: 0.002620920642396848
Position 1448: 0.002582576901385742
Position 558: 0.0025547030798929644
Position 4008: 0.002190147426064249
Position 2524: 0.002088570770165086
Position 2212: 0.0018851295504365478
Position 2323: 0.0016601382974973653
Position 1033: 0.001527204592947933
Position 1269: 0.001453684009250308
Position 1113: 0.0013914347967020296
Position 4487: 0.0012750318166951115
Position 1860: 0.001229458650073968
Position 2708: 0.0012190304709432103
Position 2733: 0.0011915887706241003
Position 4412: 0.0011111799597631983
Position 1231: 0.0010727700613256958
Position 1428: 0.0010157296351915653
Position 1744: 0.0009917969175850892
Position 229: 0.0009543538601034667
Position 1528: 0.0009240681427608963
Position 5035: 0.0008853813837398309
Position 732: 0.0008200020692708552
Position 3045: 0.0007102577999523441
Position 1225: 0.0007026148201949902
Position 1911: 0.0005844779309372728
Position 1084: 0.0005713331131424067
Position 1606: 0.0005128818777496767
Position 1609: 0.0004728232201901767
Position 965: 0.00045499362447010686
Position 1853: 0.00040175708722097045
Position 184: 0.00031577004378449414
Position 1887: 0.0003087544233087693
Position 324: 0.00028373837100956233
Position 895: 0.0002713629982422768
Position 1303: 0.0002612898271853832
Position 668: 0.00023362598193406815
Position 1661: 0.00018889856819427568
Position 1801: 0.00012595818556561316
Position 901: 0.0001163674327630773
Position 2096: 4.5442832235232344e-05
Position 1731: 4.3700643018609176e-05
Position 461: 3.103263709381549e-05
Position 942: 2.595449485505544e-05
Position 1379: 2.2678134686922987e-05
Position 704: 2.0855995749471023e-05
Position 387: 1.964524459212213e-05
Position 402: 1.8879462986816772e-05
Position 326: 1.730112434330768e-05
Position 974: 1.0398053785289403e-05
Position 913: 7.118869468122231e-06
Position 930: 4.498241945200814e-06
Position 793: 3.2918152128824754e-06
Position 690: 2.8458965113695167e-06
Position 856: 2.5579024695826355e-06
Position 301: 1.2180737815233799e-06
Position 235: 6.426175692672276e-07
Position 264: 5.189918790786156e-07
Position 157: 4.602185446632645e-07
Position 421: 4.3231599246609196e-07
Position 411: 3.2712324327742324e-07
Position 783: 6.419472579941253e-08
Position 126: 1.4021850412975767e-10
Position 159: 1.3347819264531943e-10
