Gene = RanGAP
Position 4453: 0.20932615883898562
Position 3249: 0.13657674455179777
Position 3417: 0.11767928621748361
Position 3225: 0.08347878784740169
Position 2379: 0.07998199550230488
Position 341: 0.07628559294314531
Position 2158: 0.06244168841920452
Position 2684: 0.0596527095821709
Position 3221: 0.056973031544393204
Position 3002: 0.05388357256511524
Position 1733: 0.05096039034423117
Position 1043: 0.050087280206969564
Position 959: 0.039761313712240454
Position 1471: 0.03427892329471442
Position 4526: 0.027451450077015126
Position 2920: 0.02643687548980871
Position 370: 0.025835397472827475
Position 1229: 0.021591981137541343
Position 2721: 0.017261236307681952
Position 1644: 0.016657301110728474
Position 5330: 0.014776565609805756
Position 1564: 0.014037895332403717
Position 613: 0.012540895065347352
Position 1056: 0.011093198241616933
Position 4423: 0.010162777148964198
Position 3390: 0.010113147430406946
Position 1923: 0.00915947844662283
Position 1291: 0.008650017002234502
Position 3816: 0.007129882877357803
Position 4465: 0.00641340268469438
Position 4417: 0.006314435609883123
Position 2732: 0.0058278683464837
Position 4263: 0.0051812232239712395
Position 4529: 0.005046716242464677
Position 2776: 0.004668630822833611
Position 1124: 0.004358492941902487
Position 3832: 0.0041803595118834235
Position 888: 0.004001215760755713
Position 3120: 0.0031395107466882805
Position 3035: 0.0031283276541161885
Position 2580: 0.0029374050654605286
Position 4523: 0.002930397362614111
Position 5028: 0.002753187724634897
Position 3708: 0.002680596165267426
Position 2012: 0.0026674636359086974
Position 852: 0.0025789148713043016
Position 4328: 0.0024072562088690956
Position 1129: 0.0022260232107090324
Position 1539: 0.0019462633827731185
Position 3972: 0.001912378043774109
Position 901: 0.001759061159564093
Position 5000: 0.0012957120420021516
Position 3897: 0.0012752488698408507
Position 4244: 0.0008426421801374886
Position 1612: 0.0008420308562502066
Position 4773: 0.0006675195399123096
Position 4338: 0.0006502183801690843
Position 3943: 0.000646236029369016
Position 617: 0.0005806850078191762
Position 4748: 0.0005679243214236101
Position 5126: 0.0005127739833182269
Position 773: 0.00033737146064845297
Position 5147: 0.00030259298190342095
Position 1013: 0.0002633124503455282
Position 468: 0.00023915974021717387
Position 4352: 0.00020295763300779904
Position 5060: 0.00017462067335720488
Position 4462: 0.00012372979147374927
Position 779: 0.00011772441039007701
Position 139: 9.570732492124426e-05
Position 4798: 8.673046744813717e-05
Position 1070: 7.494311141504112e-05
Position 5252: 7.119134402390511e-05
Position 1096: 5.460263558831733e-05
Position 4303: 4.707540100434133e-05
Position 114: 3.624251419262441e-05
Position 2561: 3.448661256996945e-05
Position 5177: 2.7935922790159403e-05
Position 817: 2.6620878429500407e-05
Position 795: 2.3213965695889892e-05
Position 187: 1.7130662389687537e-05
Position 4781: 1.4428711441862114e-05
Position 5084: 1.4073168360512362e-05
Position 4803: 1.1029542085694587e-05
Position 5210: 9.509701181393045e-06
Position 416: 7.79261284848729e-06
Position 4881: 4.318594755156112e-06
Position 293: 3.5860575196246656e-06
Position 4833: 2.6796271534849364e-06
Position 4800: 2.4891315158832534e-06
Position 475: 2.4439419948955617e-06
Position 4926: 2.022764875532184e-06
Position 220: 1.7475564561128197e-06
Position 4915: 1.7026325506711602e-06
Position 4852: 1.3727167355994126e-06
Position 680: 9.447776200238394e-07
Position 493: 9.320997114500478e-07
Position 84: 8.10591538660355e-07
Position 821: 4.510289022312194e-07
Position 227: 3.20415561246873e-07
Position 4837: 1.699230120405749e-07
Position 301: 3.1361483760612145e-08
Position 266: 3.007607303158082e-08
Position 217: 4.295191448101659e-09
Position 255: 5.266953547128969e-10
Position 127: 2.2569886835974894e-14
