Gene = nwk
Position 786: 4.23982868302683e-06
Position 1028: 3.4828150517507986e-06
Position 800: 3.339354489499634e-06
Position 1735: 3.325168766282603e-06
Position 4072: 3.2414311561394186e-06
Position 10: 2.9649031815197417e-06
Position 2196: 2.6002421306672805e-06
Position 1806: 2.483403648771841e-06
Position 2115: 2.4415018424413664e-06
Position 215: 2.220882220564998e-06
Position 4021: 2.1533322154276295e-06
Position 3105: 2.121393312321497e-06
Position 3237: 1.6754088593602845e-06
Position 4159: 1.236326349740659e-06
Position 6280: 1.0870272199173003e-06
Position 3969: 1.055094079296457e-06
Position 2875: 9.996102778074192e-07
Position 2827: 5.242463609300595e-07
Position 3990: 4.93076030956296e-07
Position 2804: 4.1892207776274206e-07
Position 3514: 2.8118909014147025e-07
Position 901: 2.731978669822776e-07
Position 4454: 2.583912914570975e-07
Position 2287: 2.3840760403994858e-07
Position 2238: 1.8920176009812573e-07
Position 3264: 1.6590425749398033e-07
Position 3266: 1.505704882490479e-07
Position 2290: 1.260253042679148e-07
Position 2702: 1.1966264322127405e-07
Position 4215: 1.1388896517424615e-07
Position 2795: 7.980893411921372e-08
Position 2328: 6.925109286346955e-08
Position 955: 6.872092954151874e-08
Position 2418: 5.3450314641420854e-08
Position 2537: 5.21002441635374e-08
Position 2612: 2.8712661288010983e-08
Position 1036: 1.997091049561914e-08
Position 2478: 1.2995052826517894e-08
Position 1723: 6.75951688422863e-09
Position 2503: 6.219194085906339e-09
Position 3018: 5.809079750042988e-09
Position 1841: 5.282762491093774e-09
Position 2139: 4.703274576869135e-09
Position 1684: 9.743637234324163e-10
Position 1611: 8.84197370407568e-10
Position 1579: 1.8090992347084383e-10
Position 2337: 1.3150143928784695e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2990: 0.9971137703241615
Position 2045: 0.9885129139906419
Position 3926: 0.9852376957485446
Position 912: 0.9628425141502105
Position 1232: 0.8725668014192215
Position 5666: 0.8512388346859646
Position 3263: 0.5346454183695714
Position 6533: 0.4918057443569616
Position 5877: 0.4402757305842689
Position 5880: 0.4029220589363918
Position 6069: 0.39695962796637635
Position 4685: 0.1422783844829117
Position 5641: 0.13916728369199488
Position 4387: 0.11609784680039198
Position 3228: 0.10815622191337623
Position 5262: 0.09562978896330564
Position 1111: 0.09278078704768061
Position 1563: 0.08956652508843786
Position 721: 0.08232021904291137
Position 5075: 0.06488846595024539
Position 375: 0.062442471621306575
Position 4072: 0.05859750934161929
Position 4523: 0.053876497459367144
Position 4206: 0.04845307770988842
Position 4184: 0.044785091082970276
Position 936: 0.03037707897595088
Position 3290: 0.026835268709479592
Position 6707: 0.023165143612555995
Position 6567: 0.020090239616294785
Position 4808: 0.01799772676450038
Position 4154: 0.017575482048949626
Position 1192: 0.01653290943248979
Position 4712: 0.013872164611555422
Position 1119: 0.012067568699181986
Position 703: 0.011411134628800789
Position 5132: 0.010882856871363058
Position 5266: 0.010232726615619329
Position 6071: 0.010073201145785969
Position 5612: 0.009204262656171502
Position 3233: 0.008136692403805247
Position 784: 0.007932073598973884
Position 3543: 0.007301663346959077
Position 5230: 0.00720045119687199
Position 4919: 0.006997851981956256
Position 4818: 0.006945032378077504
Position 7500: 0.006819125149963254
Position 606: 0.006342960490070427
Position 75: 0.006169994596882917
Position 1404: 0.006077767056394921
Position 6092: 0.005376197073017755
Position 3820: 0.005373990609597286
Position 3777: 0.004850612750684908
Position 4823: 0.00477442113398726
Position 2079: 0.004763166874561006
Position 6876: 0.004722280930935663
Position 4211: 0.004576507518424497
Position 6134: 0.004520046903776771
Position 1566: 0.004475631505602635
Position 4464: 0.004389013750436244
Position 2053: 0.0037987765978947097
Position 1407: 0.003784822160211214
Position 6908: 0.003661668855827285
Position 2798: 0.0034977584796942168
Position 4287: 0.003447730894115154
Position 1160: 0.0029629965180452
Position 4120: 0.0029608154836174108
Position 4985: 0.002912770049794014
Position 2996: 0.0026828610226707797
Position 3287: 0.0026408830045542052
Position 407: 0.0022992708820267606
Position 1841: 0.002044034023239748
Position 7370: 0.002006172546978891
Position 803: 0.0019613759777097495
Position 255: 0.0018269566705592798
Position 954: 0.001818866506091034
Position 3898: 0.0016857929856876736
Position 7170: 0.0016592293602175998
Position 4124: 0.0015478975881623469
Position 749: 0.0014988600309372333
Position 2633: 0.0014287204322059406
Position 1985: 0.0013910406224106242
Position 6654: 0.0013877646684725903
Position 5279: 0.0012309061311338264
Position 7777: 0.0012078666932172554
Position 1806: 0.0011980164624942622
Position 4608: 0.001175223416405276
Position 86: 0.0011652868608784076
Position 358: 0.001144755717663012
Position 6574: 0.0011042123708112947
Position 1643: 0.001085203606347035
Position 6383: 0.0010737148703662258
Position 5897: 0.000865165929562794
Position 5850: 0.0008125093787318812
Position 7750: 0.0007199501310422118
Position 644: 0.0006927576871070188
Position 1803: 0.000644086447130267
Position 3801: 0.0006169246958445222
Position 7771: 0.0005698154792803077
Position 4452: 0.0005634425273101821
Position 1695: 0.000518692031386956
Position 1465: 0.0005133324858126627
Position 3237: 0.0005107578983203203
Position 3585: 0.0004963181542812146
Position 4406: 0.00046328872121287063
Position 1593: 0.00043158533982797913
Position 3717: 0.0004249499007503505
Position 4186: 0.00037877015395751536
Position 211: 0.000361610883190054
Position 384: 0.0003515658063807473
Position 951: 0.00035125528502693025
Position 184: 0.00033377085346809513
Position 428: 0.0003062602221093967
Position 4944: 0.00027728764576320303
Position 3849: 0.0002566565635152797
Position 558: 0.000248437255064807
Position 1494: 0.00023904414527066634
Position 2795: 0.00023880319928922068
Position 809: 0.0002381810545821197
Position 105: 0.00021548698129384637
Position 1095: 0.00019631046370073804
Position 2767: 0.00019295417613456435
Position 1515: 0.0001864878632833522
Position 1875: 0.0001839030414903749
Position 215: 0.00017352460767973229
Position 5437: 0.00016138306695096845
Position 5023: 0.00015856953366506836
Position 5364: 0.00015659352773853696
Position 1320: 0.0001529346820549943
Position 1384: 0.00013981264635154705
Position 391: 0.0001389428331998514
Position 2749: 0.00011631508813889354
Position 1848: 0.00011121462564056549
Position 294: 0.00010843679128246923
Position 1369: 0.00010761549004531381
Position 3782: 0.00010187976185809653
Position 4397: 8.990468635835374e-05
Position 476: 8.969267282194118e-05
Position 4552: 8.892957629888463e-05
Position 774: 8.25700821152172e-05
Position 1266: 8.178755511658629e-05
Position 1306: 8.164708124182223e-05
Position 3032: 7.955600320667499e-05
Position 2084: 7.772434510475307e-05
Position 162: 7.483529883796521e-05
Position 573: 6.865646159924184e-05
Position 3482: 6.734820969817105e-05
Position 2106: 6.55729610150828e-05
Position 1596: 6.514045221422068e-05
Position 156: 6.32422192512033e-05
Position 3508: 6.314932949235335e-05
Position 2265: 5.9573261330819134e-05
Position 764: 5.798805695198271e-05
Position 2271: 5.7616391195282966e-05
Position 520: 5.350714636891433e-05
Position 3479: 5.2959323224402e-05
Position 5690: 5.149580182193365e-05
Position 2172: 4.6472147019075846e-05
Position 1997: 3.847144854590015e-05
Position 3830: 3.722744863100343e-05
Position 5901: 3.7128727381519194e-05
Position 2220: 3.4329593681869646e-05
Position 116: 3.407164205999871e-05
Position 3729: 3.2153834862339026e-05
Position 2711: 3.0388146112435865e-05
Position 2679: 2.650734347841719e-05
Position 5677: 2.3080983861779898e-05
Position 2598: 2.0724131079272104e-05
Position 5921: 1.959153341758923e-05
Position 2193: 1.94383740063017e-05
Position 3038: 1.9036858611495784e-05
Position 2478: 1.7307912233649306e-05
Position 1002: 1.5064549379945853e-05
Position 2881: 1.4996771876494558e-05
Position 517: 1.3661137595345823e-05
Position 1168: 1.1441094625661112e-05
Position 1080: 1.0110417552928462e-05
Position 728: 9.794465112905294e-06
Position 2564: 9.334156060700345e-06
Position 93: 9.036762059365945e-06
Position 822: 8.814854640007089e-06
Position 1125: 7.908253581171756e-06
Position 2112: 7.70537586651638e-06
Position 1275: 7.082035153075769e-06
Position 226: 6.945631553704738e-06
Position 1014: 6.411552944758208e-06
Position 2169: 6.1497878128153025e-06
Position 2094: 6.058124629481781e-06
Position 3638: 5.561006497413777e-06
Position 3398: 5.526257316800514e-06
Position 3931: 5.154165804909845e-06
Position 1440: 4.950287685467146e-06
Position 1134: 4.843701933372344e-06
Position 3936: 4.773956702675443e-06
Position 867: 3.939443851601007e-06
Position 871: 3.888703091976954e-06
Position 2312: 3.7983710590778746e-06
Position 2115: 3.7238403199652966e-06
Position 1183: 3.3999668391805008e-06
Position 3983: 3.137494414898771e-06
Position 2139: 2.0037744324543453e-06
Position 2055: 1.9736993189885447e-06
Position 3134: 1.238960324406682e-06
Position 963: 1.0740363669416493e-06
Position 4129: 3.4345769837966605e-07
Position 167: 4.014256318034857e-08
Position 228: 3.7587020635230014e-08
Position 3095: 1.3101784060460402e-08
Position 1026: 1.1515595147165227e-08
Position 304: 1.1120798600379098e-08
Position 61: 4.321837202158416e-09
Position 310: 2.268854785412585e-09
Position 55: 1.0418461206852792e-09
Position 3098: 7.733773281935303e-10
Position 3356: 9.034063010245132e-11
Position 281: 1.8066620398761083e-12
