Gene = tam
Position 3679: 0.00040323956345988374
Position 952: 0.00039343261689701994
Position 521: 0.0003567113710730472
Position 1773: 0.0003165321834471892
Position 257: 0.000308812219857222
Position 3777: 0.00025812396277613466
Position 1045: 0.00025779747906027966
Position 297: 0.0002447626876354803
Position 1460: 0.00022709049806740066
Position 1415: 0.00022547109341851415
Position 2526: 0.00020509306830466116
Position 3351: 0.00019429978012406584
Position 641: 0.00019227435079657588
Position 1739: 0.00018971021453095666
Position 2889: 0.00018474003839344256
Position 3113: 0.00017440070481709259
Position 2865: 0.00016462285663007494
Position 470: 0.00016285970069681771
Position 1751: 0.00015097821200042851
Position 992: 0.000137237920433945
Position 1671: 0.00013199543609177363
Position 2382: 0.00011896645013451045
Position 2196: 0.00010238660770603082
Position 3758: 9.010244835569548e-05
Position 2234: 8.768621962730189e-05
Position 307: 8.564064587770208e-05
Position 320: 8.133150392341576e-05
Position 2826: 7.111877788061251e-05
Position 2116: 6.136366310260192e-05
Position 2395: 6.025710500048583e-05
Position 3545: 5.7556798742182546e-05
Position 1348: 5.4653996503581685e-05
Position 1517: 5.4066283099474304e-05
Position 2211: 4.564708212965136e-05
Position 2309: 3.605540856598941e-05
Position 579: 3.288310792444116e-05
Position 3145: 2.6781904246149082e-05
Position 2328: 2.441408706081901e-05
Position 3221: 2.1281813170141213e-05
Position 2907: 2.1277499276801705e-05
Position 86: 1.876471404442531e-05
Position 3661: 1.2646022912609602e-05
Position 182: 1.1408463753901175e-05
Position 104: 8.763661141690156e-06
Position 170: 8.53381628597198e-06
Position 591: 8.419772037155351e-06
Position 200: 7.582629964547307e-06
Position 323: 7.177336992732685e-06
Position 3728: 5.99282874918181e-06
Position 1031: 5.780725044171805e-06
Position 79: 3.3024302416168033e-06
Position 444: 3.2868939094655217e-06
Position 2157: 1.8645438190661094e-06
Position 964: 1.4443454896352572e-06
Position 197: 5.477884072429983e-07
Position 620: 4.807211037328005e-07
Position 688: 8.682898482967392e-08
Position 722: 8.610472000280241e-08
Position 479: 3.0110066485490537e-08
Position 581: 2.5964493555253524e-08
Position 145: 2.430071052477013e-08
Position 348: 2.105688342781434e-08
Position 338: 1.3906147747663324e-08
Position 142: 1.2940108051324004e-08
Position 539: 1.230733017272267e-08
Position 530: 1.1599002439216946e-08
Position 617: 1.0904988743522184e-08
