Gene = barr
Position 2976: 9.346919921846894e-06
Position 279: 5.320814522658664e-06
Position 3102: 4.355432311851188e-06
Position 1679: 3.3884975325630814e-06
Position 1327: 2.936154774008144e-06
Position 1051: 2.2779376066606815e-06
Position 2706: 2.0912722862698192e-06
Position 414: 1.499699875077997e-06
Position 3096: 1.3201419954695303e-06
Position 155: 1.0614125974239414e-06
Position 990: 8.115460479399086e-07
Position 3035: 6.519288858029532e-07
Position 373: 5.541112962742387e-07
Position 978: 2.8193954458648213e-08
Position 411: 2.7820062699158743e-08
Position 339: 2.5415767732409407e-08
Position 1112: 2.2952009167336946e-08
Position 2562: 8.13115115501382e-09
Position 2416: 7.55351852954162e-09
Position 2291: 7.470923172654651e-09
Position 2656: 4.134837034372231e-09
Position 2813: 3.830333702279845e-09
Position 2250: 3.4831290577304564e-09
Position 2547: 2.9187613404538903e-09
Position 1705: 2.0755977721677537e-09
Position 1897: 1.5892438816380719e-09
Position 910: 1.3694146437530811e-09
Position 1792: 4.3958728378551216e-10
Position 2029: 3.3392978236949945e-10
Position 1745: 1.6532991780077043e-10
Position 2119: 5.501575076576695e-11
Position 605: 1.946814967683562e-11
Position 2605: 1.6134344560986654e-11
Position 2746: 4.743961404322314e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2640: 0.9973961701641306
Position 1017: 0.8491952061800663
Position 645: 0.4517588414335393
Position 316: 0.41354716728459284
Position 353: 0.23194537709204463
Position 665: 0.1430590718772662
Position 1036: 0.10361433604680281
Position 396: 0.09822584291824038
Position 2290: 0.041342217337453205
Position 289: 0.039712896005078796
Position 678: 0.03754025999207092
Position 2250: 0.0375131604945345
Position 328: 0.027631555545496723
Position 787: 0.024364651075956183
Position 373: 0.021244459677305934
Position 577: 0.016669129761801623
Position 1448: 0.015607899442288424
Position 2267: 0.013717982614413062
Position 2142: 0.012467936165883618
Position 1039: 0.010269118862152144
Position 1931: 0.00987673508298966
Position 1400: 0.007436038335227148
Position 140: 0.007089649801598886
Position 448: 0.006835560532897942
Position 784: 0.004405372896734216
Position 357: 0.003383194297225186
Position 745: 0.0033580593282727523
Position 1320: 0.0021137578620446774
Position 1050: 0.0016382671143436553
Position 2727: 0.0015687147951537392
Position 3102: 0.0013378728024984836
Position 1626: 0.0012516565589895151
Position 1495: 0.000995655729663122
Position 689: 0.0009559804243717732
Position 2670: 0.0008809907625382179
Position 149: 0.0007554304132552061
Position 2093: 0.0007490926129181748
Position 2016: 0.0007439523169265531
Position 2028: 0.0007384449649372131
Position 2866: 0.0006267492934964561
Position 3176: 0.0005364375738943914
Position 3013: 0.0005342776939719592
Position 1102: 0.0005210460560373061
Position 868: 0.0004628473185214198
Position 1986: 0.000461989828190603
Position 542: 0.00039814586724053717
Position 1900: 0.00039342283967208825
Position 1280: 0.0003751941108860724
Position 2003: 0.00026321714193053996
Position 3019: 0.0002617730480016307
Position 529: 0.00023659020495891254
Position 3115: 0.00015566924199752176
Position 459: 0.0001357164132998741
Position 2823: 0.00012025416662582307
Position 1743: 0.00011467631723308989
Position 692: 0.00010843570423745096
Position 422: 9.901864896652401e-05
Position 2778: 9.299469063787931e-05
Position 753: 8.759479166444723e-05
Position 2943: 8.608441630798347e-05
Position 1568: 8.32412851212285e-05
Position 2802: 7.186151311586285e-05
Position 1134: 5.59793894215214e-05
Position 1171: 5.443650617413772e-05
Position 2706: 5.368370726688158e-05
Position 3195: 4.392304075107958e-05
Position 940: 4.307717680337265e-05
Position 235: 3.943494259643729e-05
Position 2820: 3.427619167288886e-05
Position 703: 2.9843141743261685e-05
Position 1179: 2.9250644942923973e-05
Position 465: 2.514420747140072e-05
Position 2784: 2.4048864400552832e-05
Position 3130: 2.3127830052642547e-05
Position 3153: 2.2593553676897636e-05
Position 2679: 1.09088847962951e-05
Position 811: 6.225779753762529e-06
Position 761: 5.70960519371888e-06
Position 2946: 4.875772903614053e-06
Position 2973: 1.7799542898936464e-06
Position 189: 4.4577733218014053e-07
Position 3180: 3.7828988294321267e-07
Position 223: 1.1734364826554798e-07
Position 216: 8.135085589075811e-08
Position 174: 5.858783945315797e-08
Position 160: 4.765118740245986e-08
Position 546: 2.7839182991710524e-11
Position 829: 2.569113440028653e-11
