Gene = Apobr
Position 3537: 0.0023768556267529427
Position 2678: 0.0023742113712274374
Position 1554: 0.0023476053755562333
Position 2680: 0.0020054398847790264
Position 3077: 0.0018516095845321687
Position 2795: 0.0017475626797671022
Position 2834: 0.0015182759903294898
Position 2695: 0.0011387858827035515
Position 3110: 0.0011348590374600526
Position 1990: 0.001122313657041039
Position 1280: 0.0010961229697981376
Position 2675: 0.0010207878471464424
Position 2394: 0.0010089724542169925
Position 2078: 0.0009568908682387552
Position 2098: 0.0009262263616465246
Position 2307: 0.000895790472489492
Position 4035: 0.0008532242036442798
Position 1640: 0.0008260210638496246
Position 1677: 0.000812690391653317
Position 3772: 0.0007863496289087317
Position 2843: 0.0007063315045505616
Position 369: 0.0006988628741010393
Position 329: 0.0006599168354197204
Position 2644: 0.0006498312983716176
Position 1307: 0.0006203910360122066
Position 2856: 0.0005829329581930373
Position 2602: 0.0005192470143871113
Position 795: 0.0005070785837381754
Position 1563: 0.0005045396595912048
Position 2638: 0.0004332393280130828
Position 1598: 0.0003946306713860898
Position 1613: 0.000393669600923341
Position 1935: 0.0003750227702147146
Position 1674: 0.00031106747899464413
Position 674: 0.00030267060937681566
Position 2214: 0.00030213139459511545
Position 698: 0.0002715229239426044
Position 1964: 0.0002295498795112701
Position 1333: 0.00021203118184886366
Position 1076: 0.00020467171758305354
Position 1631: 0.00020014475589269655
Position 326: 0.00018720790454773503
Position 769: 0.00018063200655908096
Position 208: 0.00016268719248058004
Position 444: 0.00013518550607844005
Position 1453: 0.00011475511858182735
Position 2396: 0.00011474660436658346
Position 2561: 0.0001086258282280075
Position 883: 0.00010352024909534557
Position 1052: 0.0001002163222349923
Position 1480: 9.184585717756128e-05
Position 2363: 8.478662961171053e-05
Position 801: 7.193790874489654e-05
Position 1310: 6.884656200177302e-05
Position 2357: 6.010173891277863e-05
Position 775: 5.8757592328776414e-05
Position 1544: 5.034622769479071e-05
Position 2092: 4.8288558482856596e-05
Position 2179: 4.798404067315821e-05
Position 1942: 4.4293103755538806e-05
Position 284: 4.046566539324291e-05
Position 1949: 3.619812508832109e-05
Position 1390: 3.386953650279001e-05
Position 306: 3.3845385963277945e-05
Position 748: 2.6280981680629973e-05
Position 724: 2.5412054202921218e-05
Position 1952: 2.2753958008900993e-05
Position 1357: 1.850747386260833e-05
Position 1427: 1.796095448090074e-05
Position 1759: 1.717830961936837e-05
Position 728: 1.4938191095599199e-05
Position 1330: 1.4843261222324486e-05
Position 1892: 5.060856417624241e-06
Position 108: 4.126767172851068e-06
Position 302: 3.3019083792470313e-06
Position 172: 3.002462459447546e-06
Position 233: 2.4051592948812177e-06
Position 1265: 1.3294278725262472e-06
Position 214: 5.841519871380889e-07
Position 1339: 5.13088516471322e-07
Position 779: 1.9975518529143642e-07
Position 815: 1.735055989978079e-07
Position 741: 1.3194061420504376e-07
Position 820: 1.286481364071078e-07
Position 245: 1.1476278517719334e-07
Position 250: 9.905570729048021e-08
Position 804: 8.082794449245807e-08
Position 237: 6.622405771054828e-08
Position 470: 6.207662272883879e-08
Position 337: 2.02025127066268e-08
Position 392: 7.301388663661927e-09
Position 545: 7.290873811708397e-09
Position 385: 6.924095256559821e-09
Position 485: 5.842147981931387e-09
Position 116: 5.326151294147812e-09
Position 121: 4.557902660446487e-09
Position 488: 1.8341684812479775e-09
Position 476: 1.7951316748373729e-09
Position 139: 1.2658877839338622e-09
Position 492: 6.463703427172487e-10
Position 490: 3.1943645574924636e-10
Position 579: 3.1752025223234017e-10
