Gene = Paics
Position 11390: 0.0003094290973209955
Position 571: 0.00025071333417089995
Position 11431: 0.0002391585281121722
Position 832: 0.00022305200155437138
Position 386: 0.0002145088509363119
Position 781: 0.00020739441602196055
Position 298: 0.00020124018591619744
Position 486: 0.0001897195173948578
Position 639: 0.0001821703956580277
Position 13345: 0.00017437044172729778
Position 8309: 0.00017359689364736345
Position 1614: 0.00012021994199861803
Position 2602: 0.00011970005000750363
Position 11215: 0.00010460261335154613
Position 129: 0.00010235736175506836
Position 1340: 7.823378606373706e-05
Position 174: 7.376249748653462e-05
Position 1567: 6.984262903176241e-05
Position 556: 6.875236774518257e-05
Position 73: 5.0162388886718365e-05
Position 164: 4.846396686719839e-05
Position 293: 3.967145310431464e-05
Position 10755: 2.9020568323406707e-05
Position 108: 2.113640055489925e-05
Position 11274: 1.850734640609552e-05
Position 401: 1.1850699410083406e-05
Position 154: 1.177512225455603e-05
Position 11650: 5.822041711086434e-06
Position 11228: 3.1924437954754915e-06
Position 11182: 3.1024901191364314e-06
Position 444: 2.606447400262839e-06
Position 13620: 2.0235566576142338e-06
Position 10: 7.972038478982881e-07
Position 10231: 2.7641259791033915e-07
Position 441: 1.2919860161777498e-09
Position 453: 1.0221690813547276e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11119: 0.9718915864143718
Position 10085: 0.9529416226317806
Position 3133: 0.8900517538113362
Position 13134: 0.8351888909928795
Position 9881: 0.7608518527128002
Position 8007: 0.6012372726702855
Position 461: 0.5360838341935404
Position 15340: 0.5127554002489566
Position 5463: 0.38650341475588007
Position 5238: 0.3800093255343947
Position 5814: 0.2779131051614805
Position 15033: 0.2391704077168224
Position 14979: 0.22742465917626314
Position 9802: 0.19480609629005544
Position 13465: 0.16377076316500663
Position 15297: 0.14398024165547582
Position 554: 0.14252183298742577
Position 8063: 0.11935462038188702
Position 14939: 0.10545641982760082
Position 11922: 0.10199229521055847
Position 15711: 0.09983471555756888
Position 6333: 0.08799089528733557
Position 5843: 0.08001868639849041
Position 15947: 0.06983479029690541
Position 14831: 0.059131606879732526
Position 12787: 0.05779474561258009
Position 15370: 0.05349363480550514
Position 10116: 0.04003571268932569
Position 15858: 0.03719316389338079
Position 5178: 0.035344337160600224
Position 5820: 0.03504470997466876
Position 11770: 0.03467406255484883
Position 4506: 0.0321810096440495
Position 12231: 0.031059877914304885
Position 499: 0.029576225455400607
Position 614: 0.02663362043692198
Position 15053: 0.0258585466304244
Position 5784: 0.024788990973488273
Position 625: 0.023715864631748174
Position 14778: 0.022103603774782602
Position 15679: 0.019631617230327834
Position 12467: 0.019507259889465143
Position 13516: 0.016374243020891768
Position 8125: 0.015597989056676517
Position 6381: 0.014902513104342593
Position 11328: 0.014714149752584706
Position 211: 0.014262570197770205
Position 5324: 0.01326198932070622
Position 11950: 0.013178942547385792
Position 5241: 0.013113046010474975
Position 15373: 0.013035326647075586
Position 13832: 0.011427294964916405
Position 14880: 0.01134134123577099
Position 189: 0.011225070677036965
Position 13115: 0.011026737136795028
Position 5477: 0.010549703715743614
Position 4034: 0.009880401715877583
Position 9826: 0.009427833476878974
Position 12350: 0.009094320891161092
Position 4074: 0.008939061042433123
Position 15232: 0.008636237281453856
Position 14170: 0.008540083299202623
Position 6250: 0.008450989665227832
Position 6419: 0.008133268098074499
Position 10519: 0.00808089558082985
Position 12838: 0.007801183408123976
Position 6469: 0.007497289465458807
Position 13468: 0.007091313380252982
Position 14715: 0.006626430063634963
Position 13829: 0.006023048828201972
Position 6466: 0.005922026847712368
Position 15969: 0.00499892314619655
Position 5693: 0.004971961648015673
Position 15201: 0.00476429533718682
Position 6625: 0.004360370470497832
Position 639: 0.0038291865332714878
Position 15925: 0.0037158680013205927
Position 6153: 0.0036977439689943716
Position 13256: 0.003696950491593237
Position 6860: 0.003360637943358044
Position 660: 0.0032066241969984145
Position 11435: 0.003084759970067105
Position 10820: 0.002975317927301948
Position 10719: 0.002956373370218628
Position 1512: 0.0028615868398725016
Position 4005: 0.002745146816441528
Position 14416: 0.002701830282244056
Position 15183: 0.0025534032723777468
Position 6267: 0.002330289417827665
Position 11439: 0.0022994563288331192
Position 12929: 0.0022989100880449484
Position 11576: 0.002226389834657014
Position 11007: 0.0020958202335324893
Position 16141: 0.0020532111196740724
Position 11019: 0.0019361964550895822
Position 3462: 0.0019308656745513303
Position 3476: 0.0019267902098554918
Position 5586: 0.0019069914659213592
Position 10771: 0.0018995159331161777
Position 575: 0.0018022886642441074
Position 15527: 0.0017428086773513983
Position 137: 0.0016815091594524054
Position 3353: 0.0016788017920719074
Position 3919: 0.0014704113742294712
Position 14100: 0.0014240850971523943
Position 9753: 0.0013218805562510345
Position 241: 0.0013098511079207183
Position 10118: 0.0013067771877079536
Position 10475: 0.0012664833166968056
Position 4663: 0.001251218867464481
Position 5074: 0.00115930890434846
Position 3051: 0.0011123887371264202
Position 11138: 0.001099854522760103
Position 12402: 0.0010676206240625586
Position 12080: 0.0009337859838286449
Position 16144: 0.0009004149581958673
Position 11938: 0.0008739498631265824
Position 3007: 0.0008570128468776116
Position 6817: 0.0008321625614448509
Position 3370: 0.0008127939141522025
Position 564: 0.0006899379867344136
Position 10992: 0.0006612970530140266
Position 227: 0.0005931403453772454
Position 10292: 0.000544682507892079
Position 11408: 0.0005064029541818005
Position 10156: 0.0004917212716702593
Position 984: 0.00045474810581920056
Position 3470: 0.00038817497367258773
Position 4873: 0.00038009778116174914
Position 10296: 0.0003616900696245865
Position 10340: 0.00035158303842193516
Position 5655: 0.0003486372815040898
Position 5671: 0.00034606240899034485
Position 10311: 0.0003171598459151425
Position 13842: 0.00030818142339248826
Position 3434: 0.0003070733487376362
Position 11308: 0.00024655481831738376
Position 10935: 0.000242790648799464
Position 10660: 0.00021712092741662183
Position 6737: 0.0002132931289748441
Position 6672: 0.00017257905045094647
Position 6650: 0.00016566268069755392
Position 10596: 0.00015860343590001766
Position 92: 0.0001395337287627963
Position 528: 0.00011980779406575168
Position 2511: 0.00011970005000750376
Position 577: 0.00010995106856191189
Position 1388: 0.00010765412862409195
Position 1544: 0.00010436036952807189
Position 1250: 7.823378606373706e-05
Position 11141: 7.343935671929417e-05
Position 11600: 7.341588855023433e-05
Position 11060: 7.102240178644266e-05
Position 10427: 6.711536537331423e-05
Position 964: 6.317566787963605e-05
Position 698: 6.11611981161746e-05
Position 1043: 5.822959266806432e-05
Position 1110: 5.2058126524679536e-05
Position 302: 4.98647306665862e-05
Position 750: 4.7361164561644364e-05
Position 274: 4.419268485736211e-05
Position 5600: 3.852307303320662e-05
Position 11273: 2.925891190873009e-05
Position 11150: 2.910451101521395e-05
Position 10388: 2.6670919941157682e-05
Position 98: 2.5889932820495685e-05
Position 288: 1.823737860071809e-05
Position 13498: 1.820205166735741e-05
Position 11744: 1.6073077551233745e-05
Position 322: 1.4961997098651791e-05
Position 11583: 1.4270457770142251e-05
Position 12144: 1.344492809388155e-05
Position 11530: 1.2541020144913858e-05
Position 11798: 1.2199020501477226e-05
Position 3069: 9.746620674873057e-06
Position 11606: 8.031729252060927e-06
Position 11079: 6.666441339791729e-06
Position 95: 6.296797075747406e-06
Position 11075: 6.246006365290802e-06
Position 11962: 5.083603747432135e-06
Position 116: 3.279496524306646e-06
Position 11411: 2.949482608876928e-06
Position 341: 2.628017238975528e-06
Position 11161: 1.0406509136855997e-06
Position 522: 9.039009640669136e-07
Position 395: 7.954765305687111e-07
Position 147: 6.656457047063371e-07
Position 3289: 5.724235191942421e-07
Position 11192: 5.683393473171044e-07
Position 2978: 5.144100686062631e-07
Position 353: 5.135097572379722e-07
Position 348: 3.947922026922847e-07
Position 680: 2.9363180831145593e-07
Position 583: 2.2562158374194755e-07
Position 728: 1.5626640725956356e-07
Position 3147: 1.2400516804870292e-07
Position 10521: 1.1389723151988552e-07
Position 857: 2.0721366200810572e-08
Position 357: 1.8229669743332545e-08
Position 586: 1.2705089005560092e-08
Position 106: 7.812141133149163e-09
Position 108: 5.007727867036084e-09
Position 735: 1.3260844647968039e-09
