Gene = Pea15a
Position 10034: 0.00011915503334533216
Position 7880: 0.00011412056174520176
Position 9452: 0.00010919570824602643
Position 9398: 0.00010176178905004002
Position 7122: 7.850632780082112e-05
Position 4887: 7.221599017119624e-05
Position 1813: 7.076162033487531e-05
Position 2822: 6.881347777370807e-05
Position 7957: 6.102876833777991e-05
Position 6279: 5.9153478981701376e-05
Position 1799: 5.5975788929612636e-05
Position 2163: 5.264404275679627e-05
Position 8362: 5.043030224507009e-05
Position 8010: 5.042359044588309e-05
Position 3070: 4.8889911207551666e-05
Position 7007: 4.874676994060461e-05
Position 8137: 4.644352349468819e-05
Position 8551: 4.6084493801105604e-05
Position 3025: 4.530388172765527e-05
Position 2840: 4.4369212856018207e-05
Position 8602: 4.130938697414044e-05
Position 3031: 4.100346781906419e-05
Position 8140: 3.5467826952620074e-05
Position 1777: 2.5645738080245846e-05
Position 1693: 2.405212393829985e-05
Position 124: 1.820803595610248e-05
Position 8169: 1.753133135613963e-05
Position 8567: 1.5664885932167225e-05
Position 8379: 1.4954955992620091e-05
Position 6974: 1.2862829116706232e-05
Position 6977: 1.1029989803675392e-05
Position 290: 1.0821651108387506e-05
Position 8015: 1.0697387240063166e-05
Position 1425: 1.0106104264769264e-05
Position 8172: 1.0050924812866526e-05
Position 1140: 9.718663940931663e-06
Position 1089: 8.540764758934883e-06
Position 4342: 7.657761951342175e-06
Position 1003: 7.603415838553751e-06
Position 7992: 7.287049880752912e-06
Position 2373: 7.156136954546287e-06
Position 4015: 6.8395658199317205e-06
Position 430: 6.684462702256678e-06
Position 3761: 6.368374296936002e-06
Position 3999: 6.316970643570124e-06
Position 3895: 6.226180891990942e-06
Position 3810: 6.221580168439288e-06
Position 798: 5.5983127886832215e-06
Position 373: 5.175341862442681e-06
Position 2738: 5.116307593171199e-06
Position 1990: 4.792497498256273e-06
Position 7861: 4.717158351822441e-06
Position 1354: 4.185092038882777e-06
Position 1487: 3.806294936118714e-06
Position 755: 3.7962519236436326e-06
Position 3612: 3.596731847694156e-06
Position 7971: 3.3252015617868813e-06
Position 2457: 3.2852205050442774e-06
Position 3492: 3.023623234620596e-06
Position 782: 2.926731519931077e-06
Position 1115: 2.6757833712066483e-06
Position 496: 2.3538532218287583e-06
Position 770: 2.0710111281044534e-06
Position 337: 1.9475494668527204e-06
Position 7914: 1.893301502721469e-06
Position 2343: 1.3120389900289021e-06
Position 2399: 1.2935914988949914e-06
Position 1147: 1.0642189732210455e-06
Position 301: 8.152692113762825e-07
Position 115: 7.840459194725595e-07
Position 621: 7.193833567776079e-07
Position 555: 6.630807009959814e-07
Position 390: 5.536581364769597e-07
Position 2247: 2.797710832675081e-07
Position 2772: 2.756060431736604e-07
Position 589: 2.630021458142925e-07
Position 492: 2.081778541528542e-07
Position 7096: 8.257305740446244e-08
Position 2377: 3.027540876343425e-08
