Gene = Tyrobp
Position 622: 0.0319869267862223
Position 3617: 0.024095532522965334
Position 2437: 0.01965860958133432
Position 1219: 0.01833576892070561
Position 3603: 0.017668186644908126
Position 715: 0.01628539498308758
Position 2872: 0.015018303572316424
Position 728: 0.012804518741558057
Position 3153: 0.012743506105921114
Position 2129: 0.01255198597560427
Position 2107: 0.011105149491014581
Position 3671: 0.00953735573964708
Position 3335: 0.00860028313473399
Position 1531: 0.0084539646082614
Position 2676: 0.006809713582511627
Position 674: 0.006594457399746165
Position 3456: 0.006331661385285529
Position 530: 0.006158283307124262
Position 749: 0.005321528916683349
Position 2886: 0.005263725626519719
Position 1011: 0.00490928310051555
Position 3392: 0.004529456196601199
Position 2149: 0.004527794483004196
Position 850: 0.004471922182330604
Position 1791: 0.004007507236157176
Position 1214: 0.0037645108200456143
Position 3250: 0.003317266646508805
Position 2700: 0.0030403749819977407
Position 844: 0.0026506864518022703
Position 2116: 0.0022761855463390187
Position 442: 0.002223869861375333
Position 1798: 0.0018105663185988502
Position 1230: 0.0016194767794549586
Position 3782: 0.0015193290799197254
Position 3564: 0.0015020401936006696
Position 632: 0.0014493041389280737
Position 2913: 0.001353106783931507
Position 1362: 0.0012875659941155029
Position 3133: 0.001197065196687393
Position 2930: 0.0011333359584760584
Position 3558: 0.000976575686526733
Position 2730: 0.000802715821744226
Position 2832: 0.0007489565085378681
Position 2457: 0.0007454849007564159
Position 2753: 0.0006013074860909292
Position 2346: 0.0005953614485515028
Position 3703: 0.0005161001371639865
Position 2635: 0.0004948426726250209
Position 1887: 0.00048280755810183143
Position 343: 0.00044928055236297435
Position 3722: 0.0004382986002240374
Position 1596: 0.00029125676153154
Position 1477: 0.00027872965219160104
Position 560: 0.0002485740825127903
Position 2694: 0.00024370086688926742
Position 3605: 0.00023326765491557045
Position 3170: 0.00021928847531337177
Position 1397: 0.00020916690743362718
Position 2155: 0.00020253020098967675
Position 1950: 0.0001971425853253977
Position 1591: 0.0001940968614273431
Position 3181: 0.00018646802046659908
Position 2947: 0.00017618842934529846
Position 1803: 0.0001735897635712813
Position 856: 0.0001603643051550708
Position 3217: 0.00016003394362314478
Position 2584: 0.00015637459861905922
Position 2350: 0.00014323903255732617
Position 1235: 9.588459114339502e-05
Position 1073: 7.625098044276317e-05
Position 1649: 6.256597709983548e-05
Position 1248: 4.5852143144262815e-05
Position 570: 4.2804032586977e-05
Position 1238: 3.1118049983986706e-05
Position 1696: 2.0182510949701078e-05
Position 152: 1.8091160909429336e-05
Position 319: 1.6334109846744646e-05
Position 174: 1.384673488336563e-05
Position 289: 1.2858877793617657e-05
Position 371: 1.2114280794448367e-05
Position 576: 9.134713111993397e-06
Position 263: 8.752206787861039e-06
Position 1061: 4.694793901384042e-06
Position 454: 4.654889435004057e-06
Position 459: 3.9289153121947585e-06
Position 259: 3.5135836744164323e-06
Position 237: 3.149116244975668e-06
Position 1875: 3.090569485781305e-06
Position 312: 3.0186101106838786e-06
Position 2434: 2.161298426593335e-06
Position 366: 2.1549555470810317e-06
Position 488: 1.7314699157071597e-06
Position 265: 1.5062082686385773e-06
Position 195: 1.3821124862240074e-06
Position 212: 1.0194042193468237e-06
Position 295: 8.518696550915726e-07
Position 206: 7.176804048221196e-07
Position 298: 6.494392155981192e-07
Position 185: 6.199643126245064e-07
Position 168: 5.009024124043093e-07
Position 200: 3.254825112563986e-07
Position 189: 2.482266463143028e-07
Position 464: 2.4661323117222216e-07
Position 227: 2.2579071486605292e-07
Position 954: 1.81524549901177e-07
Position 221: 1.7955264566872402e-07
Position 178: 9.941224109152865e-08
Position 239: 9.833910792487367e-08
Position 180: 8.401470714234145e-08
Position 224: 6.923879467388083e-08
Position 578: 4.096769440474689e-08
Position 273: 3.7905796876972673e-08
Position 862: 3.7579568827018886e-08
Position 111: 7.152495322439356e-09
Position 116: 4.228595947945498e-09
Position 182: 3.85516648648253e-09
