Gene = Sgcb
Position 14534: 0.002641286388920635
Position 3798: 0.0025349397435171788
Position 1626: 0.00251744733772775
Position 6230: 0.0021873828727850294
Position 1466: 0.00218616880371328
Position 8930: 0.002088934167244889
Position 460: 0.002032930491338966
Position 1496: 0.0018293619129844045
Position 7705: 0.0018157075806137595
Position 973: 0.0016303125425591064
Position 12485: 0.0015807158885284384
Position 574: 0.0014837174185945675
Position 2067: 0.0012337729098657905
Position 3002: 0.0009626485241528832
Position 2337: 0.0009270298124668915
Position 2665: 0.0009234102105344445
Position 9394: 0.0009117802390336848
Position 2307: 0.0008943521524023212
Position 819: 0.0008829906140020234
Position 1344: 0.0008530408695862593
Position 9572: 0.000831283610749163
Position 2899: 0.0008116015478348014
Position 2941: 0.0007818328601350301
Position 7596: 0.0007589162081275065
Position 1436: 0.0007582269779467815
Position 7299: 0.0007192020255161629
Position 7005: 0.0007097057301184979
Position 159: 0.0006692118390951635
Position 354: 0.0005185815839336177
Position 2698: 0.0004894016295496064
Position 3014: 0.00048244942314207967
Position 1661: 0.000479186891432425
Position 529: 0.00045423690012010617
Position 2324: 0.0004095758355944915
Position 2720: 0.00039906575544603243
Position 737: 0.00031032470616543966
Position 8412: 0.0003036842028930077
Position 345: 0.0002984453030776103
Position 708: 0.00029348138997450885
Position 383: 0.0002933989884218222
Position 3024: 0.0002844365813049637
Position 2957: 0.0002598094153978145
Position 6895: 0.00025815999864463665
Position 8652: 0.00025272422429451966
Position 490: 0.00025045271767542676
Position 2911: 0.00021470307471229463
Position 7130: 0.00021144263995925415
Position 8393: 0.00020093265031943634
Position 631: 0.00019840854111098728
Position 8664: 0.00019273545038039441
Position 3028: 0.00017694894604450195
Position 8880: 0.00016054821483205985
Position 8796: 0.00012740081073209345
Position 713: 0.00012449400243794614
Position 2309: 0.00011529811595041644
Position 749: 0.00011468521139490016
Position 1097: 0.0001114145585251508
Position 526: 7.394138240655666e-05
Position 4737: 6.658526192981471e-05
Position 463: 6.632615765831165e-05
Position 696: 6.325968653955516e-05
Position 8805: 6.260703162903227e-05
Position 8398: 5.009547205430651e-05
Position 3588: 4.341374439835086e-05
Position 8426: 4.210736790454327e-05
Position 8477: 3.426991086495939e-05
Position 9493: 2.8462137298811585e-05
Position 8612: 2.6758634260451103e-05
Position 4639: 1.71543391485823e-05
Position 8899: 1.1575668585700444e-05
Position 4500: 1.1226815840364233e-05
Position 4087: 3.5012661712213416e-06
Position 3477: 3.044047302884808e-06
Position 26: 2.8367061920053324e-06
Position 331: 1.4006677615113833e-06
Position 256: 9.07242746278241e-07
Position 24: 8.433030176656398e-07
Position 1874: 5.471524600479556e-07
Position 675: 4.17955367864832e-07
Position 874: 3.5837767739684076e-07
Position 740: 3.101640728624497e-07
Position 698: 1.9512123574254913e-07
Position 11: 5.9217706579453876e-08
Position 41: 1.0822908363480781e-08
Position 427: 4.6767124977070715e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8275: 0.9953665051072581
Position 3308: 0.9591253426647512
Position 6921: 0.8948500550869369
Position 12091: 0.750364816989309
Position 14868: 0.5776950776711338
Position 10975: 0.3342876835446412
Position 2780: 0.31184870141896764
Position 7821: 0.2238723302196604
Position 11036: 0.14795735561935633
Position 8702: 0.12093393340587073
Position 9214: 0.09649581693034523
Position 6108: 0.07028827947239451
Position 7809: 0.06783560913033292
Position 9066: 0.052537210986833886
Position 9455: 0.05045046834565841
Position 14187: 0.040269038780732846
Position 8795: 0.03901915758419297
Position 12906: 0.029339158176129598
Position 13047: 0.029015835749619436
Position 15000: 0.02729762206263045
Position 1465: 0.020840234572734113
Position 10236: 0.01758178101978999
Position 396: 0.014123514915158198
Position 2198: 0.012415897363915481
Position 12712: 0.01221769077969657
Position 1411: 0.011969597353360575
Position 1451: 0.011754990871317733
Position 13234: 0.010488022778943057
Position 4822: 0.009908805516305583
Position 9250: 0.009885227656590174
Position 7585: 0.009256538312915067
Position 9322: 0.008234621092146706
Position 3312: 0.007953321556093832
Position 12590: 0.007494743251967309
Position 10183: 0.007251055334302072
Position 9277: 0.007105075589455004
Position 12928: 0.007036960808871956
Position 12451: 0.006848952567722473
Position 10999: 0.006253190838069135
Position 11837: 0.005986270807257809
Position 9288: 0.005942914852480068
Position 3862: 0.005766023421614318
Position 1986: 0.0057623710392201224
Position 6136: 0.005649307315060669
Position 8705: 0.005378829188599151
Position 6414: 0.005334035228120404
Position 1399: 0.004931587028299078
Position 4182: 0.004828009639344933
Position 2280: 0.004748851027469057
Position 10539: 0.00463569340589132
Position 1944: 0.004197871874113687
Position 10463: 0.0039172448652411256
Position 1342: 0.003812368943738916
Position 12816: 0.0030558264878965697
Position 13663: 0.003046842532714711
Position 7378: 0.0029182767689836125
Position 6763: 0.002906075818983414
Position 7727: 0.0028769012549706343
Position 2541: 0.0027014288534322854
Position 7327: 0.002675956153175129
Position 9279: 0.0025847822407609206
Position 245: 0.0025185697280850983
Position 3660: 0.0023673928830261937
Position 9808: 0.002259484798424484
Position 7871: 0.00220906162345504
Position 2148: 0.0020427704897260663
Position 8577: 0.0020101769218136482
Position 7704: 0.0018668634126205422
Position 1197: 0.0017551466841951365
Position 7314: 0.0016552736778335886
Position 8246: 0.0016402772105752453
Position 301: 0.0015570681255507352
Position 7782: 0.001534292008592159
Position 12353: 0.0015330715179645198
Position 1168: 0.0015067457948906417
Position 319: 0.0014617858373181685
Position 9492: 0.0013444749484466051
Position 8921: 0.0013304106891993107
Position 1509: 0.0013170415584609798
Position 263: 0.0012941906996722808
Position 841: 0.0012595276454777646
Position 6070: 0.0012543766437889793
Position 6372: 0.0012301225627298327
Position 8929: 0.001215941452114226
Position 12558: 0.0011739715919101713
Position 9011: 0.001151172428384797
Position 7546: 0.001091430113173093
Position 1162: 0.0010614364312484697
Position 400: 0.0010540971960317101
Position 10068: 0.001045766555529373
Position 7901: 0.0009875161103018362
Position 12310: 0.0009687812048258499
Position 8283: 0.000921239668115655
Position 1364: 0.0009209312774192467
Position 12485: 0.0009100349857972478
Position 10283: 0.0008924881956007895
Position 10400: 0.0008708968169670974
Position 10286: 0.0007816366013457096
Position 1075: 0.0007410523581127368
Position 7178: 0.0007207304982226363
Position 969: 0.0006387646638555143
Position 8941: 0.0006191701358733494
Position 10383: 0.0005593156844998697
Position 8817: 0.000505102597404919
Position 8968: 0.000454367604632474
Position 1089: 0.0004350857462071606
Position 2297: 0.0004179330828198717
Position 7292: 0.0004062716591045021
Position 10718: 0.00037539213172122393
Position 3881: 0.0003485323595318523
Position 5965: 0.0003485207907268019
Position 8295: 0.0003061581013501327
Position 2252: 0.00030452938705255586
Position 4696: 0.00027529554094612595
Position 1143: 0.00025791351347246455
Position 2341: 0.00023156267378356599
Position 427: 0.00022637430008571474
Position 3350: 0.00019425558363584514
Position 2789: 0.00018779404838107378
Position 8312: 0.00017339917165004018
Position 2866: 0.00016969028020536383
Position 345: 0.00016814010390135405
Position 664: 0.00016713197725109406
Position 3624: 0.00016636061781276376
Position 3437: 0.00016462276886216286
Position 8884: 0.00015982007665323305
Position 8747: 0.00012557351784496648
Position 9169: 0.00012230331040214603
Position 3327: 0.00012119471584653644
Position 819: 0.00011722483285165911
Position 179: 0.00010546392586624351
Position 321: 0.00010463231866001173
Position 232: 0.00010328800134231449
Position 8094: 8.642634459080966e-05
Position 280: 6.620442414825363e-05
Position 268: 6.175685874729767e-05
Position 8710: 5.413270269685613e-05
Position 8477: 4.971136694633298e-05
Position 9185: 4.194936599635667e-05
Position 4529: 2.620151422387364e-05
Position 4669: 2.1077304560849734e-05
Position 1425: 2.0736001278994525e-05
Position 933: 1.986812099134276e-05
Position 3273: 1.4592593073908135e-05
Position 8508: 1.1297431014455501e-05
Position 4562: 9.785308975203226e-06
Position 8725: 7.534579213569445e-06
Position 4380: 5.793933030155114e-06
Position 4639: 4.346534216170772e-06
Position 323: 2.5883882708845786e-06
Position 3973: 2.406386546356297e-06
Position 8536: 2.383119924296236e-06
Position 328: 2.241455855728644e-06
Position 4413: 2.1993343553419155e-06
Position 1214: 2.15695893001156e-06
Position 4552: 1.6119623259049103e-06
Position 3757: 1.541452924979802e-06
Position 1199: 1.5345606911027526e-06
Position 225: 1.2737923796201903e-06
Position 1472: 8.340565018290927e-07
Position 440: 7.596692995079125e-07
Position 1030: 7.263714207002993e-07
Position 3276: 6.835821373617828e-07
Position 781: 4.955175216443767e-07
Position 369: 4.3691314265485856e-07
Position 8559: 4.0456880160543e-07
Position 8739: 3.7036319651407106e-07
Position 3094: 3.593391115732246e-07
Position 1689: 2.660137078016091e-07
Position 253: 2.622970596659641e-07
Position 1568: 2.2540237518550573e-07
Position 985: 1.9531737151225545e-07
Position 3183: 9.722176934615542e-08
Position 3119: 9.673683262934966e-08
Position 3160: 8.953130726151013e-08
Position 497: 5.9446590205434135e-08
Position 640: 5.303502441029377e-08
Position 8630: 2.250649612555494e-08
Position 455: 8.482572175428295e-09
Position 221: 7.684006163652759e-09
