Gene = Mtif3
Position 183: 1.7662356690953274e-05
Position 2102: 1.653472179553292e-05
Position 136: 1.4612639719340514e-05
Position 1505: 1.4195441636488253e-05
Position 134: 1.34724269211737e-05
Position 2280: 1.2809578610521504e-05
Position 1466: 1.1028797331447482e-05
Position 188: 8.872028022049883e-06
Position 792: 5.285076416809775e-06
Position 226: 3.836029626391561e-06
Position 98: 2.2868380063555775e-06
Position 2080: 9.98259163912274e-07
Position 2841: 6.449155155328267e-07
Position 1481: 5.827433831214448e-07
Position 294: 4.99176321674125e-07
Position 1641: 4.3119531961910036e-07
Position 2142: 3.181281743311589e-07
Position 178: 2.591813665455987e-07
Position 2106: 2.484836120830237e-07
Position 1462: 2.3311302270118288e-07
Position 1712: 2.2335366961508737e-07
Position 1600: 1.8420838287149514e-07
Position 230: 1.0173365486160109e-07
Position 1567: 7.34362378476705e-08
Position 1752: 7.248892601350261e-08
Position 196: 2.3505762248310004e-08
Position 357: 3.528277204007359e-10
Position 78: 3.703016910595887e-14
