Gene = Emcn
Position 2084: 0.00011201736100772032
Position 618: 9.858944541944711e-05
Position 1325: 9.318703823103826e-05
Position 1900: 9.19979833400999e-05
Position 1941: 8.765533790159886e-05
Position 1113: 8.68700319776777e-05
Position 1442: 7.182413674607255e-05
Position 950: 5.28876605887201e-05
Position 1808: 5.058041664003555e-05
Position 1823: 4.3701371310807114e-05
Position 1606: 3.783547580464165e-05
Position 401: 2.3740624368294737e-05
Position 278: 1.7484934808456308e-05
Position 1472: 1.4411596166541822e-05
Position 301: 9.803143495035562e-06
Position 531: 5.793584687862928e-06
Position 361: 5.615440594308807e-06
Position 533: 3.886744005916016e-06
Position 304: 3.5690978520811878e-06
Position 246: 1.7871798016967614e-06
Position 371: 1.396143061329852e-06
Position 621: 1.2740399740660401e-06
Position 155: 1.0679048775076332e-06
Position 1498: 1.0125627655369272e-06
Position 308: 9.142443998107555e-07
Position 320: 8.100954708300293e-07
Position 391: 6.361682442125352e-07
Position 285: 5.362331427349752e-07
Position 971: 4.677984714624809e-07
Position 1009: 3.558785452865141e-07
Position 1081: 3.2241683663102235e-07
Position 539: 2.68424529055106e-07
Position 661: 2.1073091593253496e-07
Position 1084: 1.5816064049374593e-07
Position 324: 1.3993071328363513e-07
Position 143: 1.1651829292540602e-07
Position 280: 6.314253457250735e-08
Position 653: 5.2076229917072434e-08
Position 763: 4.673985598507297e-08
Position 159: 3.9395592084515015e-08
Position 213: 1.6039978882119973e-08
Position 293: 6.50031201648929e-09
Position 295: 6.232766703579421e-09
Position 317: 4.941726119073355e-09
Position 821: 3.4894451594128103e-09
Position 206: 2.402905542947493e-09
Position 169: 1.3336598128748181e-09
Position 322: 1.2466923485991263e-09
Position 219: 1.8637607579659183e-10
