Gene = Jchain
Position 6390: 0.0002471695923352699
Position 1722: 0.0002287689132205286
Position 3435: 0.00022521183125903682
Position 2637: 0.0002071696135710357
Position 771: 0.00020313737004102372
Position 2547: 0.00017579204407294899
Position 909: 0.00015733980146473507
Position 1144: 0.00012965322192281815
Position 1234: 0.00010836829647368683
Position 2124: 9.773033266372167e-05
Position 3299: 8.526480626135238e-05
Position 3173: 8.406596488133929e-05
Position 263: 8.051631575449719e-05
Position 3080: 7.404285708771267e-05
Position 2836: 7.294120339424405e-05
Position 659: 6.676638150880148e-05
Position 1254: 5.998994559220031e-05
Position 295: 5.732666636198287e-05
Position 865: 5.5584380007414616e-05
Position 970: 5.274539915526861e-05
Position 1355: 5.216609767661131e-05
Position 400: 4.106243203917706e-05
Position 2058: 3.631908556579615e-05
Position 782: 3.2554620394762656e-05
Position 481: 3.1374572793400826e-05
Position 1245: 2.860799755762103e-05
Position 1133: 2.527736596385623e-05
Position 1529: 2.4505408661358137e-05
Position 1336: 2.295206932492685e-05
Position 1375: 2.1485437246230188e-05
Position 870: 2.1094361491832807e-05
Position 1249: 2.0460014755701822e-05
Position 1050: 1.676990655511545e-05
Position 948: 1.4106394174851534e-05
Position 1624: 1.230099185540015e-05
Position 1833: 1.0724139618501725e-05
Position 1453: 8.651495272870237e-06
Position 1594: 7.91438466084225e-06
Position 1405: 7.770443807090697e-06
Position 797: 7.05798553152034e-06
Position 913: 5.727231853374774e-06
Position 435: 5.161840372475933e-06
Position 1029: 5.045067663536623e-06
Position 1016: 1.977426230393335e-06
Position 90: 1.307699076459873e-06
Position 579: 6.891900207769578e-07
Position 1615: 6.448425532923199e-07
Position 1481: 6.303585445808363e-07
Position 732: 5.936584950490115e-07
Position 299: 5.513338500091442e-07
Position 1591: 5.465531465275239e-07
Position 1522: 4.2443056919481254e-07
Position 516: 3.8683200994867993e-07
Position 519: 2.921598895208577e-07
Position 612: 1.23941851982212e-07
Position 688: 7.571799197138592e-08
Position 2098: 7.517973278907215e-08
Position 736: 5.19012674641096e-08
Position 101: 3.369103174273816e-08
Position 1990: 2.0690048662111077e-08
Position 228: 1.7084878241993443e-08
Position 618: 3.600236117242827e-10
Position 271: 2.758923281976637e-10
Position 493: 2.343698143514691e-10
