Gene = Prol1
Position 438: 1.4299815373397988e-06
Position 136: 2.1978808392376e-07
Position 7: 1.1578123607367464e-07
Position 94: 8.357436383648793e-08
Position 60: 1.9602751637389332e-08
Position 166: 6.14902690410469e-09
Position 207: 7.713051963083e-10
Position 187: 4.5733595888326377e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10494: 0.9239089496044398
Position 1232: 0.5922599053490483
Position 6665: 0.34446382983065843
Position 1483: 0.25061375323643614
Position 1180: 0.17084973029251144
Position 1391: 0.1537404436230621
Position 6590: 0.07724636232150604
Position 4805: 0.06302118852402068
Position 1412: 0.05215236253256367
Position 2012: 0.0472741855804654
Position 5953: 0.0374328131083753
Position 9770: 0.029872170363116114
Position 6525: 0.025674171927476796
Position 1446: 0.01954013446131438
Position 11412: 0.016354133297317882
Position 6363: 0.013489515748805792
Position 4603: 0.012245960792246411
Position 1394: 0.011444427291266695
Position 10718: 0.010931367459620533
Position 1149: 0.00933601047406944
Position 6158: 0.009262715127161283
Position 1011: 0.008723338183354036
Position 5473: 0.00750111573964702
Position 1116: 0.006406144075956455
Position 10722: 0.005103825184861705
Position 3877: 0.0047082095015098325
Position 216: 0.004339648581740009
Position 1235: 0.0037308944757062615
Position 1162: 0.0035569834831384313
Position 5535: 0.003439587284815206
Position 2422: 0.003317778182829084
Position 8830: 0.002869474844540235
Position 4825: 0.0026087486983945867
Position 6845: 0.002383985773355638
Position 9598: 0.002370532695237489
Position 4851: 0.002363325544449949
Position 4309: 0.002202046382554245
Position 609: 0.001999203164463919
Position 10762: 0.0019859804331418636
Position 1894: 0.0018147070748842059
Position 891: 0.0016586540891578524
Position 666: 0.0016386783780440418
Position 7787: 0.0015323327914002773
Position 2485: 0.0013705298509626292
Position 835: 0.0013690909941317401
Position 4685: 0.0013282765422722347
Position 1424: 0.0012708799856130841
Position 174: 0.0011504734349130532
Position 640: 0.0011116253359060822
Position 8326: 0.001109763339896071
Position 6880: 0.0011022432025274932
Position 8288: 0.0010721260515889695
Position 155: 0.0009882369283722486
Position 6439: 0.0008913944257210475
Position 2775: 0.0006709574835809635
Position 1035: 0.0005995780105157211
Position 5386: 0.0005097355563493956
Position 5053: 0.00048057650901563956
Position 2857: 0.0004694777085524419
Position 1397: 0.00046311799101430255
Position 849: 0.00041510692278059444
Position 589: 0.0004018590188527325
Position 917: 0.0004000199046401099
Position 3185: 0.0003824532078340675
Position 3252: 0.00037380102201932646
Position 5094: 0.0003483058610388508
Position 231: 0.0003344750509761155
Position 3063: 0.0003304807800115848
Position 740: 0.0002744452891932561
Position 869: 0.00025227307142147807
Position 4977: 0.00024899354423060473
Position 1143: 0.00024060675708252767
Position 4044: 0.00024018228731560514
Position 1095: 0.00021095711207985243
Position 4109: 0.0002017728729099173
Position 4064: 0.00019464251165098408
Position 743: 0.0001778748011801096
Position 2150: 0.00015805964955732505
Position 6704: 0.00014891357687488873
Position 1611: 0.00014016383382580325
Position 860: 0.0001255367818943662
Position 345: 0.00011704041046711697
Position 223: 0.00011161349430398699
Position 932: 9.591134499070495e-05
Position 331: 9.226132375828144e-05
Position 3484: 8.238767737609709e-05
Position 898: 7.038628328066752e-05
Position 1738: 6.943337127197807e-05
Position 971: 6.617476628638846e-05
Position 5347: 6.168980381471147e-05
Position 939: 6.019595036649513e-05
Position 5124: 6.0011320571187094e-05
Position 1245: 5.855402049533907e-05
Position 3399: 4.947803008144263e-05
Position 710: 4.661428316210233e-05
Position 2099: 4.077797065013176e-05
Position 529: 3.605334124499171e-05
Position 992: 3.3912437616235455e-05
Position 422: 3.201889685189622e-05
Position 180: 3.075511868688803e-05
Position 4264: 2.991573987213541e-05
Position 1695: 2.8097744663748744e-05
Position 129: 2.11550657472158e-05
Position 2956: 2.098231059548794e-05
Position 3787: 2.077389402946176e-05
Position 3718: 2.0216151472084002e-05
Position 876: 2.011632840560662e-05
Position 507: 1.9432432764274933e-05
Position 3402: 1.8326560761656386e-05
Position 1061: 1.8185338057144703e-05
Position 901: 1.8091500121842082e-05
Position 968: 1.792530699576426e-05
Position 3288: 1.730908902416383e-05
Position 966: 1.7056352208119465e-05
Position 447: 1.322224344777988e-05
Position 2299: 1.2629763620750265e-05
Position 2577: 1.2090039951989744e-05
Position 260: 1.1648517541750833e-05
Position 2375: 1.1451491023523834e-05
Position 2427: 1.0230657708183611e-05
Position 1836: 9.83224258876589e-06
Position 1793: 8.999348473494572e-06
Position 1016: 8.714745727088614e-06
Position 693: 7.0680029103841105e-06
Position 1807: 6.2784389678623756e-06
Position 1918: 3.177125927617132e-06
Position 570: 2.495193601391445e-06
Position 1357: 2.135281402100686e-06
Position 277: 1.656225631430177e-06
Position 1950: 8.436889808302743e-07
Position 2063: 5.219087139000879e-07
Position 238: 2.7576622970328825e-07
Position 462: 1.673632938600165e-08
Position 266: 4.831261097806746e-09
Position 1496: 4.491207212154543e-09
Position 253: 3.701814911685278e-09
Position 1491: 2.3928387022819425e-09
Position 1306: 1.8170035799623505e-09
Position 1315: 1.0323072780925716e-09
Position 357: 2.3472804155440253e-10
Position 240: 7.094318037244938e-11
Position 264: 6.145068349653913e-11
Position 112: 1.0824968808004005e-11
