Gene = Tfpt
Position 1569: 0.000979115878713853
Position 5624: 0.0009328629184740119
Position 564: 0.0008669032516730878
Position 1782: 0.0008165427119906449
Position 5994: 0.0005415219146223971
Position 3889: 0.000437739207415493
Position 633: 0.0004370919366306183
Position 872: 0.00040665831037303344
Position 9462: 0.0003784969332412092
Position 462: 0.00031322141495391945
Position 5248: 0.0003130143997341865
Position 532: 0.00026590226905726664
Position 5296: 0.0001346620949735701
Position 337: 0.00013013078253582954
Position 989: 9.881806085812537e-05
Position 867: 9.827300722317005e-05
Position 544: 9.24804819981963e-05
Position 422: 7.610530492248114e-05
Position 614: 6.486048120433628e-05
Position 1213: 6.017526850307344e-05
Position 1489: 5.8451805868694916e-05
Position 682: 5.423226894268842e-05
Position 444: 5.3534686088175983e-05
Position 352: 5.123857042575994e-05
Position 231: 3.4498831616709626e-05
Position 932: 3.2112172320473646e-05
Position 387: 2.0631128517227628e-05
Position 229: 1.9139158050912186e-05
Position 1507: 1.9025664674282466e-05
Position 221: 1.8152373604466417e-05
Position 530: 1.7745105170677103e-05
Position 579: 1.0356212175127191e-05
Position 293: 1.0058512547200606e-05
Position 12: 8.831861694070428e-06
Position 417: 5.340533348405323e-06
Position 81: 5.123332347022959e-06
Position 498: 3.258620020328525e-07
Position 30: 2.717770785697556e-07
Position 668: 1.9989309078126053e-07
Position 684: 1.7446585529806338e-07
Position 5: 8.577064812408619e-08
Position 37: 2.8776902844599867e-08
Position 43: 1.1933044384770641e-08
Position 256: 6.851240541616029e-09
Position 390: 2.873502640568801e-09
Position 315: 1.9574621826227033e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5214: 0.9967580888108312
Position 9409: 0.9289837023951344
Position 8751: 0.7378442018779461
Position 797: 0.49499590332516463
Position 940: 0.33056855275608077
Position 9216: 0.1893129107898592
Position 8989: 0.187287211042931
Position 1648: 0.18190700817257652
Position 5880: 0.17915711091884484
Position 8900: 0.1641135479841346
Position 5865: 0.1373968767059411
Position 8937: 0.11527082029219199
Position 5390: 0.1078464532824263
Position 5848: 0.10338606593304357
Position 8712: 0.06114477941270348
Position 5665: 0.05667667672770919
Position 886: 0.051321196930136724
Position 1568: 0.049464501452039226
Position 1744: 0.045854891504025844
Position 2894: 0.04403162766847776
Position 2987: 0.03706383343448068
Position 3613: 0.029373208850834637
Position 5796: 0.024615937404461607
Position 7774: 0.023217296915995552
Position 5741: 0.022940524804523733
Position 7862: 0.01328911271353992
Position 1467: 0.010936627183284702
Position 7090: 0.010539341770719074
Position 5520: 0.009941468728484927
Position 6118: 0.009171141052137512
Position 9006: 0.008653931160535061
Position 6962: 0.006752592976897317
Position 3122: 0.006635937539981155
Position 1403: 0.006585609800255934
Position 3384: 0.006389014409932777
Position 8592: 0.006078178983663904
Position 8618: 0.005335940790044139
Position 9443: 0.0053090020557381564
Position 1579: 0.005087044399856219
Position 8656: 0.004977812420507528
Position 9548: 0.0045852069413635
Position 3025: 0.004395526747691024
Position 3832: 0.0041041391446915935
Position 3458: 0.004102068940424862
Position 3047: 0.004064302787477516
Position 6054: 0.003985643461711699
Position 4287: 0.003670498254730305
Position 7739: 0.0036063869718273435
Position 6063: 0.003290069532361229
Position 2724: 0.003115171804110812
Position 5912: 0.0028151368457928804
Position 1672: 0.002787230131945173
Position 238: 0.002549286132033969
Position 6005: 0.0024971527616330924
Position 7778: 0.002305833809530645
Position 583: 0.002242257595901978
Position 5690: 0.0020028748097655176
Position 8843: 0.0019663545414084836
Position 1659: 0.0018814415761391004
Position 9415: 0.001815882740802656
Position 5897: 0.001736534953541439
Position 4412: 0.0016006206304657173
Position 1981: 0.0015898957842997465
Position 221: 0.0014445524892248603
Position 2696: 0.0013729996373525242
Position 5517: 0.0010135283302056864
Position 5128: 0.0009932582348550973
Position 3341: 0.000944591624761985
Position 305: 0.0009343592832406272
Position 8922: 0.0007164684979341124
Position 7559: 0.0006892995679490176
Position 3542: 0.000684173494769568
Position 5948: 0.0006563922330903019
Position 3143: 0.0005833846650714484
Position 399: 0.0005578504921213864
Position 290: 0.0005170855889267826
Position 1695: 0.0004123640254389421
Position 2655: 0.00040606077092768353
Position 374: 0.00036350022298513036
Position 1685: 0.0003491842619967868
Position 961: 0.00033533068813517797
Position 5080: 0.00031513931332399975
Position 5804: 0.0003113918700379861
Position 5571: 0.0003111178262907323
Position 1617: 0.0002495660328324049
Position 6519: 0.0002487054933384192
Position 6281: 0.0002383102531856661
Position 1988: 0.00023706647175083268
Position 5591: 0.00018846784848047137
Position 6745: 0.00016233613917586992
Position 390: 0.00014115341586241968
Position 986: 0.00013611347431111977
Position 955: 0.0001288748299834092
Position 823: 0.00012712393887596385
Position 650: 0.00012009020921841733
Position 808: 0.00011634628925478519
Position 450: 0.00010988926223091014
Position 5522: 9.601227221333637e-05
Position 717: 9.454537198693499e-05
Position 6714: 8.836848622443096e-05
Position 307: 8.532840548134046e-05
Position 5707: 7.97844485882308e-05
Position 1505: 7.753886211190331e-05
Position 283: 7.037177604659513e-05
Position 5414: 6.775860394208196e-05
Position 5577: 6.116767337150559e-05
Position 422: 5.9886671578607296e-05
Position 478: 5.955296767667586e-05
Position 841: 5.4977515604268345e-05
Position 458: 3.635118558605196e-05
Position 771: 3.5211819282000605e-05
Position 1477: 3.218632833087379e-05
Position 514: 2.8928468619408433e-05
Position 2729: 2.805907756968931e-05
Position 736: 2.4500053253326566e-05
Position 832: 2.398457772352452e-05
Position 1789: 2.290479812045072e-05
Position 462: 2.2643936874897153e-05
Position 1097: 2.2231355605292748e-05
Position 1782: 1.7099356749634923e-05
Position 544: 1.5815992238391836e-05
Position 900: 1.4140205318788144e-05
Position 4917: 1.4121472805812245e-05
Position 199: 1.355979397825044e-05
Position 890: 1.3548584384621897e-05
Position 758: 1.290621925974243e-05
Position 1352: 1.2304881961438592e-05
Position 1013: 1.1822517506767816e-05
Position 137: 1.1379210509336412e-05
Position 267: 1.0819914455964001e-05
Position 101: 1.016795509383102e-05
Position 1337: 9.604450032321565e-06
Position 520: 9.386477525694572e-06
Position 904: 8.031750901143084e-06
Position 324: 7.716663502874522e-06
Position 413: 7.511956380866019e-06
Position 2010: 7.131967500891272e-06
Position 614: 6.660031173077829e-06
Position 590: 6.646025360344555e-06
Position 847: 6.606135425444929e-06
Position 5970: 6.530636287613415e-06
Position 1553: 6.282100090635092e-06
Position 1407: 5.841407336628463e-06
Position 516: 5.4596309194537465e-06
Position 204: 5.365487474962079e-06
Position 748: 4.74774893422351e-06
Position 557: 4.654803657926805e-06
Position 1543: 4.585633978506871e-06
Position 1256: 4.317788404666556e-06
Position 252: 4.259808339714887e-06
Position 562: 3.9609159949938854e-06
Position 2075: 3.890806638888677e-06
Position 969: 3.5397092100298947e-06
Position 256: 3.3404268851014845e-06
Position 1444: 3.2665514991747646e-06
Position 764: 2.847253109594924e-06
Position 1056: 2.7974720310167007e-06
Position 1623: 2.659888116780414e-06
Position 825: 1.9579499831976493e-06
Position 195: 1.1319463571859018e-06
Position 6056: 1.1286757197978858e-06
Position 657: 4.7315912225511635e-07
Position 97: 4.1288802748666106e-07
Position 1769: 1.0099229774886097e-07
Position 703: 6.614659390379842e-08
Position 1602: 4.601767371864491e-08
Position 660: 2.419617515598539e-08
Position 5421: 2.3801579042613075e-08
