Gene = Otos
Position 3760: 0.000314454178493995
Position 4205: 0.000314057232492847
Position 922: 0.0003112301974532806
Position 572: 0.0003018824341185944
Position 466: 0.0002947761286798488
Position 2104: 0.00026817942551750855
Position 4260: 0.00023583898827480042
Position 3837: 0.0002198389285865791
Position 4142: 0.00019801588418782854
Position 1016: 0.00015074568457370345
Position 444: 0.00012396924129608045
Position 554: 0.0001232145995861157
Position 4618: 0.00011642296251546023
Position 2352: 0.00010274755107029875
Position 2408: 9.7900952845519e-05
Position 472: 9.751064628620493e-05
Position 241: 9.136947303028885e-05
Position 3198: 8.209124513490796e-05
Position 3826: 8.18710645388606e-05
Position 4275: 7.488006311843371e-05
Position 165: 6.928132136518443e-05
Position 764: 5.577663649926499e-05
Position 976: 5.445612921529312e-05
Position 561: 4.3604203254676204e-05
Position 333: 3.946160113043682e-05
Position 1278: 3.1820742001105385e-05
Position 1203: 2.8881999347375404e-05
Position 1013: 2.7990874719950533e-05
Position 935: 2.753164909869127e-05
Position 973: 2.48719740179318e-05
Position 168: 2.3950122722789917e-05
Position 476: 2.3346389732146135e-05
Position 4479: 2.263921061821934e-05
Position 1216: 1.7776679483084955e-05
Position 3748: 1.6745357768065587e-05
Position 1092: 1.620314262761382e-05
Position 352: 1.1097431381730398e-05
Position 250: 7.638471418783891e-06
Position 336: 7.380113636773181e-06
Position 3595: 7.174377977064944e-06
Position 2086: 6.35560618409923e-06
Position 1115: 1.9293344179633993e-06
Position 356: 1.7633987471066564e-06
Position 3779: 1.3752276943125235e-06
Position 256: 1.3551296162276026e-06
Position 401: 1.3270431525039003e-06
Position 3771: 1.2164055524640412e-06
Position 243: 1.1619442584044702e-06
Position 695: 1.0097767097960142e-06
Position 343: 8.290066999796926e-07
Position 367: 5.756471588170426e-07
Position 451: 5.327539485894435e-07
Position 3696: 1.8643970071754031e-07
Position 1906: 1.614159913407511e-07
Position 144: 2.4622109575572383e-08
Position 127: 1.835806984079813e-08
Position 1810: 5.457246452338953e-09
Position 1783: 4.825880729423939e-09
Position 407: 3.4428401547056185e-09
Position 1815: 1.2906797728300909e-09
Position 1858: 8.192016334362907e-10
Position 90: 7.232297769955172e-11
Position 119: 1.780278171651358e-11
