Gene = 1700028J19Rik
Position 1708: 1.3766109166220325e-07
Position 43: 1.220826100643714e-07
Position 392: 9.577254783672107e-08
Position 1688: 5.0057698653066816e-08
Position 550: 2.8767864934667107e-11
Position 1719: 6.344954136261854e-13
Position 463: 4.1161762545534256e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 5542: 0.9486455326845388
Position 4711: 0.920133997737748
Position 5268: 0.5421772318049461
Position 5239: 0.18596376125824718
Position 418: 0.17570699293803635
Position 3324: 0.11419833047512297
Position 5292: 0.11337594820236527
Position 3627: 0.113355861062481
Position 3091: 0.07044931681843342
Position 4247: 0.06395670621144388
Position 455: 0.06022372012160489
Position 3721: 0.043280218108984886
Position 5273: 0.035189791436731684
Position 4801: 0.0345944565912373
Position 314: 0.026732898691866437
Position 3986: 0.022970517434881273
Position 6295: 0.01742755067959364
Position 4046: 0.015667121949892858
Position 5766: 0.014081598296078053
Position 3650: 0.013927392587491318
Position 5322: 0.009188935884130119
Position 5820: 0.00829253047812404
Position 1590: 0.0074465668425947595
Position 3653: 0.007122466334454006
Position 5566: 0.006784401147923504
Position 6098: 0.006546789047103807
Position 2990: 0.006019543034324092
Position 6075: 0.00587771360835853
Position 6131: 0.0054593967343363956
Position 5994: 0.00454333251133904
Position 3047: 0.004137924560080632
Position 5655: 0.004048390855630955
Position 5070: 0.003916408963055787
Position 3428: 0.003535530002035355
Position 5341: 0.003430592501444524
Position 1781: 0.0029636593551130015
Position 1939: 0.002880070328413433
Position 5997: 0.0028450763694340005
Position 5976: 0.0027513859160246323
Position 5008: 0.0023539542458000796
Position 5032: 0.002352750602742826
Position 2930: 0.0023038789899923313
Position 5745: 0.002245201849909071
Position 3098: 0.0017930215171475053
Position 1873: 0.0014737245716117784
Position 1796: 0.0012233353312848388
Position 4324: 0.0011464124120825646
Position 2997: 0.0009734884332700608
Position 5135: 0.0009642426130926064
Position 1619: 0.0009294937338631173
Position 5714: 0.0008754451799144407
Position 6340: 0.0008706897529697828
Position 5911: 0.0008371593625998534
Position 5886: 0.0007557430325431791
Position 3424: 0.0006815882695865134
Position 6300: 0.0006064728074229484
Position 463: 0.0005075513652532267
Position 4099: 0.0004989008428730655
Position 1986: 0.00046753458518089677
Position 1830: 0.000462230542681107
Position 2903: 0.0004358126417593311
Position 6178: 0.00041728996541958195
Position 4961: 0.0003488305158952879
Position 3135: 0.0003315874261079849
Position 429: 0.00032347643482958304
Position 5606: 0.00029247739463765374
Position 3125: 0.0002799635458182338
Position 5791: 0.0002666367411655946
Position 3147: 0.0002537768736559172
Position 6023: 0.00024481734711549876
Position 3256: 0.00023382281309161884
Position 6047: 0.00020983058094903558
Position 6249: 0.00016646224814251937
Position 3118: 0.00013568578458224422
Position 4402: 9.89797469874625e-05
Position 434: 3.7284822112510776e-05
Position 1849: 2.790167358310824e-05
Position 3220: 2.4072356220203474e-05
Position 202: 2.3001288464452844e-05
Position 3189: 2.089887652327475e-05
Position 2750: 1.4718444246459911e-05
Position 489: 7.5743618816226556e-06
Position 5658: 3.983965038744671e-06
Position 1660: 3.7285307225710804e-06
Position 2758: 9.97486527712625e-07
Position 2720: 8.135893618962638e-07
Position 1284: 1.8804578053293353e-09
Position 1241: 1.8394935640297884e-09
Position 223: 6.959812518562038e-10
Position 213: 2.6719350304077e-10
Position 262: 2.434900932364658e-10
Position 935: 1.0499048518031119e-10
Position 1412: 8.633788422114702e-11
Position 1323: 5.161155068647836e-11
Position 1478: 4.220341917012574e-11
Position 1122: 1.9494464484337717e-11
Position 949: 1.6886351971275488e-11
Position 1360: 1.354416619498264e-11
Position 571: 1.1026899937178495e-11
Position 1172: 8.962169667458178e-12
Position 543: 8.874365455869025e-12
Position 821: 8.005565745239278e-12
Position 1086: 7.909568398309535e-12
Position 1094: 4.1613770947560054e-12
Position 974: 2.84790726518263e-12
Position 1050: 2.8397474376625903e-12
