Gene = Stk17b
Position 3558: 0.0033873205172925015
Position 2155: 0.0029346370128414197
Position 23425: 0.0028922223208038794
Position 20308: 0.0023604855973285922
Position 25657: 0.002098699074068616
Position 3657: 0.002082062705112859
Position 3812: 0.002036806404274697
Position 3335: 0.0019510407858271473
Position 14779: 0.0018234943416554558
Position 731: 0.0016469708619553996
Position 20230: 0.0015674779742817224
Position 13574: 0.0014375793668887087
Position 24229: 0.0013894635562713886
Position 13556: 0.0013666114887989974
Position 2509: 0.0013583732061143636
Position 11208: 0.0013443433305791227
Position 175: 0.0011598590719684157
Position 1049: 0.0011181070710064105
Position 3613: 0.0011048336068237214
Position 11074: 0.0009618618169165963
Position 1035: 0.00083858728877691
Position 2637: 0.0008321634095086547
Position 2741: 0.000761101533983844
Position 22693: 0.0007269584461372003
Position 2410: 0.0006957047597656221
Position 13641: 0.0006128719605852692
Position 3396: 0.0006042113970212328
Position 2701: 0.0005460857027136833
Position 11243: 0.0005286113648099361
Position 446: 0.00044641143236627713
Position 432: 0.00042761789950899895
Position 2504: 0.0003617934517769705
Position 15963: 0.0003053413222571901
Position 144: 0.00026869925437885946
Position 227: 0.00026273727936356513
Position 3411: 0.0001952412782805096
Position 424: 0.00019273018720295323
Position 332: 0.00019168196027634303
Position 558: 0.0001893822275954984
Position 375: 0.00018316557315088594
Position 470: 0.00018305954253434873
Position 10802: 0.0001665555368541776
Position 393: 0.00015200408916382302
Position 95: 0.00012380544021062479
Position 131: 9.903357163913953e-05
Position 161: 9.592279110702178e-05
Position 77: 9.535490516240114e-05
Position 476: 9.066073472220273e-05
Position 385: 8.480932853579257e-05
Position 320: 8.24368806242677e-05
Position 675: 7.470463624781188e-05
Position 11041: 6.63516948702772e-05
Position 312: 5.302298403331709e-05
Position 82: 5.188603801574805e-05
Position 323: 4.1384724321085426e-05
Position 63: 4.0460578116367626e-05
Position 9364: 4.0215375699750946e-05
Position 645: 3.769063000723805e-05
Position 349: 2.6622667555696238e-05
Position 838: 2.1879782350056905e-05
Position 589: 2.037298994502587e-05
Position 9353: 2.026418844839609e-05
Position 454: 1.8349031119384708e-05
Position 354: 1.4773765612712404e-05
Position 275: 1.1207459112182994e-05
Position 12: 9.08467620645962e-06
Position 73: 8.900521007747615e-06
Position 682: 8.012774658176236e-06
Position 694: 5.61307832923673e-06
Position 1500: 5.4978805833714475e-06
Position 9465: 4.861038979149054e-06
Position 1554: 3.6246129638823814e-06
Position 1374: 3.438955031423359e-06
Position 1670: 2.835473732702274e-06
Position 1774: 2.8148957570051424e-06
Position 688: 2.7090685263167526e-06
Position 634: 2.6074536964037677e-06
Position 1416: 1.912944288930866e-06
Position 1848: 1.5730504642912109e-06
Position 1223: 1.3785833755584846e-06
Position 1205: 1.134188582986623e-06
Position 955: 1.0575256888271356e-06
Position 1145: 8.814559103203065e-07
Position 1587: 6.462141601865611e-07
Position 512: 3.859019723300897e-07
Position 167: 2.439313659394361e-07
Position 134: 4.310184054791647e-08
Position 518: 1.3967874261668352e-08
Position 17: 8.565355703742068e-09
Position 6: 2.1591711729579878e-10
Position 229: 1.7537662340155626e-10
Position 19: 6.146380102366408e-11
Position 498: 5.607256813127298e-11
Position 159: 3.582369341443547e-12
Position 4: 2.2749278006651286e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8544: 0.9950907559105058
Position 19158: 0.9657185722715635
Position 22586: 0.963839884606272
Position 24062: 0.9466841732604678
Position 10798: 0.9170080920254626
Position 20059: 0.6679224852350096
Position 11874: 0.6146882550436089
Position 2527: 0.518221709778026
Position 13401: 0.5082461868001955
Position 27453: 0.47320021454696976
Position 3549: 0.4082227741387946
Position 12207: 0.4062920557304757
Position 21001: 0.33668494110600966
Position 8200: 0.25966739253741883
Position 11013: 0.2525853577035095
Position 866: 0.21727440454750171
Position 15852: 0.19293572790307628
Position 9416: 0.17404480495267693
Position 9508: 0.08297580668299694
Position 27573: 0.08096316806870388
Position 2485: 0.0653004984142448
Position 12041: 0.06121860930730006
Position 20840: 0.05928721812804936
Position 7513: 0.057048356671654026
Position 19568: 0.05627686782633844
Position 27925: 0.04571914534073092
Position 24318: 0.045551565653336845
Position 4009: 0.04543017535451294
Position 25809: 0.0449590289206106
Position 10335: 0.04404911390550106
Position 6453: 0.038085859913560394
Position 11238: 0.03709480566480076
Position 6409: 0.03705459557378607
Position 19667: 0.036642077171156945
Position 26251: 0.03497290558308604
Position 12118: 0.03270686136588998
Position 11207: 0.031310864042606586
Position 3287: 0.029368977290316206
Position 19713: 0.028317132481942793
Position 29158: 0.02597207479647872
Position 6288: 0.025891303657136662
Position 25929: 0.025651465673388666
Position 27559: 0.02542873168069818
Position 25458: 0.024339326866796476
Position 11131: 0.021665540131294063
Position 21906: 0.020156455121970247
Position 3515: 0.017889122628938766
Position 3461: 0.016805716701442354
Position 24115: 0.015402061632271482
Position 784: 0.014269086442870609
Position 27387: 0.014127056605877953
Position 10424: 0.013665745913157952
Position 2360: 0.013644688011675326
Position 4084: 0.013268371320141605
Position 10670: 0.012413861456881647
Position 6981: 0.012202687244132471
Position 9627: 0.012150836390100306
Position 9662: 0.012107457436545161
Position 1990: 0.01186145716365985
Position 26697: 0.011241703733196308
Position 12143: 0.011073138784330956
Position 532: 0.010530374730353852
Position 25461: 0.010024223649253547
Position 19545: 0.00991914778628152
Position 9276: 0.009656311347956524
Position 9142: 0.009626443448541917
Position 23710: 0.009425812107915273
Position 28111: 0.009363575983935566
Position 1489: 0.00901546823931143
Position 10823: 0.008643945629363207
Position 2434: 0.008610803068800538
Position 21324: 0.008183694199436887
Position 28607: 0.0078086158927965325
Position 23770: 0.007190854223415395
Position 3284: 0.007134807007693667
Position 629: 0.007052911320166734
Position 2611: 0.00694333412933049
Position 25550: 0.006941572200571294
Position 2769: 0.0067937652768453516
Position 25989: 0.006608309126425561
Position 2947: 0.006597963946816017
Position 27722: 0.00658420136575406
Position 11848: 0.006485492363773337
Position 3444: 0.005994326649823922
Position 26935: 0.005662257857875493
Position 28985: 0.005625840548305883
Position 8496: 0.004765031857886131
Position 3584: 0.004763139937279941
Position 7325: 0.004517321107553178
Position 25995: 0.004469182976517841
Position 28777: 0.004323159712822489
Position 3335: 0.004057744018359154
Position 3902: 0.003935443293101324
Position 1416: 0.003879987167938546
Position 10701: 0.003729045064827258
Position 3428: 0.003685690150271146
Position 25687: 0.00367757215607683
Position 3301: 0.0035848159985892997
Position 2986: 0.0035815081393016776
Position 28426: 0.00350097919329916
Position 19412: 0.003432258608299857
Position 5394: 0.0033996946718806847
Position 2462: 0.003379114163376401
Position 26272: 0.003175246952637588
Position 9273: 0.002937928365688048
Position 4466: 0.0029099311858390036
Position 23750: 0.0028968696023731924
Position 2502: 0.002790152712212886
Position 24913: 0.0027543924619697104
Position 25546: 0.0025748801090689577
Position 25594: 0.0024849892939587314
Position 12277: 0.0023393723045180294
Position 23273: 0.0022857869938544464
Position 25302: 0.0022723228081349685
Position 892: 0.0021915545457342157
Position 24154: 0.0021176729782140004
Position 9540: 0.0019810487388086623
Position 2632: 0.0019731600080598144
Position 9306: 0.0018530141125036649
Position 3356: 0.001847957408850429
Position 791: 0.0018326810943919364
Position 14645: 0.0018234943416554554
Position 2891: 0.001742590562434566
Position 24808: 0.0017109792974578733
Position 24910: 0.0016926292238602023
Position 25028: 0.0015564827030616953
Position 9782: 0.0014316684255838812
Position 25340: 0.0014296327090166645
Position 24388: 0.0014151319043591841
Position 24975: 0.0013254459268877057
Position 4300: 0.0012598698506359708
Position 10907: 0.0011307216953927383
Position 19689: 0.0011122983283461802
Position 23758: 0.0010699936975948794
Position 2487: 0.001021631938718091
Position 22350: 0.0009275677097437188
Position 25123: 0.0009172302705375891
Position 24685: 0.0007502852152111117
Position 25565: 0.0007375069584020361
Position 3227: 0.0007240717430345898
Position 7056: 0.0006906235324289768
Position 25743: 0.0006742842244590853
Position 11834: 0.0006710034944902338
Position 24482: 0.0006626154869808081
Position 2551: 0.0006503270833181598
Position 26862: 0.000632353135913781
Position 23217: 0.0006064353269494325
Position 11248: 0.0005583840500576375
Position 25107: 0.0004957011416681634
Position 10730: 0.00046601182732635153
Position 2005: 0.00034716597090979383
Position 2803: 0.0003385370068682888
Position 495: 0.0002702278288332778
Position 1420: 0.00026907819755563696
Position 2727: 0.0002668009023268213
Position 807: 0.0002219110794940359
Position 762: 0.0001925728769628244
Position 24784: 0.00018457404627032203
Position 2413: 0.00016905108799326342
Position 10466: 0.0001564980910712244
Position 9164: 0.00013824331364829817
Position 2672: 0.00012153606258838238
Position 498: 0.00011686104963796991
Position 682: 0.00011060843248782213
Position 1454: 0.00010416463519168808
Position 2054: 9.308813244135542e-05
Position 706: 7.571207783334946e-05
Position 24163: 7.032038524874739e-05
Position 928: 5.8334119776939304e-05
Position 1786: 5.763792305976352e-05
Position 11890: 5.7073753989977835e-05
Position 1433: 5.703762528477149e-05
Position 11018: 5.420016273010781e-05
Position 598: 4.4749586630413e-05
Position 537: 3.448684986165645e-05
Position 9239: 2.883980508663724e-05
Position 301: 2.7348526546516153e-05
Position 262: 2.664408621612186e-05
Position 9762: 1.5528181116012688e-05
Position 405: 9.965446438178362e-06
Position 23978: 4.7985341220955536e-06
Position 1276: 3.574277371568807e-06
Position 1040: 2.988188080859093e-06
Position 1710: 2.9868934849799644e-06
Position 220: 2.739282030929903e-06
Position 9327: 2.4039965268437576e-06
Position 255: 2.2949486659561897e-06
Position 23935: 2.1936368949178113e-06
Position 269: 1.7888554349822074e-06
Position 1208: 1.2017188517817004e-06
Position 402: 1.0475735123675051e-06
Position 446: 9.043209491978027e-07
Position 2212: 8.205989805412378e-07
Position 467: 7.7044103177195e-07
Position 757: 3.6952388756715066e-07
Position 1257: 3.453884145043943e-07
Position 1310: 3.2956250522457737e-07
Position 900: 3.109293807320077e-07
Position 932: 2.993946014450108e-07
Position 1592: 2.1889321860566757e-07
Position 1369: 1.9542148297646756e-07
Position 185: 1.7957232192361011e-07
Position 1099: 1.6297828663278157e-07
Position 723: 1.384653417461287e-07
Position 209: 1.0756857191528102e-07
Position 190: 1.049969494460454e-07
Position 982: 9.35961355481826e-08
Position 267: 9.343225787564574e-08
Position 711: 8.395471837503743e-08
Position 912: 7.702254362116186e-08
Position 742: 5.8782587407492385e-08
Position 283: 1.3028028844891291e-09
