Gene = Hikeshi
Position 13755: 3.5852289084987023e-06
Position 10958: 2.3659492511442977e-06
Position 11694: 2.3465092259394733e-06
Position 5116: 1.1917228107408653e-06
Position 9709: 8.698919765225613e-07
Position 1440: 4.153006550450664e-07
Position 260: 2.3867947503463324e-07
Position 183: 2.316421507423976e-07
Position 436: 2.5370331485689925e-10
Position 474: 1.9414730626465786e-10
Position 186: 8.308051013978861e-11
Position 406: 6.175426275665504e-11
Position 188: 3.0206248263720945e-11
Position 83: 1.536109349086458e-11
