Gene = Bri3
Position 615: 0.01549920497581886
Position 2936: 0.015023851737344513
Position 6458: 0.013922741648360422
Position 6034: 0.011187906286655712
Position 987: 0.010613615969592233
Position 3172: 0.009289252486302675
Position 1026: 0.008282866374216886
Position 4155: 0.007157585938934669
Position 2240: 0.006256101690652741
Position 1194: 0.005626554224934665
Position 2631: 0.005050770219979424
Position 2209: 0.004848664735870372
Position 559: 0.00423632890688176
Position 1309: 0.004131641116267827
Position 1041: 0.003908393816121681
Position 7903: 0.0038773606987117268
Position 3247: 0.003594502697844414
Position 3163: 0.0032308107472866863
Position 2283: 0.0026983493430544395
Position 2352: 0.0026110323634293826
Position 6842: 0.0024356146299047325
Position 2302: 0.002182295624090019
Position 1337: 0.0018742821219298377
Position 3196: 0.0018251097302833864
Position 1507: 0.0015640163736903585
Position 2448: 0.001473958145188627
Position 3212: 0.0014620059335419136
Position 792: 0.0014095135540205478
Position 1092: 0.0013669783675957805
Position 1238: 0.0013072675449906947
Position 2330: 0.0012189023998727894
Position 2314: 0.0010035882369980047
Position 5097: 0.0009910273690601247
Position 2163: 0.0009858228748612868
Position 454: 0.0009077246299178037
Position 1284: 0.0007326454613166013
Position 1341: 0.0006494374113292186
Position 1969: 0.0006460297107715312
Position 2659: 0.0006172927528606069
Position 1492: 0.0005987368971733611
Position 874: 0.0005663303130613206
Position 2280: 0.0005237876762118241
Position 467: 0.00045997278799558367
Position 5807: 0.00045891250103265527
Position 6768: 0.00044899468951041695
Position 2572: 0.0003931121292610207
Position 399: 0.0003702754419911692
Position 2499: 0.0003541112761731472
Position 1316: 0.00034353732278078814
Position 6789: 0.00030628267454306795
Position 2887: 0.00024385141984663698
Position 1900: 0.0002359828069702848
Position 2145: 0.00021204067926889353
Position 1798: 0.00020602298317297862
Position 7527: 0.00019945197840516105
Position 541: 0.00019746590393875468
Position 1277: 0.00018328289227247333
Position 1203: 0.00016041971914340053
Position 2763: 0.0001464555107455159
Position 2456: 0.00014392742831609092
Position 907: 0.00014242327052833655
Position 1995: 0.00013585956308238465
Position 2318: 0.00013344296634207876
Position 1158: 0.0001304778744926576
Position 1439: 0.00013010358669601353
Position 877: 0.00012759931282952937
Position 370: 0.00011226737970539781
Position 2805: 0.00010726704110042787
Position 1051: 0.0001004457646036577
Position 2418: 9.287132214272584e-05
Position 1765: 7.592775186719727e-05
Position 2212: 7.350352637351043e-05
Position 531: 7.269903443730941e-05
Position 488: 6.767391779760441e-05
Position 1060: 6.483135656094673e-05
Position 1517: 5.6590111934661076e-05
Position 1170: 5.445362297823991e-05
Position 1114: 5.25587223855497e-05
Position 1107: 5.08042317563672e-05
Position 1739: 5.06658425432168e-05
Position 534: 4.334340993057454e-05
Position 477: 4.0682562923861666e-05
Position 1067: 3.719400157790444e-05
Position 948: 3.713609489321884e-05
Position 902: 3.474244340502467e-05
Position 1745: 3.283876378752993e-05
Position 794: 2.9730297704261672e-05
Position 2983: 2.6532158406707394e-05
Position 1906: 2.6116407513825455e-05
Position 1525: 1.759927003749774e-05
Position 743: 1.5713635191049654e-05
Position 1364: 1.4175958090105308e-05
Position 2115: 1.294663472463404e-05
Position 2687: 1.1847525966154524e-05
Position 523: 1.0014396262220683e-05
Position 775: 9.612448695032987e-06
Position 426: 9.535571242425778e-06
Position 496: 9.313571386096055e-06
Position 285: 9.097019972247886e-06
Position 1974: 8.867518788008117e-06
Position 1314: 5.845699999796933e-06
Position 1206: 5.719600034387668e-06
Position 1134: 5.369995522876524e-06
Position 1932: 5.314445609938897e-06
Position 509: 5.24642223892735e-06
Position 515: 4.9971717474178594e-06
Position 528: 4.7906118459994404e-06
Position 662: 3.958031887389489e-06
Position 799: 3.339025950402845e-06
Position 1567: 3.336443092659385e-06
Position 1397: 3.1479486765626505e-06
Position 1638: 2.9650812811350196e-06
Position 1349: 2.7981144166426678e-06
Position 1519: 2.7640586648925863e-06
Position 821: 2.5278158339405127e-06
Position 1097: 2.47190551897299e-06
Position 1322: 2.4229655039946808e-06
Position 526: 6.559074320632634e-07
Position 1921: 5.778123107490746e-07
Position 519: 2.9536059723387465e-07
Position 456: 2.1799756807755308e-07
Position 2469: 1.6745340261824343e-07
Position 678: 8.984006005020782e-08
Position 383: 5.1378402464663026e-08
Position 807: 4.413006055391751e-08
Position 748: 2.7906787323410002e-08
Position 297: 8.828543057540555e-09
Position 1326: 8.82490550409177e-09
Position 919: 8.14883179256152e-09
Position 683: 6.10880524642228e-09
Position 934: 4.56626616265172e-09
Position 434: 3.704744678743897e-09
Position 1003: 3.2127126774408373e-09
Position 1085: 2.8183745267923133e-09
Position 1124: 2.1132555722210425e-09
Position 331: 2.0071229042920707e-09
Position 830: 3.698601636324038e-10
Position 167: 9.26527793870448e-12
Position 812: 5.050191044079934e-12
