Gene = Etfdh
Position 16632: 3.408062684768107e-06
Position 375: 2.4677237066085046e-06
Position 2131: 1.8667942550346878e-06
Position 241: 1.4478018687544005e-06
Position 378: 1.3793372988848103e-06
Position 1302: 6.029722891271726e-07
Position 2748: 4.5162119057436425e-07
Position 2719: 3.082944743480942e-07
Position 4461: 2.4278190278201043e-07
Position 1339: 2.2342874905841348e-07
Position 1382: 1.9423665049480414e-07
Position 1196: 1.8332419733299407e-07
Position 164: 1.3047425953269266e-07
Position 1334: 7.168725734098889e-08
Position 1184: 7.143468318733935e-08
Position 152: 6.681184094189551e-08
Position 124: 6.110567265196783e-08
Position 1860: 5.95809214269986e-08
Position 181: 4.240376270673088e-08
Position 121: 3.8046686225431396e-08
Position 148: 3.46868773278339e-08
Position 184: 3.1702312011416054e-08
Position 434: 3.15720987520154e-08
Position 1249: 1.962071921928699e-08
Position 927: 1.4603103621530004e-08
Position 406: 1.0564614782307386e-08
Position 127: 5.589540181721395e-09
Position 171: 5.545306617634187e-09
Position 192: 5.3219750518137845e-09
Position 1074: 4.674894181071306e-09
Position 382: 3.816562585113609e-09
Position 189: 3.303699545521616e-09
Position 832: 1.6841165358437668e-09
Position 872: 1.6279828747823722e-09
Position 930: 1.1229778834477716e-09
Position 731: 9.386578396999454e-10
Position 1013: 5.748353564887034e-10
Position 1687: 5.415229777974977e-10
Position 607: 5.205935305323062e-10
Position 1637: 3.390314504679715e-10
Position 1058: 1.0848832867960537e-10
Position 391: 8.054128656110636e-11
Position 881: 1.8846785258336632e-11
Position 984: 1.5139594101173527e-11
Position 875: 1.4242536537270131e-11
