Gene = Tchh
Position 1064: 0.0013681834724426586
Position 814: 0.0013077967271044899
Position 3475: 0.0012976251773634297
Position 2889: 0.001208830514719776
Position 3426: 0.0011753195449086468
Position 2558: 0.0011268826221049414
Position 1371: 0.0010501339228853625
Position 785: 0.0009160029808522615
Position 4045: 0.0007768562161220667
Position 2334: 0.00071155448602675
Position 3546: 0.0007102559515839629
Position 404: 0.0006759510235994533
Position 3595: 0.0006747793462508444
Position 6653: 0.0006411105137333641
Position 200: 0.0006224840954917744
Position 6100: 0.000597047579059283
Position 1298: 0.0005425998089260792
Position 504: 0.0005355895119408265
Position 560: 0.0005310587687172322
Position 6016: 0.0005100786361046954
Position 3006: 0.0004432702131772427
Position 375: 0.0004419822105508975
Position 2187: 0.00042369774704022005
Position 3266: 0.00041887987292320083
Position 5727: 0.0004075102627724025
Position 3486: 0.00040193608826204945
Position 1391: 0.0003786192755666259
Position 5385: 0.0003154472405544244
Position 2904: 0.0003110993697359854
Position 1080: 0.000277547498286421
Position 2637: 0.0002556674970715728
Position 2262: 0.00024942695493689374
Position 351: 0.0002493373672542862
Position 1353: 0.00022957876704472724
Position 1459: 0.00022521190848254018
Position 3655: 0.00022368632724382976
Position 2190: 0.00022358084200600525
Position 914: 0.0002229875364993224
Position 2313: 0.00021916758723272085
Position 2331: 0.0002046716802014096
Position 1335: 0.00020354912826072642
Position 689: 0.0002024568290399889
Position 2874: 0.00019615369617119447
Position 2316: 0.00019208771412912955
Position 967: 0.000174769069389643
Position 2736: 0.00016930395043809185
Position 2886: 0.00016596367978493384
Position 2846: 0.00016096442985564477
Position 607: 0.0001576354035554588
Position 204: 0.00015043509392829226
Position 2471: 0.00014321369559655816
Position 408: 0.00013914131611382342
Position 2193: 0.00013877947651059653
Position 2184: 0.00013691427642575498
Position 1328: 0.00013076627924063147
Position 3395: 0.00012860728553306587
Position 456: 0.0001248722395143946
Position 3811: 0.00011616972023411458
Position 538: 0.00011557548566347296
Position 3775: 0.00011235398812390818
Position 1413: 0.0001027586218637892
Position 729: 9.88631733939207e-05
Position 817: 9.433011047286839e-05
Position 557: 8.70155733089092e-05
Position 3075: 7.963992663845668e-05
Position 1210: 7.952322076778666e-05
Position 2866: 7.33838763573249e-05
Position 527: 6.562978454106585e-05
Position 2682: 5.847520514432848e-05
Position 897: 5.598740818823623e-05
Position 900: 4.771606311004459e-05
Position 640: 3.269895552082461e-05
Position 821: 2.4133342921639033e-05
Position 895: 1.452288143229342e-05
Position 1270: 1.3675924915275733e-05
Position 268: 9.869580256312242e-06
Position 852: 9.770332190871193e-06
Position 362: 9.6143911260747e-06
Position 422: 7.0470714751934875e-06
Position 905: 6.69262544411246e-06
Position 705: 6.549841923351849e-06
Position 309: 5.391507457525304e-06
Position 209: 3.9647596575634084e-06
Position 274: 3.465223731358181e-06
Position 301: 3.287165821880235e-06
Position 1383: 3.0286153374249053e-06
Position 541: 2.7116577350653362e-06
Position 1277: 1.7753543173097559e-06
Position 1415: 1.7751914654393249e-06
Position 1356: 1.5250575683065692e-06
Position 211: 1.2439595163287883e-06
Position 1267: 1.0781073857558404e-06
Position 319: 8.685441784825524e-07
Position 1174: 5.977105680473217e-07
Position 1312: 5.736243074093741e-07
Position 1380: 4.74264038779719e-07
Position 1295: 4.2789031675672365e-07
Position 312: 2.9143491915920007e-07
Position 368: 1.7064713281136517e-07
Position 1206: 3.183317364469765e-08
Position 1287: 7.0344885277377645e-09
Position 1222: 6.039883730571045e-09
Position 137: 2.2024063197256426e-09
Position 171: 8.310245170389596e-10
Position 142: 8.637161667501386e-12
Position 161: 7.95103405499408e-12
Position 113: 2.9173422266079432e-12
Position 115: 5.510892097862197e-13
Position 117: 5.064939457854375e-13
Position 89: 4.1421295748789007e-13
Position 126: 2.9245717325557805e-13
Position 93: 1.5141441888367472e-13
