Gene = Qprt
Position 3043: 0.000330966394832293
Position 578: 0.0003248735798752392
Position 690: 0.0002953383227077087
Position 776: 0.0002683479240289586
Position 3732: 0.00024726779213404956
Position 618: 0.00024047282146120248
Position 14994: 0.00022696816604355374
Position 14003: 0.00021561069521085143
Position 1941: 0.00021407501003046614
Position 1847: 0.00016436812778988715
Position 389: 0.0001400454522798563
Position 1967: 0.00013287643960725487
Position 3833: 0.00011752378750353949
Position 1926: 0.00011523320939742484
Position 3805: 0.00011044855406883653
Position 575: 0.00010142512952196414
Position 1816: 7.420442876466647e-05
Position 4739: 7.289627144489187e-05
Position 7038: 5.8927801808015416e-05
Position 14696: 5.849687198306785e-05
Position 1752: 5.286592387645663e-05
Position 1191: 4.7406939810796825e-05
Position 3272: 4.6176079705273794e-05
Position 779: 4.2644674586824654e-05
Position 2932: 3.4809206586993394e-05
Position 669: 3.0126378892187447e-05
Position 2042: 2.7715043753179704e-05
Position 1782: 2.3949814172021743e-05
Position 1588: 1.9578116597361917e-05
Position 707: 1.6322601601424622e-05
Position 11433: 1.4712430105703795e-05
Position 3251: 1.4649043012245971e-05
Position 2779: 1.1534311900151914e-05
Position 3302: 9.609098538702137e-06
Position 8729: 8.767135909055902e-06
Position 10529: 8.374250625506396e-06
Position 2412: 7.434399846708342e-06
Position 1599: 5.661920425736907e-06
Position 3011: 4.865853126641116e-06
Position 2735: 4.735830456822033e-06
Position 1459: 4.3824000100659834e-06
Position 1297: 3.4339768439833096e-06
Position 6006: 3.298762189307447e-06
Position 2556: 3.072815179967183e-06
Position 5193: 2.788118570425684e-06
Position 1902: 2.283271083416485e-06
Position 1912: 2.266641195990556e-06
Position 1368: 2.199976636325232e-06
Position 8250: 2.1136193898157303e-06
Position 4211: 2.1044010534509434e-06
Position 9122: 1.9664503719085985e-06
Position 1142: 1.8522710905843665e-06
Position 1153: 1.646493316385793e-06
Position 5127: 1.5899847271877072e-06
Position 4099: 1.0061392319153454e-06
Position 4287: 6.430627536418821e-07
Position 5869: 4.291522571714654e-07
Position 4376: 1.7615842365237528e-07
Position 517: 8.92527667560786e-08
Position 2869: 5.8322723913365513e-08
Position 1495: 5.6380804901053014e-08
Position 2597: 5.5101235375506915e-08
Position 662: 3.9416741541015635e-08
Position 1872: 1.9940851467766224e-08
Position 702: 1.599488654098318e-08
Position 709: 9.397498880622037e-09
Position 458: 8.46347872557887e-09
Position 235: 6.8974410414029155e-09
Position 752: 6.10377758060215e-09
Position 760: 5.523901910481727e-09
Position 730: 5.448595913769562e-09
Position 620: 4.714598350083833e-09
Position 723: 4.262437566880818e-09
Position 798: 4.132528375761486e-09
Position 113: 2.9034113644494925e-09
Position 1064: 5.3278247192605295e-11
Position 128: 1.719988236459504e-11
Position 117: 4.82493015975661e-12
Position 469: 1.1056451801511755e-12
Position 474: 6.963415686113049e-13
Position 488: 3.122805822492736e-13
Position 77: 2.652524061676498e-13
Position 477: 2.0771790260157544e-13
Position 104: 9.145701997511698e-14
Position 90: 4.2718631958530075e-14
Position 92: 4.178360452733238e-14
Position 81: 4.62171645043275e-15
