Gene = Hrc
Position 304: 5.070890452013577e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2170: 0.9520516383776969
Position 3398: 0.8264724722109985
Position 2863: 0.631745922465607
Position 3590: 0.5207464195227325
Position 1676: 0.47561842295455264
Position 2596: 0.4691217558526505
Position 185: 0.18270585729435995
Position 1134: 0.14550383191860078
Position 2832: 0.1301686154527289
Position 2579: 0.10661068465796944
Position 771: 0.0929597242348421
Position 2470: 0.07337482541534805
Position 209: 0.053674756175694956
Position 1290: 0.05149520925161433
Position 612: 0.04621717028055932
Position 2563: 0.033355597564374784
Position 2793: 0.02862156952430426
Position 1929: 0.027557619178072236
Position 2245: 0.026268987726305884
Position 2549: 0.019925146568687113
Position 3436: 0.017084586956922117
Position 2844: 0.014139227782345352
Position 427: 0.014084276607054812
Position 2488: 0.012373119218845468
Position 3031: 0.012287839976275083
Position 509: 0.012223078141266244
Position 515: 0.011171926437782852
Position 777: 0.009438443087772681
Position 1224: 0.008355210855881916
Position 3060: 0.005894269172106373
Position 2991: 0.005317999881881808
Position 1527: 0.004328544788620489
Position 3592: 0.004127052669977157
Position 452: 0.003862131159535559
Position 963: 0.003721047578466273
Position 1795: 0.0036155847238545868
Position 462: 0.003453245578540529
Position 1801: 0.0033618772147206216
Position 220: 0.00329906606187159
Position 1798: 0.0032773321482706713
Position 1792: 0.0030996696065962418
Position 1804: 0.002962340887394009
Position 287: 0.002938241654002906
Position 588: 0.0027802754734160672
Position 269: 0.0026959647843818133
Position 3680: 0.0025162773246605757
Position 715: 0.002514243649975222
Position 1789: 0.0024941711775216934
Position 976: 0.0024673692920445496
Position 1807: 0.0024536863417577294
Position 543: 0.002385444935561115
Position 2918: 0.002281014965203718
Position 547: 0.002188564847872888
Position 730: 0.0020392204243576528
Position 3144: 0.0019248266963492865
Position 792: 0.0018418910569280153
Position 869: 0.001712876882493337
Position 2616: 0.001678335037790414
Position 906: 0.001437477921006036
Position 1083: 0.0014004617395924589
Position 549: 0.0013772192292268606
Position 3541: 0.0013499977526706172
Position 474: 0.001252536874359553
Position 411: 0.0011293917152682305
Position 2410: 0.0010539692208162566
Position 1217: 0.000991296502432933
Position 986: 0.0009591245860408947
Position 846: 0.0009371923186762617
Position 478: 0.0009187131453263922
Position 2424: 0.0008296575747632654
Position 3172: 0.0007753355858176026
Position 3619: 0.0007682259370643938
Position 3006: 0.0006850508594772383
Position 454: 0.0006792820202358097
Position 2528: 0.0006309471760393291
Position 434: 0.0006288627428858453
Position 3362: 0.00043543360178192935
Position 1037: 0.0004341541691547853
Position 853: 0.0004246069800059713
Position 439: 0.00036932680719388406
Position 1247: 0.0003053353590784869
Position 3477: 0.00029239705087213177
Position 2349: 0.0002692475525991285
Position 335: 0.00024206826095530734
Position 3612: 0.00021151134672618487
Position 1094: 0.00020761172964613603
Position 1166: 0.00019577238672324656
Position 1590: 0.00016646246571869072
Position 884: 0.0001646482947828283
Position 3517: 0.00015459025580580066
Position 826: 0.00015365743209286618
Position 3178: 0.00011883131380784583
Position 558: 0.00011172603292188545
Position 749: 0.0001063895498346247
Position 3402: 0.00010509217024304837
Position 998: 0.00010382746418479624
Position 1160: 9.609538929412173e-05
Position 2665: 9.584533949956925e-05
Position 2355: 9.18887397020514e-05
Position 1069: 8.513292233727384e-05
Position 3489: 8.03464548823401e-05
Position 2363: 7.975984544570665e-05
Position 1268: 7.004812915880277e-05
Position 670: 4.450863644075169e-05
Position 518: 3.964386027530786e-05
Position 289: 3.279710840978933e-05
Position 742: 3.263527433203024e-05
Position 527: 2.8929469255568224e-05
Position 839: 2.468489688105507e-05
Position 396: 7.189578255208602e-06
Position 464: 6.306148311838367e-06
Position 592: 5.724753127417912e-06
Position 404: 4.690015504096084e-06
Position 223: 4.628961110143063e-06
Position 436: 3.498173057544178e-06
Position 571: 3.3698146248714017e-06
Position 304: 2.526796719732501e-06
Position 552: 2.2099082177122567e-06
Position 148: 1.6247756099138855e-06
Position 381: 1.3283236853795236e-06
Position 228: 1.3109923789695223e-06
Position 230: 1.1463988226632392e-06
Position 566: 1.1205863419460348e-06
Position 371: 9.89940769132279e-07
Position 641: 9.428706619938908e-07
Position 1148: 7.889265552275761e-07
Position 1163: 7.475927648079179e-07
Position 637: 6.806930851207786e-07
Position 357: 3.284349848942958e-07
Position 941: 2.0299130760784672e-07
Position 350: 1.7812432222489595e-07
Position 635: 1.538906074186442e-07
Position 667: 1.535969496710583e-07
Position 348: 1.003795246338594e-07
Position 673: 8.159029629660093e-08
Position 914: 7.280148552935557e-08
Position 664: 3.9896808654171593e-08
Position 529: 2.723715547307571e-08
Position 364: 2.4328926893715883e-08
Position 362: 1.5503673198204925e-08
Position 340: 9.724126703887048e-09
Position 343: 5.721314650896201e-09
Position 359: 3.7215454362229386e-10
Position 121: 2.2709692645679557e-10
Position 88: 1.8751294126379685e-11
Position 94: 8.692891065687267e-12
Position 113: 6.636173079442276e-12
Position 100: 1.1180978362498374e-13
Position 104: 6.783124371746712e-14
Position 90: 5.764524789714421e-14
