Gene = Lactb2
Position 24868: 0.15789484269428405
Position 10017: 0.1420455494776378
Position 24266: 0.13325853618342096
Position 13075: 0.12998224998513783
Position 12985: 0.10672349778907674
Position 9593: 0.09575699875653398
Position 7625: 0.07253227353237751
Position 10279: 0.0683599234099505
Position 7686: 0.06434608932767233
Position 7410: 0.05786920356543583
Position 2896: 0.05751451724155631
Position 7986: 0.05375814564664866
Position 7248: 0.04343092096928536
Position 9056: 0.04192083082969092
Position 9933: 0.04019750399693177
Position 9525: 0.03774311556818684
Position 9988: 0.03275951880189575
Position 22957: 0.027133209691552668
Position 3054: 0.024396488423308837
Position 3658: 0.020424288868122042
Position 16491: 0.019105185087151803
Position 7610: 0.017337638948553086
Position 3501: 0.01697603650789937
Position 4910: 0.014259244388792842
Position 10324: 0.009748023433080844
Position 3207: 0.00952181080910764
Position 10120: 0.008919053342015926
Position 1841: 0.007421007376942521
Position 16044: 0.006314324720028494
Position 14381: 0.00628887359580621
Position 14969: 0.005835078533875201
Position 9935: 0.005611616420932092
Position 6657: 0.005491220765639829
Position 6283: 0.005284800893428581
Position 10081: 0.004898740749158663
Position 19250: 0.004139131529659284
Position 1428: 0.0038349475564353522
Position 2996: 0.0037492361394393012
Position 6113: 0.0035966429211586395
Position 3556: 0.0030574965455533913
Position 750: 0.0028130291188075175
Position 2512: 0.0024134402232807045
Position 10285: 0.002413213038742694
Position 2442: 0.001971589996113665
Position 1459: 0.0019512105864408391
Position 2496: 0.0019374588604192475
Position 3105: 0.0019211309702419786
Position 2491: 0.001715986237356106
Position 1022: 0.0013234392623937255
Position 1856: 0.001290625538339072
Position 2596: 0.0011829828680180207
Position 18906: 0.0010201873450435572
Position 2414: 0.0009617670404963264
Position 13186: 0.0008610497465431821
Position 592: 0.0006675792825937651
Position 2341: 0.0005778948744631919
Position 11600: 0.0005408690719628462
Position 1063: 0.0005379266648917479
Position 2538: 0.0004612820777938435
Position 2515: 0.0004510085490881424
Position 15177: 0.0003966701804971699
Position 11424: 0.0003810862316880613
Position 615: 0.0003046847932209804
Position 582: 0.00025576519035012133
Position 11147: 0.00019030818732476598
Position 244: 0.00018825238695502515
Position 11603: 0.0001369311652199302
Position 2969: 0.00013169710282771857
Position 14157: 0.00012972188598400734
Position 13285: 9.596468792530727e-05
Position 10735: 8.325176667440292e-05
Position 11082: 8.087261905302548e-05
Position 3018: 8.056866901292366e-05
Position 3296: 6.915000234594999e-05
Position 10964: 6.554727096741303e-05
Position 3327: 6.344853016013452e-05
Position 12368: 5.45520269710433e-05
Position 2404: 5.415631545052971e-05
Position 2548: 4.348248767384989e-05
Position 1885: 3.894778467709455e-05
Position 1239: 3.513871340962406e-05
Position 1218: 3.3062907696079124e-05
Position 10445: 2.5361880596062117e-05
Position 10981: 2.4132443818144544e-05
Position 726: 1.5181247242758592e-05
Position 416: 1.3296765681752054e-05
Position 595: 1.3083839687645287e-05
Position 1316: 9.774439046471174e-06
Position 1052: 9.08727936742148e-06
Position 322: 8.654160790581564e-06
Position 9033: 8.296765613486161e-06
Position 1176: 7.72473710076869e-06
Position 8461: 6.109553970466583e-06
Position 460: 4.45634628128666e-06
Position 4027: 3.973459620714415e-06
Position 2831: 3.671740201743833e-06
Position 8418: 3.0403069261136687e-06
Position 5999: 1.2686987561738122e-06
Position 183: 9.297340201141025e-07
Position 364: 7.643982335384601e-07
Position 1606: 6.07267291644058e-07
Position 5917: 5.882489536820108e-07
Position 640: 4.853265046051222e-07
Position 446: 3.913036764948076e-07
Position 538: 2.259743775548447e-07
Position 2733: 1.9144363037587578e-07
Position 1036: 1.7353671442635983e-07
Position 515: 1.6804216391891687e-07
Position 943: 1.4987948648679802e-07
Position 1276: 1.337872149062751e-07
Position 217: 1.3065688954508505e-07
Position 324: 1.2874260913024753e-07
Position 264: 1.2736220692041695e-07
Position 560: 1.1898721929601864e-07
Position 113: 1.1814373336183565e-07
Position 214: 1.0563335373208264e-07
Position 1273: 6.706179935482231e-08
Position 2098: 6.263314125666804e-08
Position 885: 5.017178618265829e-08
Position 428: 4.5898638834633374e-08
Position 597: 3.411173113177152e-08
Position 466: 3.301902750495495e-08
Position 626: 1.8821606097538777e-08
Position 602: 1.7310026591076908e-08
Position 3606: 1.6850685567363674e-08
Position 462: 1.4761175618921418e-08
Position 307: 1.086037377322497e-08
Position 549: 7.833707563010684e-09
Position 253: 6.892875928090257e-09
Position 469: 6.759557364322588e-09
Position 496: 6.2538479283792785e-09
Position 235: 4.708079601184353e-09
Position 480: 3.3865538141955567e-09
Position 125: 2.9763368731861657e-09
Position 317: 2.924860677582303e-09
Position 642: 2.059814877555343e-09
Position 295: 1.900622115731669e-09
Position 272: 1.6114300323362385e-09
Position 352: 7.766514374941873e-10
Position 337: 7.407098853174989e-10
Position 133: 4.328761976347861e-10
