Gene = Nifk
Position 318: 1.101100021965714e-07
Position 26: 1.0812046285595181e-07
Position 11232: 1.0336476360675719e-07
Position 545: 9.845382055029847e-08
Position 320: 6.514446710378764e-08
Position 116: 4.6081339675143135e-08
Position 6: 1.660722717000858e-09
Position 565: 3.438991681457148e-11
Position 631: 3.33993020693017e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10504: 0.9905844989208762
Position 10910: 0.9529965785593398
Position 5785: 0.9365267851959264
Position 1742: 0.9096519551646794
Position 10722: 0.7568135517192444
Position 7513: 0.7141210175282073
Position 8766: 0.5991735650651128
Position 1958: 0.33450775962263246
Position 9338: 0.130953232087593
Position 6508: 0.11342842708923465
Position 6523: 0.09750503404223736
Position 9880: 0.08889481148639447
Position 4823: 0.07466299848669918
Position 2849: 0.06337009933188642
Position 5012: 0.060952361779365624
Position 1087: 0.05970835181959825
Position 11232: 0.049041145625780845
Position 7222: 0.03742704177138145
Position 3671: 0.036073434668454425
Position 11289: 0.027594694852580422
Position 6579: 0.02580921966764277
Position 8951: 0.024823250191792916
Position 720: 0.02293230943390662
Position 9202: 0.021270028164718145
Position 2825: 0.020954430369132308
Position 1782: 0.02070165871697343
Position 1010: 0.020276225746678537
Position 789: 0.016360255322870134
Position 10292: 0.013882271123799047
Position 3637: 0.013574283079472347
Position 7266: 0.013077261191254465
Position 4867: 0.012908735271979577
Position 307: 0.01183570433738358
Position 8709: 0.011354145456263976
Position 407: 0.010805017499516732
Position 976: 0.010320908524316861
Position 1748: 0.008156207624121685
Position 2302: 0.0071918121634006495
Position 2355: 0.006243653419693949
Position 7594: 0.0056940263261885645
Position 1116: 0.005247065904109201
Position 8804: 0.005098471466597955
Position 8564: 0.004784761749890533
Position 11022: 0.00462287097244381
Position 9156: 0.004581004111701963
Position 819: 0.004461711478307018
Position 3228: 0.0037340118004602824
Position 6354: 0.003671670481166355
Position 1249: 0.0031786445054158563
Position 1819: 0.003175708447978418
Position 765: 0.0030884871751313448
Position 2960: 0.0030852927576553012
Position 5732: 0.003070291864958594
Position 10545: 0.0025421832464690695
Position 8616: 0.0025378509874060626
Position 7597: 0.0024332246803193762
Position 1981: 0.002098441318996308
Position 10923: 0.0020525923904768043
Position 9725: 0.001976727918029449
Position 314: 0.0019083683479027063
Position 668: 0.0018314263695042923
Position 1016: 0.0017856149646585096
Position 11772: 0.0017796340262772076
Position 1844: 0.001749906925299792
Position 2801: 0.001738412559140519
Position 5144: 0.0017383349682349473
Position 4838: 0.0017267094853482031
Position 6078: 0.001723881938047981
Position 6549: 0.0016992361032927843
Position 232: 0.0016216416640289217
Position 6124: 0.0016136434235104642
Position 3712: 0.0015906413928025677
Position 2037: 0.0015576759334817094
Position 3305: 0.001450279870037859
Position 378: 0.0014295296323565147
Position 3410: 0.001235002242718996
Position 6718: 0.0012100056446474312
Position 6332: 0.0011937957142055438
Position 10866: 0.0011599363678781163
Position 854: 0.0011388361135475562
Position 11611: 0.0011334020011018534
Position 2939: 0.0011133073815170118
Position 1192: 0.0010743263265179355
Position 3582: 0.0010254472533057903
Position 725: 0.0009707087457403891
Position 932: 0.0008139194329905991
Position 414: 0.0007988506630226739
Position 1592: 0.0007089811836961743
Position 1177: 0.0006685660865253331
Position 11331: 0.0006139064504364753
Position 10771: 0.0005972842380463518
Position 11848: 0.0005460171451266811
Position 2176: 0.0005365578751872961
Position 1282: 0.0004771506304442898
Position 326: 0.00047327569903407986
Position 10261: 0.00046364070127757613
Position 11412: 0.0004543962237802009
Position 872: 0.00044042489182069896
Position 1964: 0.0004225617308662686
Position 245: 0.00037371915800488815
Position 269: 0.00033935224302527174
Position 11307: 0.0003354507136116084
Position 7556: 0.0003175026657234539
Position 10948: 0.00028012090694148754
Position 952: 0.0002713250950493697
Position 6919: 0.00025229061712674355
Position 691: 0.00023594877041009535
Position 2390: 0.00019072074286236124
Position 11876: 0.00014896911245368337
Position 1373: 0.00014868472478664235
Position 275: 0.0001393271093476299
Position 11756: 0.00013728980395597007
Position 11828: 0.00011278064525924918
Position 11496: 0.00010931724104825395
Position 1089: 0.00010539257726077822
Position 2534: 0.00010367349032503724
Position 241: 0.00010280939401815623
Position 1137: 9.719256644481709e-05
Position 1123: 9.366503900236452e-05
Position 830: 9.196295381873497e-05
Position 917: 8.748689156625121e-05
Position 1861: 8.446487743519702e-05
Position 1858: 8.397407388266564e-05
Position 272: 8.195758868045886e-05
Position 9184: 8.193561866579617e-05
Position 2573: 7.011948803448783e-05
Position 1705: 6.882509642218566e-05
Position 2592: 5.856549913985643e-05
Position 263: 4.853305814216202e-05
Position 11171: 4.7698107364464944e-05
Position 2605: 4.577207281256433e-05
Position 1218: 4.433794704239195e-05
Position 797: 4.2292793986284104e-05
Position 532: 4.173652814474372e-05
Position 679: 3.744278126191234e-05
Position 1563: 3.735001551724045e-05
Position 1133: 3.4694764169584155e-05
Position 838: 3.231215257805023e-05
Position 250: 2.7701195414447663e-05
Position 8583: 2.6413048038632404e-05
Position 1485: 2.240427566315497e-05
Position 1553: 2.0430423013303814e-05
Position 2277: 1.5197224073466859e-05
Position 2703: 1.5094841140796922e-05
Position 2502: 1.4047455412564569e-05
Position 2220: 1.380839359831564e-05
Position 2775: 1.3489413642177902e-05
Position 1599: 1.3256704837718831e-05
Position 2418: 1.113371063025235e-05
Position 2405: 9.430410118900186e-06
Position 2006: 8.502228679271165e-06
Position 2240: 8.393066193227681e-06
Position 10879: 7.335445765936464e-06
Position 10885: 7.114891506155622e-06
Position 2552: 6.911184255798932e-06
Position 2358: 5.531944736226327e-06
Position 674: 3.572078931473498e-06
Position 835: 3.3036617796069014e-06
Position 6146: 3.119192582250102e-06
Position 388: 2.330744568162424e-06
Position 359: 1.2339701493697837e-06
Position 2329: 9.557936508198475e-07
Position 2226: 9.407687446019116e-07
Position 877: 7.710423877317897e-07
Position 2044: 7.218270671815087e-07
Position 697: 7.029657992706117e-07
Position 2010: 6.988130072162992e-07
Position 444: 6.851645693985264e-07
Position 6297: 6.804088574690316e-07
Position 293: 3.165063823684909e-07
Position 558: 2.3776834481706118e-07
Position 424: 1.6638879653335864e-07
Position 588: 1.5112581656777663e-07
Position 459: 4.844172032156503e-08
Position 104: 3.5541493735406825e-08
Position 466: 3.504760788309622e-08
Position 421: 2.198660587851406e-08
Position 137: 1.590948042157163e-08
Position 527: 9.67091981512053e-09
Position 565: 7.348510498789297e-09
Position 433: 5.343957336559129e-09
Position 651: 3.868185627534955e-09
Position 144: 3.2363325041459183e-09
Position 479: 2.903350032959762e-12
Position 108: 1.3065150734476384e-12
Position 158: 9.22107254454479e-14
