Gene = Ufm1
Position 3658: 6.413523842892411e-05
Position 92: 2.4027780179300902e-05
Position 62: 2.0254789800301165e-05
Position 2773: 1.0002324953448952e-05
Position 190: 4.952551097218276e-06
Position 133: 3.804147228895821e-06
Position 304: 3.5018401785257334e-06
Position 184: 1.907759442130679e-06
Position 124: 1.5569677198333195e-06
Position 98: 7.408442580369011e-07
Position 100: 2.741423208027454e-07
Position 169: 1.6548901643531973e-07
Position 117: 2.288149312460607e-08
Position 146: 1.766587056871359e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2557: 0.9133196407641984
Position 159: 0.8602349067857785
Position 3556: 0.6710149022958365
Position 9814: 0.6025152424315693
Position 10250: 0.45675857927631025
Position 4555: 0.1801675129440989
Position 3507: 0.16813146795702855
Position 10182: 0.1233637069177068
Position 7949: 0.07328128811980987
Position 2016: 0.06868523943560098
Position 6967: 0.05632975468370078
Position 2041: 0.05322187891076519
Position 4129: 0.04312806754115326
Position 2436: 0.040439187235886416
Position 4484: 0.03656748871924583
Position 8300: 0.034713737869435664
Position 4521: 0.03257493236269496
Position 3761: 0.03165669278932527
Position 4194: 0.031182565989250177
Position 3728: 0.02617121789148063
Position 5834: 0.024192222895713676
Position 3344: 0.02397814564981371
Position 386: 0.014527100464214099
Position 3026: 0.011305490311530823
Position 9566: 0.009144184713941976
Position 333: 0.008128161398970083
Position 2453: 0.006728457992507629
Position 4263: 0.006064936378415142
Position 5800: 0.005752743167571507
Position 5221: 0.005119646001331948
Position 3701: 0.004904135638303784
Position 5519: 0.004581820292832042
Position 6630: 0.0038979807524246422
Position 3384: 0.003706150942371263
Position 4945: 0.003201584205194314
Position 300: 0.0030454403103847842
Position 3832: 0.0030226164956885285
Position 2401: 0.0029593444494104807
Position 2491: 0.0028083106021651993
Position 5404: 0.0025049677722024316
Position 3288: 0.00245432532584967
Position 1729: 0.0024540613348594713
Position 4240: 0.002424764194420065
Position 2478: 0.0022161937556044514
Position 3829: 0.00220724390695126
Position 5465: 0.00219527603699892
Position 4161: 0.0021526237831917647
Position 3770: 0.0019078924122194045
Position 3888: 0.001772934613109117
Position 2789: 0.0016386947975234778
Position 8699: 0.0014593288576937957
Position 3810: 0.001415865564357339
Position 4643: 0.0012161320079872363
Position 3991: 0.0012123986527513885
Position 3943: 0.0012003647372786392
Position 8139: 0.0010511436710326733
Position 7388: 0.0009843975417482868
Position 3921: 0.0009469270123891381
Position 5571: 0.0009165860064029885
Position 7278: 0.0008531006207824747
Position 7469: 0.0008300582246966742
Position 166: 0.0007743492209846455
Position 3022: 0.0007354207697960488
Position 3041: 0.000734561855763924
Position 835: 0.0006751771753560689
Position 1332: 0.0006018633422053913
Position 2563: 0.0005485878579188741
Position 637: 0.0004852936654931121
Position 929: 0.0004811545865014202
Position 304: 0.00047148744795172517
Position 6407: 0.0004611091492207694
Position 3461: 0.000442488733132347
Position 743: 0.0004151043505987649
Position 634: 0.00038319660882634327
Position 6609: 0.00037241084032188217
Position 2382: 0.0003214275069786935
Position 6213: 0.00030938673712357467
Position 658: 0.0003026180424546185
Position 715: 0.00029992503596682813
Position 791: 0.0002520676102683329
Position 955: 0.0002497246691532798
Position 2084: 0.00024324428006597594
Position 858: 0.00022493186781541284
Position 759: 0.00021434153642613295
Position 3070: 0.00020885564759810647
Position 2835: 0.0001784988402106852
Position 1782: 0.00017702905152603684
Position 3722: 0.0001751668021508261
Position 4029: 0.0001630292983467549
Position 1860: 0.00016153518483326307
Position 4897: 0.00015036731092054348
Position 4829: 0.00015025475165244894
Position 3563: 0.00012734380242023573
Position 4006: 0.00011692053293609959
Position 451: 0.00011444001088979126
Position 4847: 0.00010790230120092883
Position 1366: 0.00010207796641974106
Position 3185: 7.291111179953219e-05
Position 2832: 6.851099105778206e-05
Position 2272: 6.691147101530247e-05
Position 2752: 6.661429609621963e-05
Position 2589: 6.584878468519381e-05
Position 3155: 5.8957723481557986e-05
Position 2793: 1.4306141148849775e-05
Position 1126: 1.3994856835465786e-05
Position 3316: 1.2372572959448486e-05
Position 3369: 8.772258918735742e-06
Position 4410: 5.41660453984451e-06
Position 3572: 5.259074364680344e-06
Position 4524: 3.175863392073332e-06
Position 2592: 2.0624541637689607e-06
Position 403: 7.184921165037532e-07
Position 215: 2.0351969708446962e-07
Position 278: 8.699487651981689e-08
Position 261: 5.766684510087175e-08
Position 2297: 4.6981625507556316e-08
Position 227: 1.8121681768840073e-08
Position 231: 8.405360868549854e-09
Position 349: 5.317395247762175e-09
Position 271: 3.6787037676508755e-09
Position 478: 3.346904933934885e-09
Position 420: 1.7796116647929303e-09
Position 239: 7.281618578347652e-10
Position 274: 4.9572281473365e-10
Position 263: 3.320797043479655e-10
Position 221: 3.082815259770723e-10
Position 346: 4.0544981058862963e-11
