Gene = Pbxip1
Position 9058: 0.026159547019632762
Position 9264: 0.02422452226951829
Position 9613: 0.02306493747950774
Position 13107: 0.022166250845601868
Position 7712: 0.021987508886686987
Position 1928: 0.020447141294011838
Position 11454: 0.020219718110064157
Position 8320: 0.01849611266116418
Position 6703: 0.015704991512680986
Position 6708: 0.014325356798455048
Position 13683: 0.014209134267687816
Position 1751: 0.013646432380639596
Position 11248: 0.012442486196180262
Position 9215: 0.012417500720457207
Position 14158: 0.010750981847654693
Position 9294: 0.010563572672587982
Position 9633: 0.010434975140680649
Position 8573: 0.010140714439943065
Position 13966: 0.009310035850974169
Position 6688: 0.009000609839947089
Position 11390: 0.008769418357280944
Position 10792: 0.008683727142560948
Position 11350: 0.00848397979443858
Position 13048: 0.00793735953319197
Position 9617: 0.007856668348455387
Position 9068: 0.007370933502523468
Position 1650: 0.007179989061840252
Position 8859: 0.006934580738124282
Position 6750: 0.0065310921004815775
Position 10783: 0.006427591711697501
Position 2681: 0.006226309708595591
Position 13008: 0.005330239021409481
Position 11931: 0.005022015347031351
Position 10824: 0.004889595839635386
Position 8160: 0.004795520394492093
Position 2198: 0.0047889175789478
Position 11406: 0.004681883050859516
Position 1679: 0.004643523016389504
Position 196: 0.0045853791647310314
Position 9545: 0.004410845720510345
Position 13529: 0.004361417859525794
Position 1720: 0.0043073386394219025
Position 6902: 0.004063219235787276
Position 11215: 0.003963359805118422
Position 9594: 0.003818875545690313
Position 6759: 0.003423071177542269
Position 13068: 0.003321342334398989
Position 449: 0.0029074158541111273
Position 8793: 0.002862553194260073
Position 284: 0.002732702922876787
Position 13483: 0.0026014408338559105
Position 6938: 0.0025373983356959456
Position 9541: 0.002365740429342755
Position 11123: 0.0023298940578308867
Position 6932: 0.0021372323829038425
Position 2066: 0.0020559372538642203
Position 9231: 0.002000921139292037
Position 8259: 0.0018918631114847625
Position 12809: 0.001834398477509911
Position 2173: 0.0017854955847307822
Position 2995: 0.0017684048237043347
Position 11362: 0.0017322323286756056
Position 6142: 0.0017270645829205427
Position 12153: 0.0016881225202424997
Position 374: 0.0016409628547657922
Position 9626: 0.0016270598765324253
Position 7805: 0.0015498762855311041
Position 11479: 0.0015326164964529166
Position 10172: 0.0015049721253751268
Position 12080: 0.0014943563940786084
Position 11896: 0.0013432297351360855
Position 9410: 0.0012756063098807368
Position 10708: 0.0011782521482972517
Position 8999: 0.0011578747711828957
Position 2776: 0.0011479737669014495
Position 828: 0.0011368338849928766
Position 6958: 0.001124376139909546
Position 641: 0.0010977413862508646
Position 1390: 0.0010959460034570875
Position 2860: 0.0010728660967207302
Position 6874: 0.0009806063846529802
Position 12002: 0.0009519485024015986
Position 1081: 0.0008415454391993749
Position 2148: 0.0008409610289306646
Position 9829: 0.0008391047432492981
Position 2009: 0.0007740173265278254
Position 9488: 0.0006942541082271278
Position 14203: 0.0006539145736525638
Position 958: 0.0006356871999150829
Position 8655: 0.0006334021615293594
Position 618: 0.000616731985334711
Position 1003: 0.0005300354241449784
Position 1763: 0.0005017510450518974
Position 9579: 0.0004585739910902712
Position 9909: 0.0004331016300955634
Position 11296: 0.000420139154490569
Position 10618: 0.000404501339420044
Position 11545: 0.0004036820183626183
Position 2017: 0.00039150958781057485
Position 6796: 0.0003783024094501205
Position 11225: 0.00037522333193714915
Position 10517: 0.00035314146061941215
Position 8773: 0.00035295404430805716
Position 10382: 0.00035089350327707324
Position 8770: 0.00034434546943641685
Position 9948: 0.00033536081936170846
Position 13283: 0.0003092478488932574
Position 476: 0.00027693337242088703
Position 520: 0.00026674686632492596
Position 788: 0.0002529955485798774
Position 167: 0.0002502104366822398
Position 6950: 0.00024946651770417776
Position 268: 0.00023401204868788483
Position 451: 0.00022922657307726616
Position 1904: 0.00019440580870885374
Position 10085: 0.00019190742240230327
Position 635: 0.00012418381442690267
Position 10264: 0.00011754881195100362
Position 10807: 9.827567999516008e-05
Position 6946: 9.791444087476811e-05
Position 516: 8.286596490648292e-05
Position 351: 7.877253897756017e-05
Position 341: 7.699204696798325e-05
Position 589: 7.168063281615915e-05
Position 7363: 6.758163919669467e-05
Position 157: 6.340485917974486e-05
Position 7283: 6.305720596912503e-05
Position 146: 5.4062748250867196e-05
Position 289: 5.135796636437559e-05
Position 10231: 4.997534516714708e-05
Position 1010: 4.993656712441641e-05
Position 127: 4.9031359309898104e-05
Position 1041: 3.755020631862104e-05
Position 240: 3.6288540752367094e-05
Position 332: 3.381369275832856e-05
Position 838: 2.7367592751768046e-05
Position 380: 2.6809545830791637e-05
Position 854: 2.6240927835671063e-05
Position 1523: 2.4188469713391978e-05
Position 1806: 2.368007635478006e-05
Position 689: 2.2642317299346947e-05
Position 204: 1.8899945866230764e-05
Position 533: 1.6139571452391384e-05
Position 609: 1.1607611363261977e-05
Position 1533: 1.0768373481931557e-05
Position 1226: 1.0534448371306476e-05
Position 9602: 1.0388784079104892e-05
Position 1450: 8.365432552567524e-06
Position 9657: 6.177583513535556e-06
Position 1020: 5.654708277579062e-06
Position 160: 5.597475492403898e-06
Position 1013: 4.684182599504148e-06
Position 492: 4.552569021352655e-06
Position 383: 4.284900640988579e-06
Position 913: 4.145353950242471e-06
Position 1090: 3.5616955853682002e-06
Position 415: 3.247740281024918e-06
Position 1130: 2.2032623442137885e-06
Position 137: 2.1391620296121863e-06
Position 1543: 1.9796232916971542e-06
Position 408: 1.7030785936079763e-06
Position 622: 1.6467815490441706e-06
Position 426: 1.3701959293386279e-06
Position 10742: 6.855661359302701e-07
Position 2102: 6.044337248619332e-07
Position 1513: 4.5493578832549606e-07
Position 9871: 3.39187717023525e-07
Position 9693: 7.060595942411189e-09
