Gene = Knop1
Position 96: 0.00014315927189339554
Position 54: 0.0001165634807737911
Position 7714: 0.00011219065054956479
Position 9200: 0.0001052752202856894
Position 8603: 7.448367281305716e-05
Position 7770: 5.930915579937123e-05
Position 2236: 5.886226955766916e-05
Position 1331: 5.527321356375252e-05
Position 636: 4.991018263234368e-05
Position 237: 4.0173410199572283e-05
Position 464: 2.747011351575703e-05
Position 1082: 2.652478569145188e-05
Position 258: 2.5866941551530962e-05
Position 642: 2.545294598024355e-05
Position 403: 2.5203935048127613e-05
Position 114: 2.050136507200523e-05
Position 166: 2.0272419568354833e-05
Position 1327: 1.878009079299862e-05
Position 202: 9.624283638902955e-06
Position 649: 4.819291125544889e-06
Position 9: 4.673843973850926e-06
Position 487: 3.859890771521727e-06
Position 877: 3.316021850124481e-06
Position 561: 1.6294118194969943e-06
Position 759: 8.264632858063055e-07
Position 838: 5.296413752306033e-07
Position 1086: 2.768453693358644e-07
Position 1112: 2.444313939853848e-07
Position 871: 1.9889825878100013e-07
Position 850: 1.9684684894522756e-07
Position 1117: 1.7670418703041897e-07
Position 1175: 1.1776329508870799e-07
Position 5782: 5.425222779680287e-08
Position 903: 1.6119315388154133e-08
Position 746: 9.987327006211248e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7679: 0.9963068974694795
Position 5564: 0.8666511157391785
Position 10874: 0.5781536266629667
Position 4531: 0.4787637250777392
Position 12501: 0.38353660628564706
Position 7466: 0.3376878906202205
Position 11381: 0.3105025262015083
Position 7330: 0.29872542122515705
Position 2913: 0.29646409149189756
Position 11311: 0.2412595248400213
Position 1966: 0.2243114936279905
Position 13016: 0.22006466277343825
Position 724: 0.16301071257727878
Position 2700: 0.13897915786959586
Position 4261: 0.13773524675147433
Position 4552: 0.1337563004147478
Position 12690: 0.117694464877817
Position 743: 0.10425046474412208
Position 10159: 0.08690436997774034
Position 11734: 0.0726170639947478
Position 13770: 0.0706742411786246
Position 3060: 0.06600599228193374
Position 4797: 0.06239892982072802
Position 4979: 0.06057810581325715
Position 7933: 0.05956221278532925
Position 13533: 0.057559589078368556
Position 8963: 0.052795331420843146
Position 2193: 0.04549643229807545
Position 1679: 0.04401099185878376
Position 2862: 0.041686476007857624
Position 7895: 0.03860308682863731
Position 2590: 0.03777573692570599
Position 1942: 0.03762910845126318
Position 11186: 0.03675214500818482
Position 7510: 0.03391356092847023
Position 4265: 0.029184827458198552
Position 8705: 0.02804953449284859
Position 11666: 0.027559542249548683
Position 11149: 0.02217940620359744
Position 4483: 0.019372435734902802
Position 4276: 0.016645442964350877
Position 4995: 0.01626977442241099
Position 11245: 0.01612096766342943
Position 6295: 0.01450875164460874
Position 1708: 0.013952250302832703
Position 2157: 0.013868715406792012
Position 4169: 0.013026125343518158
Position 12931: 0.011850936920560818
Position 10266: 0.011672047309936305
Position 10934: 0.011564129441521211
Position 9768: 0.010639037454170667
Position 8720: 0.009884719654971418
Position 8176: 0.009563291011873046
Position 2547: 0.008614580673648462
Position 6314: 0.008488127041890713
Position 2609: 0.008366546578873797
Position 13082: 0.007999151130807462
Position 1945: 0.007973056897283747
Position 8739: 0.007884883991648516
Position 1973: 0.0075694008437283775
Position 7962: 0.007239955746285365
Position 7308: 0.006462895591569793
Position 762: 0.005726725526546075
Position 12191: 0.005702946935685729
Position 4668: 0.005672108827471043
Position 1071: 0.0055309807360635595
Position 1042: 0.004933683585525746
Position 10290: 0.004857027826569439
Position 8899: 0.004746204066609593
Position 1510: 0.00419917192079777
Position 3619: 0.003004303760576881
Position 9756: 0.0029934339637678344
Position 8788: 0.002947594709361904
Position 4211: 0.00283378537181601
Position 3113: 0.0026063913362621444
Position 2371: 0.0025581574851919063
Position 7291: 0.002545692351212074
Position 3107: 0.0024644138267681677
Position 10725: 0.002461813161323643
Position 13205: 0.002350814396009663
Position 3696: 0.0023081039080069237
Position 1241: 0.0022807082122066687
Position 443: 0.002277601343113733
Position 3076: 0.0022586488265013416
Position 496: 0.002214257528699927
Position 7204: 0.0021672741382563116
Position 11077: 0.0020780645512412472
Position 6993: 0.0016749842282643204
Position 1327: 0.00150193578185985
Position 7644: 0.0012510132951816181
Position 7987: 0.0011580912097944216
Position 942: 0.00100685600494406
Position 9440: 0.0008575808703637147
Position 1380: 0.0008516750623551786
Position 1770: 0.0007058032277378806
Position 964: 0.0006408929863213335
Position 1825: 0.0006210383003670509
Position 1427: 0.0006149625814546903
Position 2060: 0.0004120319975218319
Position 1435: 0.00030415418567082393
Position 1000: 0.0003013962067255435
Position 861: 0.00023141300822547174
Position 2113: 0.00022975439253517581
Position 1713: 0.00022836367636317725
Position 1479: 0.00022323071707037166
Position 784: 0.00021374101500237186
Position 1835: 0.00020882453904520225
Position 536: 0.00019533527794771282
Position 2002: 0.0001894154401031552
Position 1303: 0.00018130483652421548
Position 1874: 0.0001488374320760874
Position 2146: 0.00012337715747145244
Position 314: 0.00010143475536203859
Position 7993: 8.414701745206333e-05
Position 2065: 7.71226607304778e-05
Position 1348: 7.475262511056633e-05
Position 504: 5.9516729307210134e-05
Position 1815: 5.520205716807333e-05
Position 8507: 5.4196372479042714e-05
Position 2116: 5.336911861763898e-05
Position 1331: 5.2039376803253734e-05
Position 1784: 5.156027657979059e-05
Position 759: 5.115928879805511e-05
Position 2330: 5.010314389954222e-05
Position 300: 3.658090278168905e-05
Position 2827: 3.397395755815289e-05
Position 2705: 3.0931967315560096e-05
Position 2278: 3.0391248219866225e-05
Position 832: 2.480064396903656e-05
Position 811: 2.0582353367823965e-05
Position 403: 2.022590559400937e-05
Position 530: 1.909015259027305e-05
Position 1730: 1.6442407612074704e-05
Position 867: 1.4321911261513351e-05
Position 533: 8.719093458914441e-06
Position 277: 8.155481183368325e-06
Position 1112: 8.103719320536377e-06
Position 1410: 7.66265751726847e-06
Position 7878: 7.44721593945432e-06
Position 2961: 2.7673171183715025e-06
Position 1080: 1.9666607891922804e-06
Position 464: 1.740558501052812e-06
Position 1054: 1.6215149934097201e-06
Position 1058: 1.2221916342837862e-06
Position 423: 1.1843511314012688e-06
Position 1171: 1.0125866197964629e-06
Position 1107: 9.540696871127061e-07
Position 1408: 8.834098526727042e-07
Position 221: 8.752440738403595e-07
Position 791: 7.424586223350936e-07
Position 557: 5.607047771501006e-07
Position 1180: 4.854745679195832e-07
Position 515: 4.034070187206006e-07
Position 788: 1.6130267777483092e-07
Position 623: 1.268532560055268e-07
Position 178: 1.2085429945651397e-07
Position 944: 9.782116756401563e-08
Position 1117: 8.298815142153912e-08
Position 877: 7.17147575925053e-08
Position 698: 7.088234148776137e-08
Position 356: 6.943123118070989e-08
Position 806: 6.564154646458097e-08
Position 1085: 6.283390280259133e-08
Position 1155: 6.067714055993563e-08
Position 1005: 5.0381348046784175e-08
Position 110: 4.739199447025962e-08
Position 1342: 4.016932473764363e-08
Position 223: 3.9708463824318746e-08
Position 561: 3.7715501001971146e-08
Position 367: 3.6386477094637174e-08
Position 703: 2.739554927548159e-08
Position 894: 2.186764923996496e-08
Position 141: 7.328057273897332e-09
Position 123: 5.609326043023794e-09
Position 545: 4.984795479846102e-09
Position 567: 3.057228601128713e-09
Position 663: 2.691178263573117e-09
Position 667: 8.820093416891464e-10
Position 631: 2.8449858170795155e-10
Position 688: 1.743560306882398e-14
