Gene = Iqcf3
Position 348: 1.7313771884460667e-06
Position 1501: 1.700548643475681e-06
Position 1447: 1.5476190045584265e-06
Position 255: 1.0032838857893675e-06
Position 197: 8.785393934583805e-07
Position 590: 4.426063078475904e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9071: 0.731077001282428
Position 2437: 0.6058146781541791
Position 4416: 0.43511296690894274
Position 827: 0.41161818375173553
Position 7222: 0.38026180292816464
Position 851: 0.27368360925836366
Position 3013: 0.2559195535305969
Position 2986: 0.24016512268164625
Position 12568: 0.23979548262076897
Position 10948: 0.23308502493220104
Position 10007: 0.1884887701647777
Position 239: 0.18663039928435424
Position 4604: 0.1743826056405655
Position 7460: 0.15578805650740052
Position 10530: 0.12644487345019864
Position 382: 0.06526839612271765
Position 1383: 0.05379376799820392
Position 6293: 0.049593399848381015
Position 4442: 0.04638106087182233
Position 385: 0.03665337452800031
Position 13544: 0.03504129423396744
Position 1677: 0.02498668071593183
Position 4637: 0.02393734983682463
Position 429: 0.02343463093094213
Position 1187: 0.022853105879610754
Position 3031: 0.020711124093150343
Position 7837: 0.01973533645259973
Position 12410: 0.018934401399579512
Position 610: 0.01611920298039173
Position 694: 0.014933540341910202
Position 2508: 0.010640343377040314
Position 4577: 0.008890006533264808
Position 1408: 0.008496261325044366
Position 2117: 0.008055767420700384
Position 6310: 0.007622022534861779
Position 1962: 0.007143966464927713
Position 9727: 0.006843647161864501
Position 5830: 0.005953495843075663
Position 1142: 0.0048570189378640514
Position 2991: 0.0033784656216357583
Position 2827: 0.0031039386646258783
Position 569: 0.0030880209745057824
Position 4641: 0.003084646511997759
Position 2230: 0.0026094450012804212
Position 1156: 0.00254133475971269
Position 6527: 0.002467607115874627
Position 6485: 0.00245656200567859
Position 351: 0.00231051312952459
Position 629: 0.0021093618351820708
Position 2049: 0.0019169093630863395
Position 714: 0.001776358107701037
Position 1880: 0.0016990535489529307
Position 573: 0.0013444145973414258
Position 1103: 0.0011820287589701902
Position 551: 0.0011732059553538365
Position 1511: 0.0009342917858801249
Position 1169: 0.0008998192311800816
Position 8580: 0.00086454563632929
Position 1852: 0.0006912683538541817
Position 1210: 0.0006595739478447059
Position 445: 0.0004888141995566778
Position 1549: 0.0004858503431219639
Position 287: 0.00041593055569856167
Position 652: 0.00027305119947019005
Position 342: 0.00026895737369542384
Position 4025: 0.00022815239847771883
Position 452: 0.00019735916472071998
Position 548: 0.00017004076210987268
Position 696: 0.00016970290631214676
Position 699: 0.0001540580619888071
Position 586: 0.00013153339877265086
Position 621: 0.00011011164451920124
Position 477: 7.29834100670781e-05
Position 962: 6.216926881964221e-05
Position 876: 5.532892981577139e-05
Position 804: 4.6068847964769385e-05
Position 879: 4.1825355466829644e-05
Position 180: 4.0189530316515884e-05
Position 146: 3.959711103081851e-05
Position 322: 3.8656963876856975e-05
Position 531: 3.440849741814038e-05
Position 677: 3.3763159974602875e-05
Position 291: 3.0522264840648486e-05
Position 988: 2.7395253042960508e-05
Position 160: 2.723695202895044e-05
Position 359: 2.2469084478495442e-05
Position 580: 2.2448468183184942e-05
Position 255: 1.8051000228247106e-05
Position 263: 1.6518788965046835e-05
Position 639: 1.584056967628682e-05
Position 1350: 1.483375972794241e-05
Position 859: 1.2652056322735525e-05
Position 992: 1.2391012308284885e-05
Position 522: 1.083512060931573e-05
Position 869: 1.0242545470998722e-05
Position 1249: 7.450144739592201e-06
Position 319: 6.502302808691825e-06
Position 157: 3.755902029868654e-06
Position 481: 2.6051859408905297e-06
Position 302: 2.4344281959553285e-06
Position 134: 1.78374354794784e-06
Position 737: 1.2032576424017438e-06
Position 717: 9.16643724837996e-07
Position 754: 1.5753600353961714e-07
Position 976: 1.4258649386550355e-07
Position 174: 5.1211335465146196e-08
Position 267: 2.96134385683588e-08
Position 169: 1.0368044580593024e-08
Position 722: 6.72008219518715e-10
Position 474: 2.2435076248828083e-10
Position 456: 1.0634167980817015e-10
Position 461: 9.704199178879448e-11
