Gene = Hscb
Position 9269: 0.0036267039997439966
Position 3015: 0.0035823000399455357
Position 1646: 0.0030623799434596616
Position 3141: 0.0027827290339176055
Position 10446: 0.0026513044687168225
Position 1411: 0.0025707537646971796
Position 1687: 0.0022868730307732303
Position 7589: 0.0021556386891626155
Position 8317: 0.0020710870475030515
Position 2885: 0.002042154087057681
Position 3069: 0.00199062815771276
Position 8739: 0.001803116837292378
Position 3126: 0.001730829061124563
Position 642: 0.001682487431009236
Position 8163: 0.001545795773521407
Position 6960: 0.0013571573466007573
Position 10408: 0.0009617130734176879
Position 165: 0.000884670294827536
Position 4885: 0.0008664737344724208
Position 1389: 0.000839447557220448
Position 10490: 0.0007857602508126767
Position 7008: 0.000780142285149992
Position 5026: 0.0007687584330682625
Position 7460: 0.0006651829782514658
Position 4480: 0.0006309984874572336
Position 269: 0.000613913779894464
Position 3731: 0.0005550457551479738
Position 9265: 0.0005366953715937547
Position 9361: 0.0005250006776768714
Position 4874: 0.0005161342766458104
Position 1369: 0.0003950307530008424
Position 7223: 0.0003745934826654584
Position 619: 0.00036376721107802873
Position 1269: 0.0003479390957384857
Position 776: 0.00032210885511421835
Position 4905: 0.0002954887790762289
Position 837: 0.0002954571459622916
Position 5638: 0.00028786703373146074
Position 6363: 0.0002671429076126205
Position 8193: 0.00022619484177220333
Position 1465: 0.0002206908366838795
Position 375: 0.0001783683617726313
Position 6306: 0.00016129363203878097
Position 3546: 0.0001475333583587183
Position 1223: 0.00013935635897842545
Position 5395: 0.00013565173127837692
Position 599: 0.0001294310087718016
Position 5440: 0.00012078413115049143
Position 3975: 8.461229988553091e-05
Position 3659: 6.348315261749637e-05
Position 1427: 6.0595921234946114e-05
Position 703: 5.80494781547472e-05
Position 1552: 5.5468748148847674e-05
Position 1379: 5.5363775330404986e-05
Position 1515: 5.069298917229728e-05
Position 5342: 4.9160735312463205e-05
Position 4794: 4.885781355306812e-05
Position 918: 3.95136183953203e-05
Position 510: 3.088952181001008e-05
Position 5964: 2.949798969595354e-05
Position 5666: 2.9105132007213994e-05
Position 585: 2.8769754409566608e-05
Position 630: 2.4470687615889833e-05
Position 648: 2.1391861362143435e-05
Position 956: 2.0243925475396767e-05
Position 657: 1.4271572754941732e-05
Position 4238: 1.35587725397233e-05
Position 4312: 1.2059063695514147e-05
Position 4209: 1.0725309905359794e-05
Position 340: 1.0104884819857677e-05
Position 379: 7.092236587901079e-06
Position 3314: 5.904922908950544e-06
Position 1175: 5.859843555670787e-06
Position 529: 5.739278572979051e-06
Position 188: 5.631545703907482e-06
Position 546: 3.6226736917509125e-06
Position 1897: 3.439062640673077e-06
Position 531: 3.3167185455374705e-06
Position 425: 2.9832627269126754e-06
Position 193: 2.4323828468807504e-06
Position 119: 2.097054673935727e-06
Position 1047: 1.8667857771308285e-06
Position 131: 1.5424762569243718e-06
Position 150: 1.5165255013007186e-06
Position 908: 1.4594481056966264e-06
Position 152: 1.4349652576287086e-06
Position 116: 1.4155847059080315e-06
Position 395: 1.3518196031904056e-06
Position 1401: 1.13685157117394e-06
Position 523: 1.0554351488878888e-06
Position 563: 1.051545417956602e-06
Position 461: 9.355027846414591e-07
Position 103: 8.472996735023814e-07
Position 3548: 7.83884121091021e-07
Position 3591: 7.437170363548106e-07
Position 900: 7.100016390698819e-07
Position 540: 5.932418762079909e-07
Position 558: 4.6534282853766935e-07
Position 409: 4.425111275296731e-07
Position 3770: 3.855134864015281e-07
Position 570: 3.628841023902092e-07
Position 210: 3.4468901348464924e-07
Position 513: 3.414813832727468e-07
Position 593: 3.3330690747908847e-07
Position 662: 2.9489379359932235e-07
Position 1503: 2.5109739871244e-07
Position 726: 2.3417816197963563e-07
Position 3668: 2.1257885173251447e-07
Position 312: 1.8802971125299048e-07
Position 401: 1.551983864568913e-07
Position 332: 1.5060553661087048e-07
Position 939: 1.235828065289255e-09
