Gene = Retreg2
Position 3902: 1.9712196876221716e-05
Position 1674: 1.93589523983695e-05
Position 206: 1.754333201853708e-05
Position 1523: 1.4685970353219316e-05
Position 213: 1.3375861478775116e-05
Position 731: 9.398883393559806e-06
Position 3870: 8.062562091612247e-06
Position 694: 7.779374685905366e-06
Position 1683: 7.2686052337164476e-06
Position 223: 4.545288373736178e-06
Position 807: 4.115301017760919e-06
Position 532: 4.0404179136494316e-06
Position 683: 3.574389662572653e-06
Position 229: 3.226528118230177e-06
Position 3130: 1.660266854824678e-06
Position 955: 1.3486123153927355e-06
Position 434: 1.2198239675203507e-06
Position 524: 6.351075327971389e-07
Position 572: 6.284506419629651e-07
Position 595: 5.441034613609277e-07
Position 4107: 1.8130855981229408e-07
Position 4186: 1.766001654131359e-07
Position 586: 1.1556868616707841e-07
Position 598: 1.1231187577896434e-07
Position 4: 7.472063671125764e-08
Position 589: 2.5157975840572857e-08
Position 2229: 9.779787713997028e-09
Position 1999: 5.65112859886868e-09
Position 2110: 3.0149541670750947e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2893: 0.8847907865485233
Position 1517: 0.8796089001775896
Position 2173: 0.8124292894001259
Position 1835: 0.8076344185963356
Position 582: 0.7229354949953295
Position 3643: 0.7065835998460144
Position 4044: 0.44443138992536724
Position 4746: 0.30012846157341294
Position 2416: 0.2594122196547459
Position 2472: 0.21948277619099488
Position 1136: 0.20364384177360115
Position 624: 0.1386605355586218
Position 187: 0.10909027251362034
Position 4625: 0.047404870847536085
Position 3194: 0.046190072072312384
Position 2012: 0.03538331814457
Position 2259: 0.029159037134371363
Position 2933: 0.027933660759684904
Position 4784: 0.025353278970292045
Position 2089: 0.02155656755856314
Position 1315: 0.019927242651422723
Position 991: 0.017722577687141403
Position 3278: 0.017072122935871563
Position 1605: 0.0159919257508244
Position 1495: 0.014976630485500417
Position 955: 0.009442768394257452
Position 689: 0.009397489214627606
Position 3600: 0.009302935810695774
Position 1521: 0.008208364016638808
Position 2223: 0.007561566640602082
Position 1226: 0.007197385037648906
Position 1765: 0.007014111268661108
Position 1356: 0.006872556190866991
Position 274: 0.006096807040561576
Position 1258: 0.005757748902896532
Position 184: 0.0056885392423223395
Position 2071: 0.0054146062493062785
Position 1167: 0.00493716127920215
Position 1392: 0.004734166530991804
Position 3910: 0.004583699797320204
Position 1574: 0.003369332467707412
Position 3868: 0.003276270381008606
Position 253: 0.0032021735587993727
Position 3768: 0.0029787566634876883
Position 5004: 0.0028857835423901413
Position 4668: 0.0027951485796028374
Position 836: 0.002750604392765983
Position 1092: 0.002474025882627669
Position 2214: 0.002451382553305635
Position 4897: 0.0024107158428165543
Position 3473: 0.0023321089174692484
Position 4979: 0.0023230308478737875
Position 3736: 0.0020398611224778304
Position 475: 0.0019187490175136975
Position 2110: 0.0018611666775924362
Position 1534: 0.0018577632127649247
Position 1290: 0.0016847056291462523
Position 197: 0.0016336147919960835
Position 218: 0.0016203665062373778
Position 4213: 0.0015200735494148904
Position 999: 0.0014076882989252284
Position 2863: 0.0013816713881276608
Position 2502: 0.0012387284591941945
Position 3880: 0.001161765574281948
Position 2474: 0.0011390696024298455
Position 3476: 0.0011202380846104787
Position 295: 0.0010642655395047412
Position 2244: 0.001036807872319856
Position 4586: 0.001034219156392688
Position 181: 0.0009752899300761187
Position 3436: 0.0009661138945754372
Position 1360: 0.0009054687686755337
Position 3822: 0.0008638648429870863
Position 968: 0.0007433156571180332
Position 784: 0.0006991360584481679
Position 206: 0.0006969733519439665
Position 2225: 0.0006843584628908955
Position 4536: 0.0006516365360602914
Position 3772: 0.0006091411602208055
Position 1151: 0.0006017718409247939
Position 554: 0.0005226930081196171
Position 202: 0.0005089258314097941
Position 2103: 0.0004440581780081308
Position 483: 0.0004353850583194758
Position 458: 0.0004033657038314885
Position 3203: 0.0003807606882938169
Position 2505: 0.0003804251927227188
Position 1542: 0.00034527655211553823
Position 1988: 0.00033996337374151504
Position 2795: 0.00033774339731049705
Position 4543: 0.00033474669097031126
Position 1566: 0.0003146371605655117
Position 2526: 0.0002978219026623624
Position 3757: 0.00027509147453921
Position 2270: 0.00027193372599724136
Position 1952: 0.0002656723822170028
Position 4119: 0.00023345688291592315
Position 1264: 0.00022565199492029814
Position 4081: 0.00021213696774947472
Position 2038: 0.000207522031637707
Position 4077: 0.00020656353877036447
Position 3657: 0.00020170599246356133
Position 1556: 0.0001935734565669999
Position 1475: 0.0001911831192918944
Position 1194: 0.00019085784265066542
Position 2969: 0.00017259076993756048
Position 3152: 0.00016404710936552804
Position 3374: 0.00016398743776792552
Position 565: 0.00015314640461900884
Position 1362: 0.00014668759565442682
Position 2481: 0.00014238522476168843
Position 3654: 0.0001274732695570078
Position 1418: 0.00012101481262849393
Position 1798: 0.00011972335722725521
Position 2565: 0.00011471935364663832
Position 423: 0.00010045089566901164
Position 1177: 9.656708034817955e-05
Position 163: 9.394837780409483e-05
Position 894: 9.158645125083241e-05
Position 930: 9.089366677413262e-05
Position 936: 9.072893696117195e-05
Position 1629: 8.083444145618619e-05
Position 2121: 8.08326141069703e-05
Position 1191: 8.079092723837418e-05
Position 3017: 7.487955256364012e-05
Position 2499: 7.170022620586557e-05
Position 2067: 5.1256367332364306e-05
Position 5121: 4.9699143983018094e-05
Position 1450: 4.8464683400239084e-05
Position 306: 4.709358949362245e-05
Position 920: 4.545690388880408e-05
Position 432: 4.316383966392166e-05
Position 1018: 4.205269062981146e-05
Position 3537: 3.930445387683481e-05
Position 1045: 2.608850226731297e-05
Position 501: 2.5878136712186817e-05
Position 1618: 2.3411333354864403e-05
Position 1398: 1.930849081156691e-05
Position 2035: 1.577601296692928e-05
Position 2134: 1.512057012409815e-05
Position 292: 1.498369955175724e-05
Position 2027: 1.3662341867352304e-05
Position 1680: 1.2568632888174524e-05
Position 2030: 9.870224144709602e-06
Position 1993: 5.057385719634005e-06
Position 2656: 4.393730498270485e-06
Position 357: 4.133236088201048e-06
Position 360: 3.2615310027128985e-06
Position 495: 2.62415724474186e-06
Position 2653: 2.3823788905807086e-06
Position 147: 2.271487651391376e-06
Position 3550: 2.2443157957736766e-06
Position 763: 2.021711840997086e-06
Position 385: 1.572584499255947e-06
Position 1014: 1.1001072408611941e-06
Position 911: 1.0344977829183167e-06
Position 387: 1.0124592007122696e-06
Position 503: 9.651678925886569e-07
Position 1055: 9.47381977668375e-07
Position 399: 5.942155079926051e-07
Position 1008: 5.372015105322679e-07
Position 2660: 3.7168626342602646e-07
Position 757: 3.4980177380048335e-07
Position 889: 1.0956034744674516e-07
Position 3227: 8.2057517940858e-08
Position 897: 6.629842134978991e-08
Position 752: 4.385709016386976e-08
Position 4314: 1.818547852531537e-08
Position 87: 1.2558916628869162e-13
Position 84: 8.502468661961284e-16
