Gene = Mmab
Position 279: 3.34846762752729e-08
Position 622: 6.589852923093901e-09
Position 344: 4.81577359638088e-09
Position 1432: 6.602636719043757e-11
Position 1479: 3.663505827774395e-11
Position 1320: 2.764559420419207e-11
Position 1391: 1.6268544842919273e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5445: 0.9443519897616518
Position 1237: 0.8609394448027086
Position 7516: 0.8454653171469829
Position 7252: 0.8073374010028715
Position 6184: 0.7899357503767855
Position 10701: 0.6414466787222785
Position 8722: 0.4961366226564065
Position 12875: 0.3639438202830444
Position 10903: 0.2456243257854536
Position 5612: 0.23883970067463955
Position 9434: 0.09173182168963843
Position 5973: 0.07512090547720521
Position 12428: 0.06882625381406962
Position 10931: 0.06297112459923798
Position 3000: 0.04548686190630006
Position 6937: 0.045362103450484983
Position 877: 0.04508066532294607
Position 7466: 0.04196010289197025
Position 11992: 0.04048474543529088
Position 12063: 0.039298834547990984
Position 10727: 0.03748976696650111
Position 6007: 0.03429641803074087
Position 4426: 0.03401616334236102
Position 1132: 0.03331922335304712
Position 4019: 0.03025852581764852
Position 6095: 0.029085778415717866
Position 852: 0.026426458609668895
Position 1196: 0.024926867498341974
Position 1163: 0.022897792852311437
Position 8741: 0.021600881258472347
Position 11527: 0.020072392038100854
Position 3935: 0.019704552424669952
Position 5466: 0.018824294823153186
Position 9706: 0.01792095515455035
Position 11933: 0.017642100513411214
Position 5455: 0.016962063115608442
Position 6526: 0.015756310874456086
Position 149: 0.015493429224350761
Position 4477: 0.012619412415638433
Position 8621: 0.01229659309884413
Position 9122: 0.012180476460624937
Position 12835: 0.012016379987162276
Position 11827: 0.011435496236495342
Position 6484: 0.010674933853070164
Position 5117: 0.010386583450104472
Position 11741: 0.009774903239612562
Position 12378: 0.009668596735967854
Position 894: 0.008782716071857127
Position 828: 0.008243241264832467
Position 5182: 0.00739958974018987
Position 11304: 0.007197942077927254
Position 12846: 0.006300702154610403
Position 12388: 0.006294970322004104
Position 7438: 0.006149036970538589
Position 5951: 0.0059408705955694965
Position 7269: 0.005881275953454372
Position 6802: 0.005733942970563435
Position 1190: 0.005077903369084348
Position 8865: 0.005048045822597873
Position 6701: 0.004978113336164953
Position 12919: 0.00494133832139884
Position 6728: 0.004808788190051844
Position 11704: 0.004665743763891336
Position 4386: 0.004217318709927282
Position 5333: 0.004146785957090214
Position 5019: 0.003996067104007854
Position 1244: 0.0038971598816102265
Position 727: 0.003778158181877126
Position 7955: 0.003683482178349485
Position 3005: 0.003676948339784948
Position 974: 0.003662221427048267
Position 7224: 0.0035407937803806832
Position 9909: 0.003418807398668352
Position 9687: 0.0033748036794333303
Position 4485: 0.00294072550900576
Position 3956: 0.002897482492334131
Position 3593: 0.0027426209676001067
Position 8099: 0.0027223843156787496
Position 8045: 0.0027126167370764786
Position 10191: 0.0026533523878542525
Position 1010: 0.0023786796398258168
Position 656: 0.0023352174874042408
Position 5060: 0.0023344290751318533
Position 846: 0.002274907710151722
Position 4352: 0.0018068074129645442
Position 12720: 0.0017395315253664239
Position 12787: 0.0016600575938801733
Position 414: 0.0016277644134047244
Position 1397: 0.001547392608573318
Position 1037: 0.0014798505113783054
Position 8131: 0.0014657249323171433
Position 8414: 0.0014480221906135206
Position 7354: 0.0013897980244032663
Position 12888: 0.0012734831503963462
Position 730: 0.0012608445978261364
Position 4530: 0.0012280072275369825
Position 9476: 0.0011553999114260745
Position 9270: 0.0010549380119619996
Position 7468: 0.0010238077291514882
Position 5782: 0.001011317434570579
Position 3062: 0.0009700035250867561
Position 3081: 0.0009674019992289919
Position 6860: 0.0009426266670113499
Position 2955: 0.0009282774846744016
Position 8287: 0.0009094716004016425
Position 1138: 0.0009094203344161343
Position 5918: 0.0008661001010229513
Position 1451: 0.000852351351350128
Position 4657: 0.0007724217773066747
Position 7254: 0.0007620509040280328
Position 1061: 0.0007546939674882245
Position 3115: 0.0007356176982663465
Position 7857: 0.0006744970516892531
Position 4460: 0.0006367663076772687
Position 1429: 0.0005738068100378551
Position 5221: 0.0005301082337261073
Position 1260: 0.0005298245126991954
Position 3901: 0.000514610501907312
Position 9297: 0.0004818693912487895
Position 8544: 0.000472645125941876
Position 4087: 0.00046748363211302114
Position 5265: 0.00046187867422971913
Position 1982: 0.0004371577300413295
Position 4749: 0.00042532950288417333
Position 6207: 0.0004160183424840375
Position 5811: 0.0004017267292351246
Position 118: 0.0003999950771948747
Position 7523: 0.00039843310936738343
Position 942: 0.00039042026916793094
Position 9441: 0.000378567318546238
Position 10233: 0.00037275188465706846
Position 4601: 0.0003686275873301096
Position 4744: 0.00036209010397894316
Position 2172: 0.000359762857638504
Position 1156: 0.0003486331977262163
Position 6123: 0.00034781559773785874
Position 1416: 0.00033810816899887067
Position 553: 0.00032851780498848544
Position 6099: 0.0003016003377463895
Position 5615: 0.0002831587795344881
Position 833: 0.0002800489555164915
Position 6826: 0.00027117656286701545
Position 5473: 0.00025899007613029826
Position 6614: 0.00025671862481144614
Position 693: 0.00024270525684784352
Position 4052: 0.0002335391955901057
Position 5980: 0.00023186899256442435
Position 7925: 0.0002309234807370615
Position 958: 0.00022678296094937763
Position 891: 0.0002164693834249737
Position 5469: 0.00021408276035097257
Position 6342: 0.00021240105917421536
Position 754: 0.00020940923719134155
Position 5340: 0.0002035772525542163
Position 151: 0.0001947996987210468
Position 6566: 0.00019364436363448622
Position 931: 0.0001593353108136177
Position 127: 0.0001424279956454719
Position 3542: 0.00014225029972850836
Position 164: 0.00013504235614871015
Position 8453: 0.00013347666629904582
Position 8068: 0.00013087220149457732
Position 6841: 0.00012504831947725455
Position 400: 0.00011723790096187164
Position 6158: 0.00011264000369969035
Position 3160: 0.0001090130606227622
Position 1516: 0.00010849456004359129
Position 622: 0.00010539266161712805
Position 6738: 9.046111872641711e-05
Position 7273: 8.76453910125799e-05
Position 993: 8.18602892536676e-05
Position 6058: 8.060032992089256e-05
Position 1134: 7.936971163685558e-05
Position 12107: 7.657160889530231e-05
Position 599: 7.609449851048515e-05
Position 397: 7.460227548047359e-05
Position 1140: 7.418680362066955e-05
Position 788: 7.39286306572477e-05
Position 325: 6.559577687122578e-05
Position 1391: 6.102415636621234e-05
Position 1021: 5.5858494109461496e-05
Position 856: 4.6176288454463426e-05
Position 925: 4.326389404170773e-05
Position 1050: 3.909089015437655e-05
Position 1047: 3.820561345958012e-05
Position 936: 3.116030189806135e-05
Position 3048: 2.1885823816906607e-05
Position 580: 1.6329878071006017e-05
Position 997: 1.3729540643685672e-05
Position 793: 1.3073630136623443e-05
Position 631: 1.1692154945121745e-05
Position 1065: 1.1238853505509968e-05
Position 303: 1.1051833422814473e-05
Position 804: 1.1002848532189488e-05
Position 757: 1.0651990767465942e-05
Position 1265: 1.0644810197716713e-05
Position 1098: 1.0383153541994716e-05
Position 567: 1.0145120123606947e-05
Position 801: 9.507910579752448e-06
Position 1034: 9.352840711183932e-06
Position 1171: 9.301053998335762e-06
Position 1071: 8.865067328472505e-06
Position 223: 7.629512467916406e-06
Position 1286: 6.307198840757086e-06
Position 1143: 6.238535733470707e-06
Position 6511: 5.900159157722957e-06
Position 1067: 5.613396188792218e-06
Position 4043: 5.480036142594368e-06
Position 492: 5.4497533512028515e-06
Position 3022: 5.4264364795077625e-06
Position 8667: 5.087689311568057e-06
Position 506: 5.040933052727379e-06
Position 3188: 4.342600793734707e-06
Position 421: 4.093441288343058e-06
Position 6231: 3.91362311747382e-06
Position 195: 3.466112365479035e-06
Position 3845: 3.337743154183365e-06
Position 3978: 3.1021335055733145e-06
Position 1088: 2.515715006462868e-06
Position 1119: 2.2727965773527725e-06
Position 3147: 1.5032327098812878e-06
Position 1431: 1.43253120788269e-06
Position 470: 1.3375800857542335e-06
Position 6271: 1.3003496266617643e-06
Position 1378: 1.0695327852293387e-06
Position 2030: 8.924781249216129e-07
Position 698: 8.711266041880903e-07
Position 1274: 7.827603711076417e-07
Position 2197: 7.570558051452399e-07
Position 1092: 6.501581370587489e-07
Position 807: 5.13836445254292e-07
Position 1987: 4.6249025541768865e-07
Position 460: 3.8255448683864194e-07
Position 6239: 3.70177125232498e-07
Position 2044: 3.207885495810133e-07
Position 1953: 3.1999417076430793e-07
Position 220: 2.5840333441599695e-07
Position 310: 2.1901359758466523e-07
Position 2152: 1.9464737225065543e-07
Position 1561: 1.7223559887418568e-07
Position 1620: 1.3047752101001462e-07
Position 2004: 1.2188116806763654e-07
Position 341: 1.0448442108440877e-07
Position 305: 9.811316859372007e-08
Position 174: 7.039609359488247e-08
Position 184: 5.366913684977405e-08
Position 355: 1.4835448434327068e-08
Position 712: 1.3906304921966302e-08
Position 1293: 9.14609966998175e-09
Position 428: 4.949337396641285e-09
Position 360: 4.2100749775512e-09
Position 336: 1.5453335605307832e-09
Position 448: 1.1665460848571063e-09
Position 351: 1.7957595943598562e-10
Position 203: 1.3919387144783048e-11
Position 189: 1.5534631397593064e-12
Position 205: 1.12754916495008e-12
