Gene = Dap3
Position 25327: 0.006512304235670037
Position 27545: 0.006375390642581957
Position 25526: 0.005913182264420611
Position 25529: 0.005094820577704696
Position 15462: 0.005081387483900293
Position 25480: 0.004689743176198021
Position 25228: 0.0023165223792582677
Position 24516: 0.0021906091198946945
Position 26922: 0.002011170862039585
Position 433: 0.0017085907259444155
Position 21267: 0.0016749063216525153
Position 839: 0.0014994059734548691
Position 25394: 0.0014770479426437352
Position 21381: 0.0009990310240278052
Position 25812: 0.000913710779300902
Position 22840: 0.000885290942295806
Position 17003: 0.0008730844201128985
Position 25710: 0.0008558375803668692
Position 454: 0.0006112573187926713
Position 287: 0.0005576558680147699
Position 623: 0.0005237118371388928
Position 20705: 0.0003439523395646623
Position 657: 0.00026843144061132034
Position 252: 0.0002255012401883568
Position 492: 0.00021640378747427575
Position 524: 0.00019283711863699032
Position 22403: 0.0001325167958739645
Position 18181: 0.00013226672231689187
Position 5328: 2.6491429409676848e-05
Position 6781: 1.5971676529296678e-05
Position 3523: 9.500952452816988e-06
Position 15722: 9.019267388770801e-06
Position 2014: 7.85656215496009e-06
Position 17600: 7.70619649379154e-06
Position 15922: 7.284593084396587e-06
Position 2071: 6.721653623016464e-06
Position 14415: 4.299075467501669e-06
Position 6798: 3.951293680593754e-06
Position 14430: 2.671503138194345e-06
Position 1972: 1.826028012534501e-06
Position 14450: 1.1481853893907531e-06
Position 2112: 1.1386298459006964e-06
Position 1994: 3.1303461153519114e-07
Position 3325: 3.112653500205467e-07
Position 737: 1.2451647036513988e-07
Position 6387: 5.375856730198751e-08
Position 4067: 2.766819721160996e-08
Position 4836: 1.7101270706608307e-08
Position 1057: 4.616357505733927e-09
Position 1680: 2.24482049173081e-09
Position 1557: 2.048972751515517e-09
Position 2495: 1.8403259864523838e-09
Position 3157: 1.8245908224817877e-09
Position 2586: 1.3685199144221096e-09
Position 1470: 1.145275702374472e-09
Position 1119: 1.0760053016655983e-09
Position 1781: 9.580542392177982e-10
Position 1192: 6.775071676614333e-10
Position 619: 9.323180195421457e-12
Position 753: 5.9033879976515094e-12
Position 343: 2.7717124488441487e-12
Position 527: 2.137217206809792e-12
Position 289: 1.362412946101416e-12
Position 671: 7.272622801889891e-13
Position 521: 6.188247857038686e-13
Position 759: 5.744430963535098e-13
Position 533: 4.901275106954626e-13
Position 639: 3.959880688038901e-13
Position 293: 3.724263285201038e-13
Position 257: 2.8100094571977357e-13
Position 235: 2.604829626584448e-13
Position 659: 1.614983638123729e-13
Position 892: 1.0715632173626874e-13
Position 306: 7.5160850146927e-14
Position 850: 7.302987073724621e-14
Position 699: 6.681054170922006e-14
Position 298: 5.773918838982242e-14
Position 631: 5.5593610578134776e-14
Position 636: 4.622249688356305e-14
Position 867: 4.163554202664878e-14
Position 232: 3.0541302550202424e-14
Position 132: 1.8442097878040614e-16
