Gene = Spp1
Position 713: 3.124760869907343e-05
Position 310: 2.9121138680206324e-05
Position 985: 2.7941043421418898e-05
Position 261: 2.4269619455856945e-05
Position 846: 2.259533722239629e-05
Position 755: 1.9885355526637807e-05
Position 191: 1.80332316564969e-05
Position 758: 1.7803034116606423e-05
Position 582: 1.6432989024210682e-05
Position 835: 1.6299159090164166e-05
Position 727: 1.4252903356400868e-05
Position 599: 1.2196397869351485e-05
Position 676: 1.198268402931229e-05
Position 1205: 1.1695839799309943e-05
Position 1193: 1.0069294975298036e-05
Position 255: 9.487193137935331e-06
Position 180: 8.052463311263336e-06
Position 90: 7.858041651640106e-06
Position 171: 7.148926428728031e-06
Position 674: 6.981882140874131e-06
Position 761: 5.811722676456286e-06
Position 158: 5.0776132000201856e-06
Position 780: 4.915396972649898e-06
Position 185: 3.3811167018508074e-06
Position 1300: 3.076345241820131e-06
Position 519: 3.0068198817007e-06
Position 473: 1.8154086037037726e-06
Position 820: 1.7844007613314562e-06
Position 108: 1.6912085858594197e-06
Position 280: 1.5135585210348308e-06
Position 656: 1.431626715691055e-06
Position 485: 9.535317804371099e-07
Position 248: 6.432055438628457e-07
Position 1234: 5.618410114540921e-07
Position 1196: 5.4075432212649e-07
Position 478: 3.225677627761367e-07
Position 533: 2.1769510881483512e-07
Position 1250: 9.266864113843483e-08
Position 40: 4.35080737487006e-08
Position 502: 1.2756011772363958e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4146: 0.9191739608157121
Position 1422: 0.9004672606661447
Position 923: 0.8191602436592098
Position 1256: 0.7577588699738352
Position 2536: 0.6321906094264813
Position 3107: 0.38778315438546535
Position 5110: 0.2938825542872597
Position 1771: 0.12675485839440648
Position 1193: 0.12035789038413268
Position 2747: 0.11801810041169798
Position 4479: 0.11664751527623957
Position 2502: 0.05997058857067134
Position 656: 0.059206886575220254
Position 830: 0.03582660459920835
Position 5197: 0.03381942528795679
Position 5221: 0.03338224965199486
Position 1891: 0.030187048267937444
Position 5126: 0.025162115694325294
Position 4998: 0.01978535228158876
Position 5650: 0.017550566312814687
Position 5691: 0.015428955118504742
Position 2544: 0.014994132336539304
Position 2787: 0.013606103521463398
Position 1750: 0.013320216428105196
Position 3126: 0.010640553388606245
Position 4345: 0.010197828297545942
Position 3031: 0.008624653188337756
Position 3007: 0.0071938822186884835
Position 5152: 0.007074980542103336
Position 4880: 0.006207781311140617
Position 1962: 0.005853082704272814
Position 1224: 0.005706768680622389
Position 5020: 0.003350700286642395
Position 1153: 0.0033167703190134035
Position 1445: 0.0028146973422054503
Position 1147: 0.002735676656055203
Position 5474: 0.0027207107796994967
Position 3131: 0.002673661142388825
Position 1642: 0.002570192522234843
Position 4935: 0.0024399985489741245
Position 5286: 0.0023980129783620283
Position 1711: 0.0021394373975314675
Position 5598: 0.0021328591604551778
Position 1901: 0.0021299577327120664
Position 2760: 0.0020479432283052497
Position 519: 0.0020437795831225896
Position 1746: 0.0019824463715785523
Position 1086: 0.0019266859308848638
Position 5725: 0.0019069696639689403
Position 5538: 0.0017281040556244986
Position 1997: 0.0016729234781665723
Position 2979: 0.0016244929170676561
Position 2337: 0.0015738408708013392
Position 158: 0.0014846158068260356
Position 4562: 0.0014655030625924253
Position 4172: 0.0014173348309096717
Position 687: 0.0013636202017039672
Position 780: 0.0011932991424001475
Position 667: 0.0011186200391385267
Position 2167: 0.0010226463183542122
Position 2460: 0.0008994970970555834
Position 2228: 0.000870553114600708
Position 1687: 0.0007566890577246124
Position 1864: 0.0007336673186881016
Position 4157: 0.0007171747375059826
Position 2564: 0.0007072866310066809
Position 1658: 0.0006598172542813523
Position 927: 0.0006267218142174112
Position 1601: 0.0006198367772580611
Position 4655: 0.0006058581767575478
Position 2617: 0.0005757035011265389
Position 1782: 0.0005445055308890224
Position 4694: 0.0005255981368750935
Position 576: 0.0004985630374469815
Position 2555: 0.00047606583146852263
Position 3218: 0.0004575564293076063
Position 1845: 0.00044010681249952854
Position 3051: 0.00037405535927168107
Position 727: 0.0003666448113799554
Position 171: 0.0003608758936986641
Position 1708: 0.00034774729062169124
Position 1785: 0.00033272331773119936
Position 811: 0.0002789566529331177
Position 1938: 0.00027333998863743905
Position 205: 0.0002707683974462933
Position 613: 0.0002536007892353046
Position 4517: 0.0002510836022161691
Position 2593: 0.00022025527510355518
Position 1203: 0.00021630749592476737
Position 1718: 0.0002020498077840879
Position 4594: 0.000155173284143481
Position 1429: 0.00015463054591435333
Position 1921: 0.00014070512706692277
Position 1859: 0.0001345209658185456
Position 3654: 0.00013093090265414874
Position 1807: 0.00011645021503343507
Position 941: 0.00011362909883661391
Position 1283: 0.00011171045037242784
Position 1205: 9.791790453223825e-05
Position 1450: 8.380062698809579e-05
Position 1677: 7.875529226786967e-05
Position 2380: 7.477388605061879e-05
Position 1801: 7.330372764367536e-05
Position 1375: 6.966577547266023e-05
Position 1157: 6.766884094397749e-05
Position 2683: 6.457066583848561e-05
Position 2022: 6.0020268001576604e-05
Position 2649: 5.92482485708691e-05
Position 1794: 5.6311489086133846e-05
Position 996: 5.458217243002102e-05
Position 175: 5.374853581730629e-05
Position 592: 4.803309643185103e-05
Position 582: 3.74687322994605e-05
Position 705: 3.3451218948194585e-05
Position 1056: 3.039836614714735e-05
Position 789: 2.656096979793654e-05
Position 4228: 2.6522479141261807e-05
Position 615: 2.278045583731371e-05
Position 4848: 2.225666279548756e-05
Position 990: 1.719051630709522e-05
Position 1035: 1.6568503308890145e-05
Position 2288: 1.1832874506610659e-05
Position 478: 1.0826571381207628e-05
Position 224: 1.033024335882698e-05
Position 2307: 1.024145822417727e-05
Position 543: 9.603945772236693e-06
Position 2596: 8.745041352283795e-06
Position 4366: 8.374811720270653e-06
Position 2599: 8.047355240965023e-06
Position 244: 7.714996792954472e-06
Position 1452: 6.843618037858139e-06
Position 1275: 5.11816518429132e-06
Position 846: 4.921257214629538e-06
Position 213: 2.801403425829929e-06
Position 548: 2.1718457279968448e-06
Position 538: 2.1337516550849742e-06
Position 290: 1.31608899954239e-06
Position 710: 1.1939902399534808e-06
Position 1334: 1.031221031614079e-06
Position 142: 4.247209966949832e-07
Position 276: 1.1135420495558185e-07
Position 1491: 8.780856361780957e-08
Position 1970: 2.283498057087512e-08
Position 1458: 1.9918712471945975e-08
Position 248: 7.152852662315638e-09
Position 299: 2.4735968879875773e-09
Position 297: 1.0922647562736748e-09
Position 1463: 7.258081491039263e-10
Position 301: 4.293508951650568e-10
Position 1381: 3.345211251784192e-10
Position 258: 2.336753656117145e-10
Position 295: 1.8962046483927389e-10
Position 108: 1.537526599636218e-10
Position 293: 1.3555656365169188e-10
Position 129: 1.1191640993193955e-12
Position 261: 3.0714213209088363e-13
Position 135: 1.5829118043435917e-13
Position 101: 1.3171852111083031e-13
Position 140: 7.138229433819045e-14
