Gene = Tapt1
Position 4483: 0.011192885447685218
Position 407: 0.01110507785271409
Position 1469: 0.011015271160010857
Position 4105: 0.011003737084600678
Position 3947: 0.008908139322286927
Position 9835: 0.008334660567902335
Position 3110: 0.008213907922661622
Position 9731: 0.007011626262738374
Position 3363: 0.006970750645567433
Position 2840: 0.006706051505577389
Position 11009: 0.006489572634740059
Position 8104: 0.006113234545494913
Position 3067: 0.005069770409992598
Position 4176: 0.0048866238254391655
Position 6186: 0.003547128777901692
Position 2249: 0.003184483871300579
Position 5817: 0.002754027280280482
Position 9987: 0.0025832034956266765
Position 2708: 0.002239658210091233
Position 8667: 0.0020357361050558796
Position 4023: 0.0020166970578666837
Position 3646: 0.0017105661989527297
Position 2387: 0.001574378234519898
Position 1403: 0.0014543333422603864
Position 2093: 0.0012742669695559293
Position 422: 0.0012590000247434236
Position 8654: 0.0012569518158125409
Position 963: 0.001120013144929655
Position 366: 0.0010182746493548605
Position 2285: 0.0008413462252447703
Position 4810: 0.0008106329289315375
Position 3979: 0.0007781714434018044
Position 855: 0.0007130585980711636
Position 879: 0.0007070590662528272
Position 3623: 0.0006818764416414778
Position 2567: 0.0006001908898988114
Position 4218: 0.0005213509306496725
Position 1502: 0.0004852525487465773
Position 3982: 0.0004432004548561723
Position 3908: 0.0003878798700376303
Position 6933: 0.00032738621969331485
Position 382: 0.00032485917603436215
Position 3416: 0.00028374103921273696
Position 2316: 0.000241431833156486
Position 2139: 0.0002174027306006758
Position 299: 0.00021403615885058521
Position 635: 0.0002131046342342746
Position 1387: 0.00019137041263262266
Position 899: 0.00016842224762834689
Position 5786: 0.00016099475463627927
Position 1475: 0.00016056124241796727
Position 1720: 0.0001531564009610178
Position 1329: 0.0001428831157206972
Position 6514: 0.0001395082155514088
Position 6472: 0.00013311852822202734
Position 2034: 0.00013195360094740108
Position 480: 0.00011285194909538558
Position 1747: 0.00010826040627736093
Position 3157: 0.00010747799427632805
Position 2356: 9.126308279441245e-05
Position 3545: 9.017291306341473e-05
Position 2648: 8.913703846740919e-05
Position 2599: 6.0304849993675086e-05
Position 1862: 4.583246731763546e-05
Position 1304: 4.450475806333963e-05
Position 2206: 4.389375757411075e-05
Position 2061: 4.2533164237182916e-05
Position 2223: 4.157864137920625e-05
Position 1134: 3.388491070670157e-05
Position 3366: 2.846111673255335e-05
Position 3835: 2.735768743569904e-05
Position 911: 2.2636774694572975e-05
Position 2937: 1.9700879373544937e-05
Position 586: 1.0327979532055575e-05
Position 1819: 7.92499374037976e-06
Position 690: 5.588644736210509e-06
Position 505: 2.4263020049948296e-06
Position 486: 2.225321341582792e-06
Position 538: 1.8229094791678772e-06
Position 418: 1.1704609902904554e-06
Position 458: 1.114623420880892e-06
Position 1979: 1.0048255574583134e-06
Position 4398: 8.422181731962622e-07
Position 508: 7.999370830402015e-07
Position 1436: 7.488498747713976e-07
Position 925: 7.299934892664905e-07
Position 460: 4.4365207620066697e-07
Position 435: 4.2475052327105174e-07
Position 795: 3.899586864555409e-07
Position 528: 2.981055864101963e-07
Position 867: 2.3062885455659434e-07
Position 811: 2.1270795535247267e-07
Position 774: 1.809227249343875e-07
Position 748: 1.774303937319502e-07
Position 998: 1.3184198602386404e-07
Position 641: 9.441526853784565e-08
Position 591: 5.006560564676458e-08
Position 555: 4.542121097631981e-08
Position 919: 2.7150312347314132e-08
Position 667: 2.650639576213871e-08
Position 1413: 1.1680553027840584e-08
Position 1541: 1.0457144476204165e-08
Position 1506: 8.711618354148614e-09
Position 1009: 2.9758304438289222e-09
Position 1043: 2.346112095075795e-10
Position 931: 1.718439285054519e-10
Position 208: 1.5719821959014062e-11
Position 648: 6.695092970582747e-12
