Gene = Gstcd
Position 2341: 0.0004139980398902742
Position 602: 0.00039532812163461294
Position 9925: 0.0003877656720307157
Position 10117: 0.00038507081057808246
Position 10135: 0.00037072665710360914
Position 1808: 0.0003543498927587432
Position 706: 0.00034010147957158957
Position 709: 0.00033978453564595694
Position 7368: 0.00032457085842059095
Position 621: 0.00029523526651058744
Position 1143: 0.0002761086391810713
Position 8925: 0.00019061832258984132
Position 8152: 0.00017566929956272178
Position 8225: 0.00014234745455399028
Position 3704: 0.0001422737502166033
Position 2256: 0.0001393179767269766
Position 1504: 9.557435022447278e-05
Position 2465: 9.32993458600169e-05
Position 2489: 8.323241786519319e-05
Position 361: 7.44874963750077e-05
Position 3924: 7.035766300161847e-05
Position 2395: 6.649732011727305e-05
Position 1788: 5.773448237078388e-05
Position 138: 5.499580633432007e-05
Position 2456: 4.842749901939599e-05
Position 2439: 4.378064141333655e-05
Position 2494: 3.799970523969409e-05
Position 1239: 3.750451656098175e-05
Position 1836: 2.9388864495764526e-05
Position 5666: 2.4731305860573652e-05
Position 2294: 2.2113067422374666e-05
Position 2922: 2.0399975131139057e-05
Position 2816: 2.0036210156774032e-05
Position 3874: 1.9439285837432138e-05
Position 1192: 1.822355288029598e-05
Position 1907: 1.7742929613239845e-05
Position 1002: 1.70844979040254e-05
Position 4661: 1.6306966927892954e-05
Position 3940: 1.6169359850716432e-05
Position 2004: 1.4469561172981815e-05
Position 3390: 1.2247714103741219e-05
Position 1960: 1.127563134709184e-05
Position 5519: 1.0554522492603936e-05
Position 1603: 9.384704814815225e-06
Position 556: 8.830779345919437e-06
Position 1112: 8.372530941252017e-06
Position 953: 6.4890299352002326e-06
Position 308: 6.420443905414443e-06
Position 801: 6.045161252218281e-06
Position 380: 5.9618041838245636e-06
Position 666: 5.902443259249692e-06
Position 2925: 5.7790588435261525e-06
Position 3319: 2.7853949033896715e-06
Position 971: 9.089994317732704e-07
Position 111: 8.628557396727941e-07
Position 337: 6.066481793981968e-07
Position 503: 3.1002198172761025e-07
Position 784: 3.041363965628283e-07
Position 106: 2.8457353886850844e-07
Position 1006: 2.3345417503137184e-07
Position 445: 1.964865502505713e-07
Position 141: 1.9387266173010428e-07
Position 608: 1.531519217870387e-07
Position 1266: 1.0336250105285232e-07
Position 483: 1.0121512127520156e-07
Position 1219: 9.15614792245001e-08
Position 144: 6.954961850725888e-08
Position 738: 6.016960514774081e-08
Position 164: 4.1858400708679564e-08
Position 332: 3.470989327505992e-08
Position 529: 2.7220828419898386e-08
Position 369: 1.6736576528653565e-08
Position 551: 1.0429052374714995e-08
Position 371: 1.0189482316310735e-08
Position 176: 9.005839619913873e-09
Position 561: 7.130046337541296e-09
Position 245: 5.900681815340028e-09
Position 505: 1.0746417794728851e-09
Position 511: 1.0341932560910492e-09
Position 152: 7.131868438443996e-10
Position 290: 4.894902932973345e-10
Position 251: 9.532085825166419e-11
Position 471: 5.4332965627580425e-11
Position 1468: 4.1216804544377866e-11
Position 253: 2.824944507294113e-13
