Gene = Amtn
Position 5492: 0.2882210940206289
Position 138: 0.1999796546118246
Position 2746: 0.1570824490329255
Position 6967: 0.12403942352052386
Position 9508: 0.10735595596472106
Position 3717: 0.10188208602136874
Position 2860: 0.09660429745134237
Position 229: 0.04908209592461304
Position 8776: 0.03928414933369711
Position 3379: 0.03852243365265409
Position 838: 0.030397970628562743
Position 8851: 0.02844499358868376
Position 5568: 0.02640395519032675
Position 8801: 0.021945386470288177
Position 1973: 0.019970443763764993
Position 362: 0.019913125173554324
Position 4110: 0.019545173174323728
Position 1927: 0.01945745947299624
Position 1334: 0.017968059330958693
Position 5280: 0.016758279297649437
Position 6985: 0.015148684190155928
Position 2730: 0.014798110939437694
Position 5466: 0.014585248746693915
Position 3169: 0.014141070099603205
Position 5364: 0.012480498858947914
Position 1348: 0.011370929474118238
Position 9175: 0.010942049299403607
Position 1774: 0.00967054870565185
Position 5605: 0.009349350710315747
Position 8564: 0.00893360410328173
Position 1999: 0.007046079319517125
Position 5149: 0.006616935988180303
Position 3099: 0.005699193308278895
Position 8963: 0.005555135755394328
Position 8647: 0.005552808634600956
Position 7423: 0.005392596065681021
Position 4861: 0.005186190419191787
Position 490: 0.0051038728735818256
Position 6611: 0.004671392619276524
Position 5406: 0.004510731603641981
Position 7697: 0.004463095303526564
Position 2309: 0.004381099325301382
Position 9751: 0.0037849782169622646
Position 3207: 0.003774922010207202
Position 5676: 0.0036391392078310774
Position 8000: 0.0034087444598872177
Position 2763: 0.00336296157333705
Position 392: 0.0032603824308164303
Position 1930: 0.003243348282335154
Position 5746: 0.003222280616700395
Position 184: 0.003198059561343728
Position 4745: 0.0031582413117812753
Position 4118: 0.003152321365745273
Position 2801: 0.003143723324717029
Position 1285: 0.002710375769832607
Position 8436: 0.002700372886411906
Position 6182: 0.0025692298416495865
Position 2782: 0.0023384794797286514
Position 7615: 0.0023064332439325574
Position 4944: 0.0021814034643928906
Position 8895: 0.0018783417256921563
Position 2917: 0.0018434847357872157
Position 1750: 0.0015667828871777536
Position 5386: 0.001552516408742728
Position 1132: 0.001540439077140596
Position 9139: 0.0014218785186134925
Position 854: 0.0012698957974180546
Position 1092: 0.001255806827112366
Position 1831: 0.0011607383590226024
Position 6542: 0.001082844252212309
Position 6120: 0.001018856419594841
Position 306: 0.0009384961456502008
Position 7043: 0.0009368278535922468
Position 1312: 0.0009186645969193756
Position 7589: 0.0008955063179740947
Position 6669: 0.0008883255422272582
Position 5925: 0.0008705945781609989
Position 1163: 0.0008335872723335938
Position 1379: 0.000758977202286842
Position 2566: 0.0007469695720916313
Position 1978: 0.0006724159888954671
Position 1135: 0.000652514925108183
Position 9090: 0.0006511584433524018
Position 5721: 0.0005925873035898564
Position 1629: 0.0005868750273850855
Position 1790: 0.0005712125264637204
Position 5328: 0.0005567422078075615
Position 7241: 0.0005110033397437759
Position 6188: 0.000509966968094306
Position 8285: 0.0005083875387634324
Position 768: 0.0004101054336824793
Position 332: 0.0004026774839368627
Position 4100: 0.0003916513085192958
Position 4350: 0.0003845674660398737
Position 941: 0.00036863502933851325
Position 1303: 0.0003602291066687443
Position 2588: 0.0003588976232864757
Position 2679: 0.0003553228446981118
Position 2374: 0.00032238598604125907
Position 495: 0.00031725865752944984
Position 473: 0.00031071561007928075
Position 2701: 0.0003075402384135448
Position 6448: 0.0003028275242112513
Position 5528: 0.0002955220464300778
Position 1142: 0.0002927082576786865
Position 4438: 0.00028806453507748757
Position 2431: 0.0002786174692403913
Position 1949: 0.00027289134802126706
Position 1169: 0.0002620251731919966
Position 4676: 0.0002590566969515419
Position 1387: 0.00025851580523323454
Position 5548: 0.00024400787337648476
Position 5337: 0.00022631000462655936
Position 7278: 0.00022548089736561307
Position 4551: 0.00022257794845042183
Position 1194: 0.00022109304221080124
Position 2882: 0.00021976818558826504
Position 405: 0.00021713492158910588
Position 1233: 0.00018725041497528525
Position 4624: 0.00017975877040630708
Position 3305: 0.00017856062333837893
Position 919: 0.00017364862077033663
Position 2817: 0.00016889596619587132
Position 2656: 0.00016740004057948888
Position 2609: 0.0001654306849405467
Position 1810: 0.00015570975098014837
Position 2548: 0.00015318265374554156
Position 6140: 0.00010956476327723196
Position 5173: 0.00010824670861898325
Position 4062: 8.146236141439238e-05
Position 5108: 6.658966255711564e-05
Position 2200: 5.490942130647014e-05
Position 412: 5.271277894550423e-05
Position 5574: 4.9583576788139904e-05
Position 5612: 4.3019842769972295e-05
Position 5189: 3.994263919589366e-05
Position 859: 3.954147732538424e-05
Position 201: 2.9651348268721765e-05
Position 156: 2.673672757660434e-05
Position 789: 2.4919679424445127e-05
Position 1408: 2.437120362241889e-05
Position 1391: 2.1959265701840356e-05
Position 974: 2.1916381064476995e-05
Position 1579: 2.0207027466019698e-05
Position 1664: 1.995191884844702e-05
Position 284: 1.7099011762399584e-05
Position 150: 1.5549302159752036e-05
Position 2707: 1.4459316352332485e-05
Position 2556: 1.4073153181983334e-05
Position 2442: 6.562450571325365e-06
Position 885: 6.388954533851993e-06
Position 2522: 6.228606341705209e-06
Position 2239: 6.142192479854319e-06
Position 1257: 6.067288639195937e-06
Position 1655: 4.596342161514678e-06
Position 1649: 4.262849856673297e-06
Position 2703: 3.3696461576589293e-06
Position 1610: 2.545221937729324e-06
Position 3055: 2.5415703863980393e-06
Position 1603: 2.3490790280090152e-06
Position 2340: 1.9280845417705666e-06
Position 2158: 1.495596078211575e-06
Position 2887: 1.1695790442127137e-06
Position 2574: 1.0617054998666152e-06
Position 235: 9.6263434768087e-07
Position 1110: 5.449407380752579e-07
Position 519: 5.161188718582089e-07
Position 4678: 3.243682165092645e-07
Position 158: 3.0691100500728526e-07
Position 1181: 1.7586986322883877e-07
Position 4337: 1.3629205584456972e-07
Position 4685: 1.0826448638803878e-07
Position 503: 6.061198487384158e-08
Position 4442: 3.6188796713432414e-08
Position 548: 3.4450021442395664e-08
Position 254: 3.2092272615660664e-08
Position 506: 2.929046836279864e-08
Position 250: 2.7823070580949504e-08
Position 1463: 2.3494882847909784e-08
Position 290: 8.52755358080266e-09
Position 4243: 8.164573831345657e-09
Position 891: 7.3772096182387074e-09
Position 521: 6.490524084423731e-09
Position 513: 3.16047848399576e-09
Position 778: 3.1113445678933836e-09
Position 2324: 3.037366048694619e-09
Position 948: 3.0243198261532748e-09
Position 2282: 2.9922869025317604e-09
Position 240: 1.982919588162076e-09
Position 104: 4.2120507794055487e-10
Position 1640: 3.3853511424676546e-10
Position 101: 6.431493013027791e-11
Position 590: 1.7689694118848154e-11
Position 1547: 6.946372036098485e-12
